Nome,CNPJ,Emissão,Série,Valor,Ticker,Ano
CANAL SEC- CRI - CRI0000005C8,41.811.375/0001-19,79.0,1.0,5808037.65,CACR11,2024
CANAL SEC- CRI - CRI000005FD,41.811.375/0001-19,64.0,2.0,4645006.38,CACR11,2024
CANAL SEC- CRI - CRI000000539,41.811.375/0001-19,71.0,2.0,4515926.22,CACR11,2024
HABITASEC- CRI - 20L0789249,09.304.427/0001-58,1.0,224.0,4066135.68,CACR11,2024
CANAL SEC- CRI - CRI0000005EF,41.811.375/0001-19,78.0,1.0,4008097.88,CACR11,2024
VIGO SEC- CRI - CRI0000019L,08.769.451/0001-08,4.0,60.0,3996051.91,CACR11,2024
HABITASEC- CRI - 20L0789248,09.304.427/0001-58,1.0,223.0,3768379.28,CACR11,2024
TRAVESSIA SEC- CRI - CRI00000040F,26.264.237/0001-73,29.0,1.0,3593405.46,CACR11,2024
CANAL SEC- CRI - CRI000000652,41.811.375/0001-19,79.0,1.0,3402417.95,CACR11,2024
CANAL SEC- CRI - CRI000000610,41.811.375/0001-19,79.0,1.0,3305120.91,CACR11,2024
HABITASEC- CRI - CRI000000654,09.304.427/0001-58,1.0,223.0,3073614.37,CACR11,2024
BARISEC- CRI - 22L0001401.,10.608.405/0001-60,7.0,2.0,3030910.6,CACR11,2024
BARISEC- CRI - CRI0000004EA,10.608.405/0001-60,7.0,1.0,3010808.37,CACR11,2024
TRAVESSIA SEC- CRI - CRI00000457_,26.264.237/0001-73,29.0,2.0,2383741.35,CACR11,2024
BARISEC- CRI - CRI000000656,10.608.405/0001-60,7.0,3.0,2043213.12,CACR11,2024
CANAL SEC- CRI - CRI00000462,41.811.375/0001-19,56.0,2.0,2028747.58,CACR11,2024
CANAL SEC- CRI - CRI0000005FC,41.811.375/0001-19,84.0,4.0,1854100.51,CACR11,2024
HABITASEC- CRI - 20L0789249_0,09.304.427/0001-58,1.0,224.0,1728908.08,CACR11,2024
CANAL SEC- CRI - CRI00000063A,41.811.375/0001-19,64.0,2.0,1667260.8,CACR11,2024
CANAL SEC- CRI - CRI000000639,41.811.375/0001-19,62.0,2.0,1656347.45,CACR11,2024
CANAL SEC- CRI - CRI0000005B5,41.811.375/0001-19,84.0,1.0,1489877.37,CACR11,2024
TRUE SEC- CRI - CRI000005BB,12.130.744/0001-00,211.0,2.0,1477859.68,CACR11,2024
CANAL SEC- CRI - CRI000000603,41.811.375/0001-19,78.0,4.0,1360563.37,CACR11,2024
CANAL SEC- CRI - CRI0000005C5,41.811.375/0001-19,84.0,3.0,1283110.27,CACR11,2024
CANAL SEC- CRI - CRI00000060A,41.811.375/0001-19,62.0,2.0,1255540.34,CACR11,2024
HABITASEC- CRI - 20L0789249_1,09.304.427/0001-58,1.0,224.0,1088571.76,CACR11,2024
TRUE SEC- CRI - CRI000000645,12.130.744/0001-00,211.0,2.0,984254.54,CACR11,2024
CANAL SEC- CRI - CRI00000563_,41.811.375/0001-19,56.0,3.0,977394.72,CACR11,2024
CANAL SEC- CRI - CRI0000005C4,41.811.375/0001-19,84.0,4.0,698387.78,CACR11,2024
CANAL SEC- CRI - CRI0000005ED,41.811.375/0001-19,78.0,4.0,695221.98,CACR11,2024
VIGO SEC- CRI - CRI00000597,08.769.451/0001-08,4.0,98.0,637669.54,CACR11,2024
VIGO SEC- CRI - CRI0000012F,08.769.451/0001-08,4.0,98.0,616883.25,CACR11,2024
CANAL SEC- CRI - CRI0000063B,41.811.375/0001-19,64.0,5.0,574179.63,CACR11,2024
CANAL SEC- CRI - CRI00000616,41.811.375/0001-19,64.0,2.0,526763.49,CACR11,2024
TRUE SEC- CRI - CRI00000618,12.130.744/0001-00,211.0,2.0,493605.13,CACR11,2024
CANAL SEC- CRI - CRI00000063C,41.811.375/0001-19,79.0,1.0,362381.84,CACR11,2024
CANAL SEC- CRI - CRI00000063E,41.811.375/0001-19,78.0,4.0,297809.99,CACR11,2024
CANAL SEC- CRI - CRI000000625,41.811.375/0001-19,79.0,1.0,227357.37,CACR11,2024
BARISEC- CRI - CRI00000064D,10.608.405/0001-60,7.0,3.0,171022.27,CACR11,2024
CANAL SEC- CRI - CRI0000005F0,41.811.375/0001-19,78.0,2.0,139219.39,CACR11,2024
CANAL SEC- CRI - CRI0000005BE,41.811.375/0001-19,84.0,1.0,65554.6,CACR11,2024
BARISEC- CRI - CRI0000047F_,10.608.405/0001-60,7.0,4.0,1020.7,CACR11,2024
BARISEC- CRI - 22L0001401,10.608.405/0001-60,7.0,2.0,1010.3,CACR11,2024
BARISEC- CRI - 23E0002201,10.608.405/0001-60,7.0,3.0,1006.01,CACR11,2024
CANAL SEC,41.811.375/0001-19,71.0,1.0,29139751.84,CACR11,2023
HABITASEC,09.304.427/0001-58,1.0,334.0,25088378.22,CACR11,2023
BARISEC,10.608.405/0001-60,7.0,1.0,23991391.8,CACR11,2023
TRUE SEC,12.130.744/0001-00,211.0,1.0,20857166.15,CACR11,2023
CANAL SEC,41.811.375/0001-19,71.0,2.0,18991079.64,CACR11,2023
BARISEC,10.608.405/0001-60,9.0,1.0,18417930.79,CACR11,2023
CANAL SEC,41.811.375/0001-19,64.0,1.0,17670021.6,CACR11,2023
CANAL SEC,41.811.375/0001-19,61.0,1.0,13880905.8,CACR11,2023
HABITASEC,09.304.427/0001-58,1.0,332.0,13231132.69,CACR11,2023
BARISEC,10.608.405/0001-60,7.0,2.0,12192489.91,CACR11,2023
HABITASEC,09.304.427/0001-58,1.0,347.0,11703051.09,CACR11,2023
HABITASEC,09.304.427/0001-58,1.0,217.0,11506402.89,CACR11,2023
HABITASEC,09.304.427/0001-58,1.0,312.0,10184570.96,CACR11,2023
CANAL SEC,41.811.375/0001-19,56.0,1.0,8837687.38,CACR11,2023
HABITASEC,09.304.427/0001-58,1.0,226.0,8128249.5,CACR11,2023
HABITASEC,09.304.427/0001-58,1.0,227.0,8128249.5,CACR11,2023
HABITASEC,09.304.427/0001-58,1.0,225.0,8128249.5,CACR11,2023
CANAL SEC,41.811.375/0001-19,62.0,1.0,7976679.28,CACR11,2023
HABITASEC,09.304.427/0001-58,1.0,200.0,7321005.48,CACR11,2023
HABITASEC,09.304.427/0001-58,1.0,202.0,7290030.92,CACR11,2023
VIRGO SEC,08.769.451/0001-08,4.0,60.0,7102161.22,CACR11,2023
HABITASEC,09.304.427/0001-58,1.0,224.0,7010009.97,CACR11,2023
HABITASEC,09.304.427/0001-58,1.0,223.0,6967623.86,CACR11,2023
HABITASEC,09.304.427/0001-58,1.0,313.0,6699538.08,CACR11,2023
BARISEC,10.608.405/0001-60,5.0,1.0,5019061.73,CACR11,2023
HABITASEC,09.304.427/0001-58,1.0,276.0,4466717.1,CACR11,2023
HABITASEC,09.304.427/0001-58,1.0,275.0,4362375.13,CACR11,2023
HABITASEC,09.304.427/0001-58,1.0,201.0,3823766.86,CACR11,2023
TRAVESSIA SEC,26.264.237/0001-73,29.0,1.0,3741090.17,CACR11,2023
BARISEC,10.608.405/0001-60,5.0,2.0,3513343.22,CACR11,2023
CANAL SEC,41.811.375/0001-19,56.0,2.0,3055429.85,CACR11,2023
TRAVESSIA SEC,26.264.237/0001-73,29.0,2.0,2483592.61,CACR11,2023
HABITASEC,09.304.427/0001-58,1.0,278.0,1957105.27,CACR11,2023
VIRGO SEC,08.769.451/0001-08,4.0,98.0,945421.36,CACR11,2023
HABITASEC,09.304.427/0001-58,1.0,277.0,890783.59,CACR11,2023
BARISEC,10.608.405/0001-60,7.0,4.0,1027.26,CACR11,2023
BARISEC,10.608.405/0001-60,7.0,3.0,1011.73,CACR11,2023
NEX GROUP PARTICIPAÇÕES S.A.,00.000.000/0000-00,,,19861193.25,CACR11,2021
HABITASEC,00.000.000/0000-00,,,14997860.23,CACR11,2021
Colméia Palatium,00.000.000/0000-00,,,12281297.9,CACR11,2021
HABITASEC,00.000.000/0000-00,,,11263490.53,CACR11,2021
HABITASEC,00.000.000/0000-00,,,11263490.53,CACR11,2021
HABITASEC,00.000.000/0000-00,,,9616893.38,CACR11,2021
HABITASEC,00.000.000/0000-00,,,8817322.44,CACR11,2021
HABITASEC,00.000.000/0000-00,,,6556075.56,CACR11,2021
HABITASEC,00.000.000/0000-00,,,6550808.53,CACR11,2021
HABITASEC,00.000.000/0000-00,,,6547934.36,CACR11,2021
HABITASEC,00.000.000/0000-00,,,5596064.38,CACR11,2021
HABITASEC,00.000.000/0000-00,,,5582110.57,CACR11,2021
HABITASEC,00.000.000/0000-00,,,5582110.57,CACR11,2021
HABITASEC,00.000.000/0000-00,,,4595367.73,CACR11,2021
HABITASEC,00.000.000/0000-00,,,4595367.73,CACR11,2021
NEX GROUP PARTICIPAÇÕES S.A.,00.000.000/0000-00,,,30490148.64,CACR11,2020
Colméia Palatium,00.000.000/0000-00,,,12519563.08,CACR11,2020
HABITASEC,00.000.000/0000-00,,,6601351.8,CACR11,2020
HABITASEC,00.000.000/0000-00,,,6597023.23,CACR11,2020
HABITASEC,00.000.000/0000-00,,,6594717.13,CACR11,2020
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,212.0,1.0,40128596.81,CLIN11,2024
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,267.0,1.0,33739337.54,CLIN11,2024
CANAL COMPANHIA DE SECURITIZACAO,41.811.375/0001-19,107.0,1.0,32237086.12,CLIN11,2024
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,1.0,422.0,22474758.12,CLIN11,2024
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,243.0,2.0,21310474.45,CLIN11,2024
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,4.0,329.0,20634274.05,CLIN11,2024
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,199.0,1.0,17058234.82,CLIN11,2024
KANASTRA SECURITIZADORA S.A.,48.238.484/0001-38,2.0,2.0,17050764.92,CLIN11,2024
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,157.0,1.0,16436421.75,CLIN11,2024
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,17.0,1.0,16154722.24,CLIN11,2024
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,238.0,1.0,15350466.95,CLIN11,2024
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,47.0,1.0,15051229.76,CLIN11,2024
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,268.0,3.0,14343384.97,CLIN11,2024
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,179.0,1.0,13527799.67,CLIN11,2024
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,252.0,2.0,13258748.63,CLIN11,2024
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,233.0,1.0,12014193.94,CLIN11,2024
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,151.0,1.0,10248184.79,CLIN11,2024
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,41.0,1.0,9229396.09,CLIN11,2024
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,157.0,2.0,7849501.03,CLIN11,2024
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,223.0,1.0,6773153.96,CLIN11,2024
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,252.0,1.0,6756391.39,CLIN11,2024
CASA DE PEDRA SECURITIZADORA DE CREDITO S.A,31.468.139/0001-98,1.0,17.0,5754299.54,CLIN11,2024
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,233.0,2.0,4429825.9,CLIN11,2024
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,151.0,2.0,2930446.67,CLIN11,2024
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,223.0,3.0,1872140.09,CLIN11,2024
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,50.0,1.0,342264.03,CLIN11,2024
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,0.0,1.0,47885985.56,CLIN11,2023
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,0.0,1.0,40026559.2,CLIN11,2023
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,199.0,1.0,25209036.88,CLIN11,2023
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,1.0,422.0,24651656.66,CLIN11,2023
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,0.0,1.0,22743367.12,CLIN11,2023
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,157.0,1.0,20630124.25,CLIN11,2023
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,4.0,329.0,19701280.57,CLIN11,2023
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,17.0,1.0,17423267.25,CLIN11,2023
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,151.0,1.0,12953102.45,CLIN11,2023
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,0.0,1.0,12346478.28,CLIN11,2023
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,157.0,2.0,10387466.18,CLIN11,2023
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,41.0,1.0,9029535.93,CLIN11,2023
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,223.0,2.0,7881018.44,CLIN11,2023
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,47.0,1.0,6725531.83,CLIN11,2023
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,13.0,2.0,6453567.61,CLIN11,2023
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,13.0,1.0,3853823.29,CLIN11,2023
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,151.0,2.0,3785459.9,CLIN11,2023
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,223.0,3.0,2046504.23,CLIN11,2023
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,1.0,352.0,327500.65,CLIN11,2023
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,,331.0,14815352.65,CPFF11,2022
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,,1.0,9857294.57,CPFF11,2022
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,,447.0,8366960.2,CPFF11,2022
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,,236.0,6774188.68,CPFF11,2022
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,,1.0,3043019.03,CPFF11,2022
BARIGUI SECURITIZADORA S.A.,10.608.405/0001-60,,1.0,2910708.62,CPFF11,2022
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,,132.0,1946297.23,CPFF11,2022
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,,329.0,888927.24,CPFF11,2022
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,,422.0,342436.5,CPFF11,2022
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,,366.0,14020746.66,CPFF11,2021
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,,468.0,13009735.75,CPFF11,2021
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,,447.0,12719356.77,CPFF11,2021
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,,329.0,11747246.79,CPFF11,2021
BARIGUI SECURITIZADORA S.A.,10.608.405/0001-60,,93.0,10390458.62,CPFF11,2021
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,,446.0,10272010.34,CPFF11,2021
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,,397.0,9536009.18,CPFF11,2021
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,,478.0,3204379.62,CPFF11,2021
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,,479.0,3204379.62,CPFF11,2021
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,,477.0,1602189.81,CPFF11,2021
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,,258.0,998169.24,CPFF11,2021
BARIGUI SECURITIZADORA S.A.,10.608.405/0001-60,,64.0,509911.89,CPFF11,2021
VERT COMPANHIA SECURITIZADORA,25.005.683/0001-09,0.0,0.0,28563885.67,CPTR11,2024
VERT COMPANHIA SECURITIZADORA,25.005.683/0001-09,61.0,1.0,28420921.08,CPTR11,2024
BETA SECURITIZADORA S/A,07.021.459/0001-10,97.0,1.0,19321520.08,CPTR11,2024
ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO,10.753.164/0001-43,175.0,1.0,17186906.54,CPTR11,2024
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,121.0,1.0,15665216.14,CPTR11,2024
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,0.0,0.0,15079350.89,CPTR11,2024
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,222.0,1.0,14414175.58,CPTR11,2024
VERT COMPANHIA SECURITIZADORA,25.005.683/0001-09,0.0,0.0,12776858.83,CPTR11,2024
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,0.0,0.0,11920493.76,CPTR11,2024
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,0.0,0.0,11907668.57,CPTR11,2024
ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO,10.753.164/0001-43,0.0,0.0,11487091.88,CPTR11,2024
ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO,10.753.164/0001-43,203.0,1.0,10115857.06,CPTR11,2024
CANAL COMPANHIA DE SECURITIZACAO,41.811.375/0001-19,0.0,0.0,10011466.23,CPTR11,2024
ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO,10.753.164/0001-43,120.0,1.0,9698999.86,CPTR11,2024
ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO,10.753.164/0001-43,116.0,1.0,9437894.58,CPTR11,2024
ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO,10.753.164/0001-43,0.0,0.0,9405083.58,CPTR11,2024
COMPANHIA PROVINCIA DE SECURITIZACAO,04.200.649/0001-07,0.0,0.0,9099035.82,CPTR11,2024
VERT COMPANHIA SECURITIZADORA,25.005.683/0001-09,69.0,1.0,8541332.76,CPTR11,2024
ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO,10.753.164/0001-43,0.0,0.0,8220264.98,CPTR11,2024
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,0.0,0.0,7683939.24,CPTR11,2024
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,0.0,0.0,7392318.51,CPTR11,2024
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,83.0,1.0,7185727.29,CPTR11,2024
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,85.0,1.0,7137210.2,CPTR11,2024
ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO,10.753.164/0001-43,0.0,0.0,6749464.66,CPTR11,2024
VERT COMPANHIA SECURITIZADORA,25.005.683/0001-09,67.0,1.0,6562084.18,CPTR11,2024
ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO,10.753.164/0001-43,174.0,1.0,6361953.41,CPTR11,2024
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,23.0,4.0,5939265.77,CPTR11,2024
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,17.0,1.0,5314431.19,CPTR11,2024
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,108.0,1.0,3557633.12,CPTR11,2024
COMPANHIA PROVINCIA DE SECURITIZACAO,04.200.649/0001-07,0.0,0.0,3172051.81,CPTR11,2024
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,84.0,1.0,2920988.97,CPTR11,2024
ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO,10.753.164/0001-43,7.0,2.0,2046606.37,CPTR11,2024
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,79.0,1.0,1847010.86,CPTR11,2024
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,0.0,0.0,1538798.37,CPTR11,2024
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,17.0,2.0,1213202.95,CPTR11,2024
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,0.0,0.0,676133.85,CPTR11,2024
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,19.0,3.0,545013.61,CPTR11,2024
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,16.0,1.0,478469.3,CPTR11,2024
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,0.0,0.0,287830.25,CPTR11,2024
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,23.0,1.0,193981.49,CPTR11,2024
ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO,10.753.164/0001-43,111.0,1.0,90792.34,CPTR11,2024
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,19.0,2.0,80640.67,CPTR11,2024
VERT COMPANHIA SECURITIZADORA,25.005.683/0001-09,0.0,0.0,24267.32,CPTR11,2024
VERT COMPANHIA SECURITIZADORA,25.005.683/0001-09,61.0,1.0,32754803.75,CPTR11,2023
VERT COMPANHIA SECURITIZADORA,25.005.683/0001-09,0.0,0.0,29103281.36,CPTR11,2023
BETA SECURITIZADORA S/A,07.021.459/0001-10,97.0,1.0,20434045.95,CPTR11,2023
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,121.0,1.0,19861018.5,CPTR11,2023
ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO,10.753.164/0001-43,0.0,0.0,18180113.2,CPTR11,2023
ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO,10.753.164/0001-43,175.0,1.0,16806060.45,CPTR11,2023
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,0.0,0.0,15009466.57,CPTR11,2023
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,0.0,0.0,14350450.42,CPTR11,2023
VERT COMPANHIA SECURITIZADORA,25.005.683/0001-09,0.0,0.0,12775443.82,CPTR11,2023
ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO,10.753.164/0001-43,203.0,1.0,12190237.28,CPTR11,2023
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,222.0,1.0,12008686.26,CPTR11,2023
ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO,10.753.164/0001-43,116.0,1.0,11585573.27,CPTR11,2023
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,0.0,0.0,11556390.6,CPTR11,2023
ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO,10.753.164/0001-43,0.0,0.0,11480117.64,CPTR11,2023
ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO,10.753.164/0001-43,0.0,0.0,10332542.95,CPTR11,2023
VERT COMPANHIA SECURITIZADORA,25.005.683/0001-09,69.0,1.0,10192495.75,CPTR11,2023
CANAL COMPANHIA DE SECURITIZACAO,41.811.375/0001-19,0.0,0.0,10012360.72,CPTR11,2023
ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO,10.753.164/0001-43,0.0,0.0,9373100.01,CPTR11,2023
COMPANHIA PROVINCIA DE SECURITIZACAO DE CREDITOS I,04.200.649/0001-07,0.0,0.0,9262440.78,CPTR11,2023
VERT COMPANHIA SECURITIZADORA,25.005.683/0001-09,73.0,1.0,8449258.56,CPTR11,2023
VERT COMPANHIA SECURITIZADORA,25.005.683/0001-09,67.0,1.0,8118206.24,CPTR11,2023
ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO,10.753.164/0001-43,0.0,0.0,8008791.35,CPTR11,2023
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,0.0,0.0,7564351.11,CPTR11,2023
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,85.0,1.0,6672489.47,CPTR11,2023
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,83.0,1.0,6672489.47,CPTR11,2023
ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO,10.753.164/0001-43,120.0,1.0,6184033.71,CPTR11,2023
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,23.0,4.0,6014368.5,CPTR11,2023
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,17.0,1.0,5299325.19,CPTR11,2023
COMPANHIA PROVINCIA DE SECURITIZACAO DE CREDITOS I,04.200.649/0001-07,0.0,0.0,4266596.0,CPTR11,2023
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,108.0,1.0,4056456.74,CPTR11,2023
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,17.0,2.0,3984958.7,CPTR11,2023
ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO,10.753.164/0001-43,195.0,1.0,3874447.79,CPTR11,2023
ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO,10.753.164/0001-43,174.0,1.0,3684619.08,CPTR11,2023
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,84.0,1.0,2845377.77,CPTR11,2023
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,0.0,0.0,2672975.58,CPTR11,2023
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,0.0,0.0,2605945.13,CPTR11,2023
VERT COMPANHIA SECURITIZADORA,25.005.683/0001-09,0.0,0.0,2515204.85,CPTR11,2023
ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO,10.753.164/0001-43,7.0,2.0,1981899.81,CPTR11,2023
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,16.0,1.0,1373169.69,CPTR11,2023
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,23.0,1.0,194290.23,CPTR11,2023
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,19.0,2.0,50607.06,CPTR11,2023
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,0.0,0.0,49994.07,CPTR11,2023
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,19.0,3.0,49553.46,CPTR11,2023
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,49.0,1.0,283036306.94,CPTS11,2024
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,1.0,236.0,195997422.72,CPTS11,2024
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,4.0,264.0,185793517.34,CPTS11,2024
BARI SECURITIZADORA S.A.,10.608.405/0001-60,1.0,98.0,120607154.48,CPTS11,2024
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,1.0,340.0,115040011.56,CPTS11,2024
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,4.0,258.0,113115750.78,CPTS11,2024
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,1.0,242.0,107284191.74,CPTS11,2024
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,1.0,392.0,72605421.23,CPTS11,2024
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,4.0,366.0,71246478.55,CPTS11,2024
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,326.0,1.0,62265931.83,CPTS11,2024
BARI SECURITIZADORA S.A.,10.608.405/0001-60,1.0,105.0,56536400.67,CPTS11,2024
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,4.0,157.0,55165646.14,CPTS11,2024
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,1.0,259.0,52425954.59,CPTS11,2024
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,4.0,99.0,51730541.62,CPTS11,2024
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,4.0,158.0,45760463.03,CPTS11,2024
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,1.0,512.0,44399659.69,CPTS11,2024
CANAL COMPANHIA DE SECURITIZACAO,41.811.375/0001-19,46.0,1.0,43785068.58,CPTS11,2024
