Ticker,Trimestre,Lucro líquido,Outras desp/receitas,Res. imóveis estoque,Res. imóveis renda,Resultado TVM,Resultado financeiro,Data,Ano,Mes,Dia
AAZQ11,1T2023,10.345,-999.0,0.0,0.0,10.34,1.004,2023-01-01,2023,1,1
AAZQ11,2T2023,9.148,-959.0,0.0,0.0,8.935,1.172,2023-04-01,2023,4,1
AAZQ11,2T2024,-14.121,-729.0,0.0,0.0,-13.489,97.0,2024-04-01,2024,4,1
AAZQ11,3T2023,9.804,-721.0,0.0,0.0,10.356,169.0,2023-07-01,2023,7,1
AAZQ11,4T2022,2.346,-677.0,0.0,0.0,1.087,1.936,2022-10-01,2022,10,1
AAZQ11,4T2023,7.999,-1.016,0.0,0.0,8.866,149.0,2023-10-01,2023,10,1
ABCP11,1T2017,14.404,-242.0,0.0,14.435,0.0,211.0,2017-01-01,2017,1,1
ABCP11,1T2018,15.262,-297.0,0.0,15.458,0.0,101.0,2018-01-01,2018,1,1
ABCP11,1T2019,16.77,-432.0,0.0,17.063,0.0,140.0,2019-01-01,2019,1,1
ABCP11,1T2020,17.473,-351.0,0.0,17.708,0.0,116.0,2020-01-01,2020,1,1
ABCP11,1T2021,13.266,-351.0,0.0,13.571,0.0,46.0,2021-01-01,2021,1,1
ABCP11,1T2022,19.693,-646.0,0.0,19.954,0.0,385.0,2022-01-01,2022,1,1
ABCP11,1T2024,7.937,-344.0,0.0,8.088,0.0,194.0,2024-01-01,2024,1,1
ABCP11,2T2017,14.963,-279.0,0.0,15.072,0.0,170.0,2017-04-01,2017,4,1
ABCP11,2T2018,14.955,-269.0,0.0,15.123,0.0,101.0,2018-04-01,2018,4,1
ABCP11,2T2019,18.439,-451.0,0.0,18.756,0.0,134.0,2019-04-01,2019,4,1
ABCP11,2T2020,3.589,-449.0,0.0,3.951,0.0,88.0,2020-04-01,2020,4,1
ABCP11,2T2021,13.293,-809.0,0.0,14.023,0.0,79.0,2021-04-01,2021,4,1
ABCP11,2T2022,20.199,-467.0,0.0,20.182,0.0,484.0,2022-04-01,2022,4,1
ABCP11,2T2023,7.402,-586.0,0.0,7.797,0.0,190.0,2023-04-01,2023,4,1
ABCP11,3T2017,15.216,-533.0,0.0,15.663,0.0,86.0,2017-07-01,2017,7,1
ABCP11,3T2018,16.257,-238.0,0.0,16.363,0.0,132.0,2018-07-01,2018,7,1
ABCP11,3T2019,18.399,-336.0,0.0,18.588,0.0,147.0,2019-07-01,2019,7,1
ABCP11,3T2020,5.474,-317.0,0.0,5.765,0.0,26.0,2020-07-01,2020,7,1
ABCP11,3T2021,18.186,-389.0,0.0,18.413,0.0,162.0,2021-07-01,2021,7,1
ABCP11,3T2022,21.374,-351.0,0.0,21.167,0.0,558.0,2022-07-01,2022,7,1
ABCP11,3T2023,7.837,-351.0,0.0,7.954,0.0,234.0,2023-07-01,2023,7,1
ABCP11,4T2017,118.796,-233.0,0.0,118.958,0.0,71.0,2017-10-01,2017,10,1
ABCP11,4T2018,139.661,-305.0,0.0,139.859,0.0,107.0,2018-10-01,2018,10,1
ABCP11,4T2019,149.558,-336.0,0.0,149.766,0.0,129.0,2019-10-01,2019,10,1
ABCP11,4T2020,47.734,-693.0,0.0,48.387,0.0,40.0,2020-10-01,2020,10,1
ABCP11,4T2021,60.747,-535.0,0.0,61.02,0.0,262.0,2021-10-01,2021,10,1
ABCP11,4T2022,8.568,-15.23,0.0,23.217,0.0,581.0,2022-10-01,2022,10,1
ABCP11,4T2023,79.672,-440.0,0.0,79.888,0.0,225.0,2023-10-01,2023,10,1
AFHI11,1T2021,-815.0,-138.0,0.0,0.0,-864.0,187.0,2021-01-01,2021,1,1
AFHI11,1T2022,4.939,-540.0,0.0,0.0,5.376,103.0,2022-01-01,2022,1,1
AFHI11,1T2023,10.369,-786.0,0.0,0.0,10.72,435.0,2023-01-01,2023,1,1
AFHI11,1T2024,7.985,-1.007,0.0,0.0,8.296,696.0,2024-01-01,2024,1,1
AFHI11,2T2021,5.334,-364.0,0.0,0.0,5.328,370.0,2021-04-01,2021,4,1
AFHI11,2T2022,6.119,-502.0,0.0,0.0,6.201,420.0,2022-04-01,2022,4,1
AFHI11,2T2023,13.768,-800.0,0.0,0.0,14.183,386.0,2023-04-01,2023,4,1
AFHI11,2T2024,6.589,-1.081,0.0,0.0,7.197,473.0,2024-04-01,2024,4,1
AFHI11,3T2021,5.334,-364.0,0.0,0.0,5.328,370.0,2021-07-01,2021,7,1
AFHI11,3T2022,7.078,-205.0,0.0,0.0,6.494,789.0,2022-07-01,2022,7,1
AFHI11,3T2023,6.95,-860.0,0.0,0.0,7.352,459.0,2023-07-01,2023,7,1
AFHI11,4T2021,8.48,-472.0,0.0,0.0,8.864,88.0,2021-10-01,2021,10,1
AFHI11,4T2022,7.155,-402.0,0.0,0.0,7.102,456.0,2022-10-01,2022,10,1
AFHI11,4T2023,11.781,-912.0,0.0,0.0,12.2,494.0,2023-10-01,2023,10,1
AGRX11,1T2023,2.232,-314.0,0.0,0.0,2.491,55.0,2023-01-01,2023,1,1
AGRX11,1T2024,4.949,-533.0,0.0,0.0,4.855,627.0,2024-01-01,2024,1,1
AGRX11,2T2022,676.0,-115.0,0.0,0.0,359.0,432.0,2022-04-01,2022,4,1
AGRX11,2T2023,4.563,-565.0,0.0,0.0,4.886,241.0,2023-04-01,2023,4,1
AGRX11,2T2024,5.828,-850.0,0.0,0.0,6.046,631.0,2024-04-01,2024,4,1
AGRX11,3T2023,4.066,-324.0,0.0,0.0,3.82,570.0,2023-07-01,2023,7,1
AGRX11,4T2022,3.472,-315.0,0.0,0.0,3.437,350.0,2022-10-01,2022,10,1
AGRX11,4T2023,7.845,-980.0,0.0,0.0,7.715,1.11,2023-10-01,2023,10,1
AIEC11,1T2021,8.726,-555.0,0.0,9.221,-18.0,78.0,2021-01-01,2021,1,1
AIEC11,1T2022,9.794,-2.041,0.0,11.812,0.0,24.0,2022-01-01,2022,1,1
AIEC11,1T2023,11.667,-2.255,0.0,13.747,0.0,174.0,2023-01-01,2023,1,1
AIEC11,1T2024,12.35,-650.0,0.0,12.742,0.0,259.0,2024-01-01,2024,1,1
AIEC11,2T2022,10.746,-1.507,0.0,12.11,0.0,143.0,2022-04-01,2022,4,1
AIEC11,2T2023,12.978,-1.046,0.0,13.821,0.0,203.0,2023-04-01,2023,4,1
AIEC11,2T2024,11.972,-845.0,0.0,12.525,0.0,292.0,2024-04-01,2024,4,1
AIEC11,3T2021,10.337,-557.0,0.0,10.712,0.0,182.0,2021-07-01,2021,7,1
AIEC11,3T2023,12.4,-726.0,0.0,12.85,0.0,276.0,2023-07-01,2023,7,1
AIEC11,4T2022,-24.567,-940.0,0.0,-23.799,0.0,172.0,2022-10-01,2022,10,1
AIEC11,4T2023,-42.823,-2.458,0.0,-40.402,0.0,37.0,2023-10-01,2023,10,1
AJFI11,2T2024,-2.284,-842.0,0.0,-1.82,14.0,365.0,2024-04-01,2024,4,1
AJFI11,4T2023,4.066,-365.0,0.0,2.229,0.0,2.201,2023-10-01,2023,10,1
ALMI11,1T2017,3.928,-411.0,0.0,4.185,0.0,154.0,2017-01-01,2017,1,1
ALMI11,1T2018,-320.0,-578.0,0.0,218.0,0.0,40.0,2018-01-01,2018,1,1
ALMI11,1T2019,-52.0,-295.0,0.0,150.0,0.0,94.0,2019-01-01,2019,1,1
ALMI11,1T2020,178.0,-610.0,0.0,714.0,0.0,74.0,2020-01-01,2020,1,1
ALMI11,1T2021,8.193,-697.0,0.0,8.876,0.0,15.0,2021-01-01,2021,1,1
ALMI11,1T2022,-631.0,-631.0,0.0,-108.0,0.0,108.0,2022-01-01,2022,1,1
ALMI11,1T2023,518.0,-727.0,0.0,1.135,0.0,110.0,2023-01-01,2023,1,1
ALMI11,1T2024,958.0,-867.0,0.0,1.638,0.0,188.0,2024-01-01,2024,1,1
ALMI11,2T2017,3.702,-1.139,0.0,4.535,0.0,306.0,2017-04-01,2017,4,1
ALMI11,2T2018,2.195,678.0,0.0,1.504,0.0,12.0,2018-04-01,2018,4,1
ALMI11,2T2019,-119.0,-599.0,0.0,379.0,0.0,101.0,2019-04-01,2019,4,1
ALMI11,2T2020,-261.0,-566.0,0.0,252.0,0.0,53.0,2020-04-01,2020,4,1
ALMI11,2T2021,-69.0,-618.0,0.0,518.0,0.0,31.0,2021-04-01,2021,4,1
ALMI11,2T2022,246.0,-890.0,0.0,1.022,0.0,114.0,2022-04-01,2022,4,1
ALMI11,2T2023,587.0,-679.0,0.0,1.113,0.0,152.0,2023-04-01,2023,4,1
ALMI11,2T2024,1.044,-592.0,0.0,1.379,0.0,257.0,2024-04-01,2024,4,1
ALMI11,3T2017,-392.0,-526.0,0.0,15.0,0.0,118.0,2017-07-01,2017,7,1
ALMI11,3T2018,-122.0,-601.0,0.0,472.0,0.0,7.0,2018-07-01,2018,7,1
ALMI11,3T2019,-229.0,-655.0,0.0,328.0,0.0,99.0,2019-07-01,2019,7,1
ALMI11,3T2020,1.196,-558.0,0.0,1.729,0.0,25.0,2020-07-01,2020,7,1
ALMI11,3T2021,-411.0,-628.0,0.0,158.0,0.0,59.0,2021-07-01,2021,7,1
ALMI11,3T2022,434.0,-609.0,0.0,952.0,0.0,92.0,2022-07-01,2022,7,1
ALMI11,3T2023,889.0,-689.0,0.0,1.421,0.0,157.0,2023-07-01,2023,7,1
ALMI11,4T2017,6.89,-569.0,0.0,7.354,0.0,105.0,2017-10-01,2017,10,1
ALMI11,4T2018,-31.108,-507.0,0.0,-30.663,0.0,62.0,2018-10-01,2018,10,1
ALMI11,4T2019,30.138,-620.0,0.0,30.675,0.0,83.0,2019-10-01,2019,10,1
ALMI11,4T2020,1.526,-698.0,0.0,2.197,0.0,27.0,2020-10-01,2020,10,1
ALMI11,4T2021,21.355,-640.0,0.0,21.926,0.0,69.0,2021-10-01,2021,10,1
ALMI11,4T2022,-25.93,-695.0,0.0,-25.325,0.0,90.0,2022-10-01,2022,10,1
ALMI11,4T2023,13.151,-1.057,0.0,14.024,0.0,185.0,2023-10-01,2023,10,1
ALZR11,1T2018,1.589,-319.0,0.0,1.453,0.0,455.0,2018-01-01,2018,1,1
ALZR11,1T2019,1.972,-299.0,0.0,2.248,0.0,22.0,2019-01-01,2019,1,1
ALZR11,1T2020,5.082,-501.0,0.0,5.281,0.0,302.0,2020-01-01,2020,1,1
ALZR11,1T2021,7.39,-1.565,0.0,8.138,666.0,150.0,2021-01-01,2021,1,1
ALZR11,1T2022,13.153,-1.755,0.0,11.747,2.345,816.0,2022-01-01,2022,1,1
ALZR11,1T2023,10.565,-2.401,0.0,7.515,4.036,1.415,2023-01-01,2023,1,1
ALZR11,1T2024,21.406,-3.069,0.0,13.879,6.4,4.196,2024-01-01,2024,1,1
ALZR11,2T2018,3.899,-314.0,0.0,4.19,0.0,22.0,2018-04-01,2018,4,1
ALZR11,2T2019,6.732,-315.0,0.0,6.19,0.0,856.0,2019-04-01,2019,4,1
ALZR11,2T2020,13.842,-469.0,0.0,14.067,0.0,243.0,2020-04-01,2020,4,1
ALZR11,2T2021,29.319,-1.806,0.0,30.264,792.0,69.0,2021-04-01,2021,4,1
ALZR11,2T2022,-7.596,-1.972,0.0,-7.546,1.267,655.0,2022-04-01,2022,4,1
ALZR11,2T2024,28.254,-3.469,0.0,21.356,5.302,5.064,2024-04-01,2024,4,1
ALZR11,3T2018,1.925,-297.0,0.0,2.196,0.0,26.0,2018-07-01,2018,7,1
ALZR11,3T2019,3.948,-486.0,0.0,2.738,0.0,1.696,2019-07-01,2019,7,1
ALZR11,3T2020,4.824,-573.0,0.0,5.076,0.0,321.0,2020-07-01,2020,7,1
ALZR11,3T2021,10.745,-1.895,0.0,11.047,823.0,771.0,2021-07-01,2021,7,1
ALZR11,3T2022,46.188,-1.999,0.0,42.754,3.033,2.4,2022-07-01,2022,7,1
ALZR11,3T2023,20.493,-3.119,0.0,14.029,1.5,8.083,2023-07-01,2023,7,1
ALZR11,4T2018,1.943,-273.0,0.0,2.196,0.0,20.0,2018-10-01,2018,10,1
ALZR11,4T2019,4.867,-476.0,0.0,4.552,0.0,791.0,2019-10-01,2019,10,1
ALZR11,4T2020,5.127,-624.0,0.0,5.102,0.0,648.0,2020-10-01,2020,10,1
ALZR11,4T2021,11.758,-2.709,0.0,11.126,1.888,1.453,2021-10-01,2021,10,1
ALZR11,4T2022,15.195,-2.135,0.0,10.308,2.387,4.634,2022-10-01,2022,10,1
ALZR11,4T2023,18.958,-3.109,0.0,10.031,6.506,5.53,2023-10-01,2023,10,1
APTO11,1T2022,1.162,-437.0,0.0,331.0,1.066,203.0,2022-01-01,2022,1,1
APTO11,1T2024,583.0,-536.0,0.0,-145.0,1.193,71.0,2024-01-01,2024,1,1
APTO11,2T2023,3.244,-625.0,0.0,2.345,1.399,124.0,2023-04-01,2023,4,1
APTO11,2T2024,1.005,-555.0,0.0,341.0,1.121,98.0,2024-04-01,2024,4,1
APTO11,3T2021,-120.0,-128.0,0.0,-19.0,0.0,28.0,2021-07-01,2021,7,1
APTO11,3T2023,638.0,-579.0,0.0,328.0,743.0,145.0,2023-07-01,2023,7,1
APTO11,4T2021,-44.0,-633.0,0.0,48.0,349.0,193.0,2021-10-01,2021,10,1
APTO11,4T2023,1.09,-493.0,0.0,570.0,802.0,211.0,2023-10-01,2023,10,1
AROA11,1T2023,-397.0,-1.215,0.0,599.0,0.0,219.0,2023-01-01,2023,1,1
AROA11,1T2024,2.723,-348.0,0.0,3.03,0.0,41.0,2024-01-01,2024,1,1
AROA11,2T2022,0.0,0.0,0.0,0.0,0.0,0.0,2022-04-01,2022,4,1
AROA11,2T2023,1.94,19.0,0.0,1.859,0.0,62.0,2023-04-01,2023,4,1
AROA11,2T2024,4.208,-295.0,0.0,4.46,0.0,43.0,2024-04-01,2024,4,1
AROA11,3T2022,0.0,0.0,0.0,0.0,0.0,0.0,2022-07-01,2022,7,1
AROA11,3T2023,2.236,-349.0,0.0,2.543,0.0,41.0,2023-07-01,2023,7,1
AROA11,4T2022,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-01,2022,10,1
AROA11,4T2023,3.832,415.0,0.0,3.374,0.0,43.0,2023-10-01,2023,10,1
ARRI11,1T2020,-842.0,-289.0,0.0,0.0,-790.0,237.0,2020-01-01,2020,1,1
ARRI11,1T2021,1.769,-202.0,0.0,0.0,1.972,-2.0,2021-01-01,2021,1,1
ARRI11,1T2022,4.844,-437.0,0.0,0.0,5.232,49.0,2022-01-01,2022,1,1
ARRI11,1T2023,4.411,-718.0,0.0,0.0,4.872,257.0,2023-01-01,2023,1,1
ARRI11,1T2024,2.284,-283.0,0.0,0.0,2.51,58.0,2024-01-01,2024,1,1
ARRI11,2T2020,1.121,-231.0,0.0,0.0,1.28,71.0,2020-04-01,2020,4,1
ARRI11,2T2021,1.219,-612.0,0.0,0.0,1.792,39.0,2021-04-01,2021,4,1
ARRI11,2T2024,2.235,-393.0,0.0,0.0,2.41,219.0,2024-04-01,2024,4,1
ARRI11,3T2020,276.0,-190.0,0.0,0.0,437.0,30.0,2020-07-01,2020,7,1
ARRI11,3T2021,1.204,-1.259,0.0,0.0,2.247,216.0,2021-07-01,2021,7,1
ARRI11,3T2022,2.959,-630.0,0.0,0.0,3.439,150.0,2022-07-01,2022,7,1
ARRI11,3T2023,3.069,-699.0,0.0,0.0,3.682,86.0,2023-07-01,2023,7,1
ARRI11,4T2020,2.011,-199.0,0.0,0.0,2.198,12.0,2020-10-01,2020,10,1
ARRI11,4T2021,3.613,514.0,0.0,0.0,2.716,383.0,2021-10-01,2021,10,1
ARRI11,4T2023,3.069,-699.0,0.0,0.0,3.682,86.0,2023-10-01,2023,10,1
ASMT11,1T2022,864.0,-364.0,0.0,532.0,446.0,251.0,2022-01-01,2022,1,1
ASMT11,1T2023,-467.0,-425.0,0.0,432.0,-558.0,83.0,2023-01-01,2023,1,1
ASMT11,1T2024,137.0,-399.0,0.0,767.0,-242.0,11.0,2024-01-01,2024,1,1
ASMT11,2T2022,-333.0,-405.0,0.0,-729.0,584.0,217.0,2022-04-01,2022,4,1
ASMT11,2T2023,629.0,-444.0,0.0,386.0,634.0,53.0,2023-04-01,2023,4,1
ASMT11,2T2024,366.0,-410.0,0.0,910.0,-172.0,37.0,2024-04-01,2024,4,1
ASMT11,3T2022,1.278,-439.0,0.0,1.128,372.0,218.0,2022-07-01,2022,7,1
ASMT11,3T2023,366.0,-388.0,0.0,1.084,-386.0,56.0,2023-07-01,2023,7,1
ASMT11,4T2022,-2.059,-449.0,0.0,-5.134,3.408,116.0,2022-10-01,2022,10,1
ASMT11,4T2023,7.593,-395.0,0.0,8.73,-740.0,-2.0,2023-10-01,2023,10,1
ATSA11,1T2018,742.0,-276.0,0.0,994.0,0.0,24.0,2018-01-01,2018,1,1
ATSA11,1T2019,1.791,-259.0,0.0,2.03,0.0,20.0,2019-01-01,2019,1,1
ATSA11,1T2020,86.0,-336.0,0.0,413.0,8.0,0.0,2020-01-01,2020,1,1
ATSA11,1T2021,-370.0,-272.0,0.0,-108.0,0.0,10.0,2021-01-01,2021,1,1
ATSA11,1T2022,799.0,-159.0,0.0,921.0,0.0,37.0,2022-01-01,2022,1,1
ATSA11,1T2023,419.0,-191.0,0.0,541.0,0.0,69.0,2023-01-01,2023,1,1
ATSA11,1T2024,93.0,-152.0,0.0,219.0,0.0,26.0,2024-01-01,2024,1,1
ATSA11,2T2018,748.0,-296.0,0.0,1.02,0.0,24.0,2018-04-01,2018,4,1
ATSA11,2T2019,1.554,-260.0,0.0,1.788,0.0,26.0,2019-04-01,2019,4,1
ATSA11,2T2020,-750.0,-297.0,0.0,-457.0,0.0,5.0,2020-04-01,2020,4,1
ATSA11,2T2021,-1.001,-277.0,0.0,-738.0,0.0,13.0,2021-04-01,2021,4,1
ATSA11,2T2022,1.107,-133.0,0.0,1.192,0.0,48.0,2022-04-01,2022,4,1
ATSA11,2T2023,15.0,-191.0,0.0,148.0,0.0,58.0,2023-04-01,2023,4,1
ATSA11,2T2024,1.47,-158.0,0.0,1.606,0.0,22.0,2024-04-01,2024,4,1
ATSA11,3T2018,755.0,-260.0,0.0,991.0,0.0,25.0,2018-07-01,2018,7,1
ATSA11,3T2019,2.111,-274.0,0.0,2.362,0.0,23.0,2019-07-01,2019,7,1
ATSA11,3T2020,-285.0,-288.0,0.0,2.0,0.0,1.0,2020-07-01,2020,7,1
ATSA11,3T2021,443.0,-272.0,0.0,698.0,0.0,17.0,2021-07-01,2021,7,1
ATSA11,3T2022,1.198,-150.0,0.0,1.273,0.0,75.0,2022-07-01,2022,7,1
ATSA11,3T2023,207.0,-173.0,0.0,328.0,0.0,52.0,2023-07-01,2023,7,1
ATSA11,4T2018,-29.087,-279.0,0.0,-28.833,0.0,26.0,2018-10-01,2018,10,1
ATSA11,4T2019,7.055,-336.0,0.0,7.378,0.0,13.0,2019-10-01,2019,10,1
ATSA11,4T2020,-19.802,-270.0,0.0,-19.533,0.0,2.0,2020-10-01,2020,10,1
ATSA11,4T2021,-17.506,-324.0,0.0,-17.205,0.0,23.0,2021-10-01,2021,10,1
ATSA11,4T2023,-10.198,-152.0,0.0,-10.087,0.0,41.0,2023-10-01,2023,10,1
BARI11,1T2019,366.0,-74.0,0.0,0.0,419.0,22.0,2019-01-01,2019,1,1
BARI11,1T2020,-508.0,-1.517,0.0,0.0,451.0,558.0,2020-01-01,2020,1,1
BARI11,1T2021,13.166,-3.714,0.0,0.0,16.322,557.0,2021-01-01,2021,1,1
BARI11,1T2022,16.441,-2.306,0.0,0.0,18.093,654.0,2022-01-01,2022,1,1
BARI11,1T2023,16.228,-1.611,-8.0,0.0,17.25,597.0,2023-01-01,2023,1,1
BARI11,1T2024,220.0,-1.458,0.0,-8.0,1.013,673.0,2024-01-01,2024,1,1
BARI11,2T2019,2.774,-416.0,0.0,0.0,3.118,72.0,2019-04-01,2019,4,1
BARI11,2T2021,15.236,-3.986,0.0,0.0,18.334,888.0,2021-04-01,2021,4,1
BARI11,2T2022,22.27,-3.644,-15.0,0.0,23.849,2.079,2022-04-01,2022,4,1
BARI11,2T2023,17.217,-1.585,-6.0,0.0,18.39,418.0,2023-04-01,2023,4,1
BARI11,2T2024,1.624,-1.435,0.0,-10.0,2.42,649.0,2024-04-01,2024,4,1
BARI11,3T2019,2.405,-534.0,0.0,0.0,2.854,84.0,2019-07-01,2019,7,1
BARI11,3T2020,6.843,-2.056,0.0,0.0,8.822,77.0,2020-07-01,2020,7,1
BARI11,3T2021,18.075,-3.862,0.0,0.0,21.283,654.0,2021-07-01,2021,7,1
BARI11,3T2022,8.609,-1.874,-8.0,0.0,9.463,1.028,2022-07-01,2022,7,1
BARI11,3T2023,3.059,-1.532,-7.0,0.0,4.08,517.0,2023-07-01,2023,7,1
BARI11,4T2019,4.521,-948.0,0.0,0.0,4.743,726.0,2019-10-01,2019,10,1
BARI11,4T2022,-12.91,-1.731,-6.0,0.0,-11.84,667.0,2022-10-01,2022,10,1
BARI11,4T2023,10.709,-1.479,0.0,25.0,11.57,593.0,2023-10-01,2023,10,1
BBFO11,1T2022,-3.81,-484.0,0.0,0.0,-3.402,76.0,2022-01-01,2022,1,1
BBFO11,1T2023,-16.648,-453.0,0.0,0.0,-16.26,65.0,2023-01-01,2023,1,1
BBFO11,1T2024,9.302,-486.0,0.0,0.0,9.743,44.0,2024-01-01,2024,1,1
BBFO11,2T2022,-645.0,-974.0,0.0,0.0,139.0,190.0,2022-04-01,2022,4,1
BBFO11,2T2023,18.858,-935.0,0.0,0.0,19.651,142.0,2023-04-01,2023,4,1
BBFO11,2T2024,3.909,-1.009,0.0,0.0,4.852,66.0,2024-04-01,2024,4,1
BBFO11,3T2021,-1.449,-514.0,0.0,0.0,-974.0,39.0,2021-07-01,2021,7,1
BBFO11,3T2023,12.073,-533.0,0.0,0.0,12.539,67.0,2023-07-01,2023,7,1
BBFO11,4T2021,12.456,515.0,0.0,0.0,11.858,83.0,2021-10-01,2021,10,1
BBFO11,4T2022,8.665,-1.031,0.0,0.0,17.383,-7.686,2022-10-01,2022,10,1
BBFO11,4T2023,19.41,-1.023,0.0,0.0,20.323,110.0,2023-10-01,2023,10,1
BBGO11,1T2022,9.709,-1.815,0.0,0.0,7.273,4.251,2022-01-01,2022,1,1
BBGO11,1T2023,15.794,-981.0,0.0,0.0,16.4,374.0,2023-01-01,2023,1,1
BBGO11,1T2024,10.472,-896.0,0.0,0.0,11.179,189.0,2024-01-01,2024,1,1
BBGO11,2T2022,24.544,-3.054,0.0,0.0,22.481,5.116,2022-04-01,2022,4,1
BBGO11,2T2023,30.081,-1.977,0.0,0.0,31.383,675.0,2023-04-01,2023,4,1
BBGO11,2T2024,20.286,-2.049,0.0,0.0,21.559,776.0,2024-04-01,2024,4,1
BBGO11,3T2022,5.441,-1.133,0.0,0.0,5.794,781.0,2022-07-01,2022,7,1
BBGO11,3T2023,10.364,-1.048,0.0,0.0,11.072,340.0,2023-07-01,2023,7,1
BBGO11,4T2022,13.242,-2.146,0.0,0.0,14.143,1.245,2022-10-01,2022,10,1
BBGO11,4T2023,20.711,-2.009,0.0,0.0,22.231,489.0,2023-10-01,2023,10,1
BBRC11,1T2017,4.175,-332.0,0.0,4.403,0.0,105.0,2017-01-01,2017,1,1
BBRC11,1T2018,2.919,-276.0,0.0,3.134,0.0,61.0,2018-01-01,2018,1,1
BBRC11,1T2019,4.654,-268.0,0.0,4.897,0.0,25.0,2019-01-01,2019,1,1
BBRC11,1T2020,4.778,-346.0,0.0,5.106,0.0,19.0,2020-01-01,2020,1,1
BBRC11,1T2021,3.891,-758.0,0.0,4.649,0.0,0.0,2021-01-01,2021,1,1
BBRC11,1T2022,5.17,-410.0,0.0,5.445,0.0,136.0,2022-01-01,2022,1,1
BBRC11,1T2023,5.269,-470.0,0.0,5.556,0.0,183.0,2023-01-01,2023,1,1
BBRC11,1T2024,5.42,-441.0,0.0,5.695,0.0,166.0,2024-01-01,2024,1,1
BBRC11,2T2017,4.235,-302.0,0.0,4.448,0.0,89.0,2017-04-01,2017,4,1
BBRC11,2T2018,4.329,-348.0,0.0,4.646,0.0,31.0,2018-04-01,2018,4,1
BBRC11,2T2019,6.252,-301.0,0.0,6.529,0.0,23.0,2019-04-01,2019,4,1
BBRC11,2T2020,4.357,-746.0,0.0,5.089,0.0,14.0,2020-04-01,2020,4,1
BBRC11,2T2021,4.822,-376.0,0.0,5.163,0.0,34.0,2021-04-01,2021,4,1
BBRC11,2T2022,4.276,-517.0,0.0,4.625,0.0,168.0,2022-04-01,2022,4,1
BBRC11,2T2023,5.322,-554.0,0.0,5.689,0.0,187.0,2023-04-01,2023,4,1
BBRC11,2T2024,5.523,-365.0,0.0,5.724,0.0,164.0,2024-04-01,2024,4,1
BBRC11,3T2017,4.265,-288.0,0.0,4.471,0.0,81.0,2017-07-01,2017,7,1
BBRC11,3T2018,4.535,-335.0,0.0,4.837,0.0,33.0,2018-07-01,2018,7,1
BBRC11,3T2019,4.61,-361.0,0.0,4.947,0.0,24.0,2019-07-01,2019,7,1
BBRC11,3T2020,4.142,-434.0,0.0,4.569,0.0,7.0,2020-07-01,2020,7,1
BBRC11,3T2021,4.891,-418.0,0.0,5.244,0.0,64.0,2021-07-01,2021,7,1
BBRC11,3T2022,4.756,-470.0,0.0,5.044,0.0,182.0,2022-07-01,2022,7,1
BBRC11,3T2023,3.783,-454.0,0.0,4.045,0.0,192.0,2023-07-01,2023,7,1
BBRC11,4T2017,2.919,-276.0,0.0,3.134,0.0,61.0,2017-10-01,2017,10,1
BBRC11,4T2018,10.251,-1.012,0.0,11.166,0.0,97.0,2018-10-01,2018,10,1
BBRC11,4T2019,15.938,-387.0,0.0,16.303,0.0,22.0,2019-10-01,2019,10,1
BBRC11,4T2020,9.388,-226.0,0.0,9.606,0.0,8.0,2020-10-01,2020,10,1
BBRC11,4T2021,-5.189,6.0,0.0,-5.304,0.0,109.0,2021-10-01,2021,10,1
BBRC11,4T2022,6.081,-642.0,0.0,6.545,0.0,178.0,2022-10-01,2022,10,1
BBRC11,4T2023,-1.92,-493.0,0.0,-1.609,0.0,183.0,2023-10-01,2023,10,1
BCFF11,1T2017,33.033,-1.431,0.0,0.0,34.191,273.0,2017-01-01,2017,1,1
BCFF11,1T2018,27.309,-1.849,0.0,0.0,28.845,312.0,2018-01-01,2018,1,1
BCFF11,1T2019,43.277,-2.468,0.0,0.0,44.234,1.51,2019-01-01,2019,1,1
BCFF11,1T2020,-262.93,-5.67,0.0,0.0,-258.905,1.646,2020-01-01,2020,1,1
BCFF11,1T2021,-6.123,-6.374,0.0,0.0,-118.0,369.0,2021-01-01,2021,1,1
BCFF11,1T2022,24.281,-6.697,0.0,0.0,29.728,1.25,2022-01-01,2022,1,1
BCFF11,1T2023,-31.354,-6.286,0.0,0.0,-28.755,3.687,2023-01-01,2023,1,1
BCFF11,1T2024,1.317,-6.722,0.0,0.0,6.496,1.543,2024-01-01,2024,1,1
BCFF11,2T2017,37.957,-3.055,0.0,0.0,39.605,1.407,2017-04-01,2017,4,1
BCFF11,2T2018,-41.826,-1.924,0.0,0.0,-40.114,212.0,2018-04-01,2018,4,1
BCFF11,2T2019,27.205,-2.868,0.0,0.0,28.96,1.113,2019-04-01,2019,4,1
BCFF11,2T2021,1.429,-7.026,0.0,0.0,6.668,1.787,2021-04-01,2021,4,1
BCFF11,2T2022,9.887,-6.68,0.0,0.0,13.739,2.829,2022-04-01,2022,4,1
BCFF11,2T2024,-14.761,-6.674,0.0,0.0,-9.615,1.528,2024-04-01,2024,4,1
BCFF11,3T2017,20.076,-2.298,0.0,0.0,21.683,692.0,2017-07-01,2017,7,1
BCFF11,3T2018,4.705,-1.691,0.0,0.0,6.19,206.0,2018-07-01,2018,7,1
