Ticker,Trimestre,Lucro líquido,Outras desp/receitas,Res. imóveis estoque,Res. imóveis renda,Resultado TVM,Resultado financeiro,Data,Ano,Mes,Dia
IBCR11,3T2021,3.901,-256.0,0.0,0.0,4.038,120.0,2021-07-01,2021,7,1
IBCR11,3T2022,2.797,-298.0,0.0,0.0,2.944,151.0,2022-07-01,2022,7,1
IBCR11,3T2023,2.009,-298.0,0.0,0.0,2.282,25.0,2023-07-01,2023,7,1
IBCR11,4T2021,3.43,-602.0,0.0,0.0,3.892,140.0,2021-10-01,2021,10,1
IBCR11,4T2022,25.0,-352.0,0.0,0.0,194.0,184.0,2022-10-01,2022,10,1
IBCR11,4T2023,3.042,-300.0,0.0,0.0,3.222,120.0,2023-10-01,2023,10,1
IDFI11,1T2022,3.913,-6.899,10.812,0.0,0.0,0.0,2022-01-01,2022,1,1
IDFI11,1T2023,2.345,-138.0,2.081,0.0,0.0,402.0,2023-01-01,2023,1,1
IDFI11,1T2024,620.0,-78.0,-932.0,0.0,0.0,1.631,2024-01-01,2024,1,1
IDFI11,2T2021,18.0,18.0,0.0,0.0,0.0,0.0,2021-04-01,2021,4,1
IDFI11,2T2022,15.448,-146.0,14.726,0.0,0.0,868.0,2022-04-01,2022,4,1
IDFI11,2T2024,-4.121,-68.0,-3.809,0.0,0.0,-244.0,2024-04-01,2024,4,1
IDFI11,3T2021,24.0,24.0,0.0,0.0,0.0,0.0,2021-07-01,2021,7,1
IDFI11,3T2022,6.852,-130.0,6.641,0.0,0.0,342.0,2022-07-01,2022,7,1
IDFI11,3T2023,2.19,-97.0,2.263,0.0,0.0,24.0,2023-07-01,2023,7,1
IDFI11,4T2021,8.242,-130.0,8.228,0.0,0.0,145.0,2021-10-01,2021,10,1
IDFI11,4T2023,11.428,-34.0,12.115,0.0,0.0,-653.0,2023-10-01,2023,10,1
IRDM11,1T2018,242.0,-107.0,0.0,0.0,77.0,272.0,2018-01-01,2018,1,1
IRDM11,1T2019,3.425,-384.0,0.0,0.0,3.717,92.0,2019-01-01,2019,1,1
IRDM11,1T2020,-27.462,-2.144,0.0,0.0,-25.834,515.0,2020-01-01,2020,1,1
IRDM11,1T2021,80.474,-6.454,0.0,0.0,86.311,617.0,2021-01-01,2021,1,1
IRDM11,1T2022,91.466,-9.713,0.0,0.0,97.779,3.4,2022-01-01,2022,1,1
IRDM11,1T2023,-17.529,-8.957,0.0,0.0,-11.752,3.181,2023-01-01,2023,1,1
IRDM11,1T2024,57.214,-7.814,0.0,0.0,62.319,2.709,2024-01-01,2024,1,1
IRDM11,2T2018,1.209,-386.0,0.0,0.0,1.219,376.0,2018-04-01,2018,4,1
IRDM11,2T2019,11.893,-570.0,0.0,0.0,12.327,136.0,2019-04-01,2019,4,1
IRDM11,2T2020,48.184,-2.323,0.0,0.0,50.328,180.0,2020-04-01,2020,4,1
IRDM11,2T2021,4.727,-7.999,0.0,0.0,10.362,2.364,2021-04-01,2021,4,1
IRDM11,2T2023,100.414,-8.504,0.0,0.0,104.432,4.485,2023-04-01,2023,4,1
IRDM11,2T2024,5.11,-7.548,0.0,0.0,10.111,2.547,2024-04-01,2024,4,1
IRDM11,3T2018,3.075,-338.0,0.0,0.0,3.356,57.0,2018-07-01,2018,7,1
IRDM11,3T2019,11.286,-878.0,0.0,0.0,11.833,330.0,2019-07-01,2019,7,1
IRDM11,3T2020,43.466,-3.377,0.0,0.0,46.775,69.0,2020-07-01,2020,7,1
IRDM11,3T2021,64.996,-8.379,0.0,0.0,71.235,2.141,2021-07-01,2021,7,1
IRDM11,3T2022,67.55,-9.676,0.0,0.0,72.181,5.045,2022-07-01,2022,7,1
IRDM11,3T2023,-11.352,-8.46,0.0,0.0,-5.158,2.266,2023-07-01,2023,7,1
IRDM11,4T2018,3.429,-350.0,0.0,0.0,3.704,76.0,2018-10-01,2018,10,1
IRDM11,4T2019,16.69,-1.497,0.0,0.0,17.865,322.0,2019-10-01,2019,10,1
IRDM11,4T2020,76.743,-4.387,0.0,0.0,80.678,452.0,2020-10-01,2020,10,1
IRDM11,4T2021,133.528,-8.543,0.0,0.0,139.603,2.468,2021-10-01,2021,10,1
IRDM11,4T2022,22.777,-9.747,0.0,0.0,27.863,4.662,2022-10-01,2022,10,1
IRDM11,4T2023,96.43,-8.02,0.0,0.0,100.815,3.635,2023-10-01,2023,10,1
IRIM11,1T2022,4.113,-181.0,0.0,0.0,4.212,82.0,2022-01-01,2022,1,1
IRIM11,1T2023,1.236,-466.0,0.0,0.0,1.516,186.0,2023-01-01,2023,1,1
IRIM11,1T2024,1.561,-480.0,0.0,0.0,1.843,198.0,2024-01-01,2024,1,1
IRIM11,2T2021,2.646,-71.0,0.0,0.0,2.602,115.0,2021-04-01,2021,4,1
IRIM11,2T2022,3.963,-359.0,0.0,0.0,3.925,397.0,2022-04-01,2022,4,1
IRIM11,2T2023,8.131,-501.0,0.0,0.0,8.387,245.0,2023-04-01,2023,4,1
IRIM11,2T2024,-601.0,-438.0,0.0,0.0,-368.0,205.0,2024-04-01,2024,4,1
IRIM11,3T2021,2.38,-121.0,0.0,0.0,2.383,118.0,2021-07-01,2021,7,1
IRIM11,3T2022,6.046,-509.0,0.0,0.0,6.311,244.0,2022-07-01,2022,7,1
IRIM11,3T2023,-2.049,-500.0,0.0,0.0,-1.546,-3.0,2023-07-01,2023,7,1
IRIM11,4T2021,7.14,-183.0,0.0,0.0,7.328,-5.0,2021-10-01,2021,10,1
IRIM11,4T2022,3.274,-518.0,0.0,0.0,3.68,112.0,2022-10-01,2022,10,1
IRIM11,4T2023,2.58,-528.0,0.0,0.0,2.909,199.0,2023-10-01,2023,10,1
ITIP11,1T2021,-53.0,-82.0,0.0,0.0,18.0,11.0,2021-01-01,2021,1,1
ITIP11,1T2022,963.0,-79.0,0.0,0.0,1.029,13.0,2022-01-01,2022,1,1
ITIP11,1T2023,-2.153,-106.0,0.0,0.0,-2.071,23.0,2023-01-01,2023,1,1
ITIP11,1T2024,1.759,-108.0,0.0,0.0,1.85,17.0,2024-01-01,2024,1,1
ITIP11,2T2021,-1.308,-157.0,0.0,0.0,-1.169,18.0,2021-04-01,2021,4,1
ITIP11,2T2022,2.579,-187.0,0.0,0.0,2.731,35.0,2022-04-01,2022,4,1
ITIP11,2T2023,2.433,-232.0,0.0,0.0,2.62,45.0,2023-04-01,2023,4,1
ITIP11,2T2024,1.759,-108.0,0.0,0.0,1.85,17.0,2024-04-01,2024,4,1
ITIP11,3T2021,582.0,-61.0,0.0,0.0,640.0,4.0,2021-07-01,2021,7,1
ITIP11,3T2022,-426.0,-114.0,0.0,0.0,-341.0,28.0,2022-07-01,2022,7,1
ITIP11,3T2023,10.0,-102.0,0.0,0.0,92.0,20.0,2023-07-01,2023,7,1
ITIP11,4T2021,3.044,-128.0,0.0,0.0,3.163,9.0,2021-10-01,2021,10,1
ITIP11,4T2022,-1.327,-220.0,0.0,0.0,-1.155,48.0,2022-10-01,2022,10,1
ITIP11,4T2023,1.97,-203.0,0.0,0.0,2.137,36.0,2023-10-01,2023,10,1
ITIT11,1T2021,-3.399,-95.0,0.0,0.0,-3.307,3.0,2021-01-01,2021,1,1
ITIT11,1T2022,-1.924,-83.0,0.0,0.0,-1.857,15.0,2022-01-01,2022,1,1
ITIT11,1T2023,-2.722,-112.0,0.0,0.0,-2.615,6.0,2023-01-01,2023,1,1
ITIT11,1T2024,1.813,-123.0,0.0,0.0,1.91,27.0,2024-01-01,2024,1,1
ITIT11,2T2021,-6.81,-180.0,0.0,-0.0,-6.639,9.0,2021-04-01,2021,4,1
ITIT11,2T2022,-2.767,-188.0,0.0,0.0,-2.611,33.0,2022-04-01,2022,4,1
ITIT11,2T2023,10.011,-250.0,0.0,0.0,10.251,10.0,2023-04-01,2023,4,1
ITIT11,2T2024,-1.056,-263.0,0.0,0.0,-834.0,41.0,2024-04-01,2024,4,1
ITIT11,3T2021,-1.788,-67.0,0.0,0.0,-1.734,13.0,2021-07-01,2021,7,1
ITIT11,3T2022,9.868,-119.0,0.0,0.0,9.971,16.0,2022-07-01,2022,7,1
ITIT11,3T2023,2.158,-118.0,0.0,0.0,2.269,6.0,2023-07-01,2023,7,1
ITIT11,4T2021,568.0,-138.0,0.0,0.0,674.0,32.0,2021-10-01,2021,10,1
ITIT11,4T2022,5.005,-236.0,0.0,0.0,5.213,29.0,2022-10-01,2022,10,1
ITIT11,4T2023,3.837,-234.0,0.0,0.0,4.047,24.0,2023-10-01,2023,10,1
JFLL11,1T2021,2.046,-123.0,0.0,2.042,0.0,127.0,2021-01-01,2021,1,1
JFLL11,1T2022,3.873,-223.0,0.0,4.049,0.0,47.0,2022-01-01,2022,1,1
JFLL11,1T2024,2.594,-486.0,0.0,3.023,0.0,57.0,2024-01-01,2024,1,1
JFLL11,2T2021,4.844,-237.0,0.0,4.941,0.0,140.0,2021-04-01,2021,4,1
JFLL11,2T2024,5.216,-1.007,0.0,6.117,0.0,106.0,2024-04-01,2024,4,1
JFLL11,3T2021,2.861,-120.0,0.0,2.959,0.0,22.0,2021-07-01,2021,7,1
JFLL11,3T2022,2.974,-126.0,0.0,3.028,0.0,73.0,2022-07-01,2022,7,1
JFLL11,3T2023,2.775,-481.0,0.0,3.184,0.0,71.0,2023-07-01,2023,7,1
JFLL11,4T2022,6.666,-246.0,0.0,6.766,0.0,145.0,2022-10-01,2022,10,1
JFLL11,4T2023,10.467,-924.0,0.0,11.257,0.0,134.0,2023-10-01,2023,10,1
JGPX11,1T2022,3.199,-169.0,0.0,0.0,3.35,18.0,2022-01-01,2022,1,1
JGPX11,1T2024,7.005,-607.0,0.0,0.0,7.607,4.0,2024-01-01,2024,1,1
JGPX11,2T2023,2.54,-410.0,0.0,0.0,2.82,130.0,2023-04-01,2023,4,1
JGPX11,2T2024,6.498,-1.057,0.0,0.0,7.296,260.0,2024-04-01,2024,4,1
JGPX11,3T2023,4.336,-377.0,0.0,0.0,4.706,7.0,2023-07-01,2023,7,1
JGPX11,4T2021,843.0,-27.0,0.0,0.0,890.0,-20.0,2021-10-01,2021,10,1
JGPX11,4T2023,7.512,-611.0,0.0,0.0,8.115,8.0,2023-10-01,2023,10,1
JPPA11,1T2019,2.357,-107.0,0.0,0.0,2.423,41.0,2019-01-01,2019,1,1
JPPA11,1T2020,2.254,-982.0,0.0,0.0,3.178,58.0,2020-01-01,2020,1,1
JPPA11,1T2021,876.0,-227.0,0.0,0.0,1.089,14.0,2021-01-01,2021,1,1
JPPA11,1T2022,3.698,-215.0,0.0,0.0,3.888,25.0,2022-01-01,2022,1,1
JPPA11,1T2023,3.878,-299.0,0.0,0.0,3.943,234.0,2023-01-01,2023,1,1
JPPA11,1T2024,2.028,-267.0,0.0,0.0,2.218,77.0,2024-01-01,2024,1,1
JPPA11,2T2019,957.0,-133.0,0.0,0.0,1.018,73.0,2019-04-01,2019,4,1
JPPA11,2T2021,2.759,-687.0,0.0,0.0,3.405,41.0,2021-04-01,2021,4,1
JPPA11,2T2022,3.184,-245.0,0.0,0.0,3.27,160.0,2022-04-01,2022,4,1
JPPA11,2T2023,4.451,-212.0,0.0,0.0,4.477,186.0,2023-04-01,2023,4,1
JPPA11,2T2024,1.52,-295.0,0.0,0.0,1.792,24.0,2024-04-01,2024,4,1
JPPA11,3T2019,1.914,-298.0,0.0,0.0,1.88,331.0,2019-07-01,2019,7,1
JPPA11,3T2021,1.353,-219.0,0.0,0.0,1.533,38.0,2021-07-01,2021,7,1
JPPA11,3T2022,-1.007,-190.0,0.0,0.0,-855.0,38.0,2022-07-01,2022,7,1
JPPA11,3T2023,1.831,-289.0,0.0,0.0,1.972,148.0,2023-07-01,2023,7,1
JPPA11,4T2019,2.042,-256.0,0.0,0.0,1.972,325.0,2019-10-01,2019,10,1
JPPA11,4T2020,2.184,134.0,0.0,0.0,2.08,-30.0,2020-10-01,2020,10,1
JPPA11,4T2021,2.714,-210.0,0.0,0.0,2.9,23.0,2021-10-01,2021,10,1
JPPA11,4T2022,1.765,-238.0,0.0,0.0,1.883,120.0,2022-10-01,2022,10,1
JPPA11,4T2023,3.554,-267.0,0.0,0.0,3.757,64.0,2023-10-01,2023,10,1
JSAF11,1T2022,4.223,-720.0,0.0,0.0,3.719,1.224,2022-01-01,2022,1,1
JSAF11,1T2023,-1.396,-399.0,0.0,0.0,-1.088,90.0,2023-01-01,2023,1,1
JSAF11,1T2024,15.784,-3.336,0.0,0.0,17.204,1.917,2024-01-01,2024,1,1
JSAF11,2T2022,1.914,-384.0,0.0,0.0,1.869,428.0,2022-04-01,2022,4,1
JSAF11,2T2023,17.742,-1.766,0.0,0.0,19.425,83.0,2023-04-01,2023,4,1
JSAF11,2T2024,-5.914,-1.209,0.0,0.0,-8.353,3.648,2024-04-01,2024,4,1
JSAF11,3T2022,9.627,-1.261,0.0,0.0,10.567,321.0,2022-07-01,2022,7,1
JSAF11,3T2023,5.108,-843.0,0.0,0.0,5.872,79.0,2023-07-01,2023,7,1
JSAF11,4T2021,4.893,-1.327,0.0,0.0,5.248,972.0,2021-10-01,2021,10,1
JSAF11,4T2022,-3.773,82.0,0.0,0.0,-4.125,270.0,2022-10-01,2022,10,1
JSAF11,4T2023,7.547,-78.0,0.0,0.0,7.298,327.0,2023-10-01,2023,10,1
JSRE11,1T2017,31.867,-4.126,0.0,35.0,32.061,3.897,2017-01-01,2017,1,1
JSRE11,1T2018,27.746,-1.639,0.0,5.362,22.031,1.992,2018-01-01,2018,1,1
JSRE11,1T2019,17.949,-3.864,0.0,5.4,13.519,2.894,2019-01-01,2019,1,1
JSRE11,1T2020,-825.0,-912.0,0.0,16.186,-24.579,8.479,2020-01-01,2020,1,1
JSRE11,1T2021,31.091,-4.38,0.0,38.113,-3.59,948.0,2021-01-01,2021,1,1
JSRE11,1T2022,29.939,-5.075,0.0,30.31,4.551,153.0,2022-01-01,2022,1,1
JSRE11,1T2023,24.463,-3.975,0.0,31.572,-3.285,151.0,2023-01-01,2023,1,1
JSRE11,1T2024,32.582,-3.083,0.0,31.25,4.339,75.0,2024-01-01,2024,1,1
JSRE11,2T2017,40.351,-6.722,0.0,25.0,39.035,8.013,2017-04-01,2017,4,1
JSRE11,2T2018,-12.499,-2.42,0.0,5.282,-18.364,3.003,2018-04-01,2018,4,1
JSRE11,2T2019,34.943,-7.929,0.0,11.606,24.477,6.789,2019-04-01,2019,4,1
JSRE11,2T2020,33.15,-7.692,0.0,26.131,12.158,2.553,2020-04-01,2020,4,1
JSRE11,2T2021,26.75,-5.383,0.0,34.72,-2.78,193.0,2021-04-01,2021,4,1
JSRE11,2T2022,28.894,-4.031,0.0,31.991,783.0,151.0,2022-04-01,2022,4,1
JSRE11,2T2023,29.028,-5.93,0.0,26.561,8.132,264.0,2023-04-01,2023,4,1
JSRE11,2T2024,28.785,-4.485,0.0,32.673,516.0,81.0,2024-04-01,2024,4,1
JSRE11,3T2017,27.308,-3.835,0.0,37.0,25.717,5.39,2017-07-01,2017,7,1
JSRE11,3T2018,4.186,-2.744,0.0,5.262,-2.395,4.063,2018-07-01,2018,7,1
JSRE11,3T2019,12.186,-3.906,0.0,13.338,278.0,2.476,2019-07-01,2019,7,1
JSRE11,3T2020,36.603,-3.909,0.0,28.288,12.378,-153.0,2020-07-01,2020,7,1
JSRE11,3T2021,32.55,-3.881,0.0,32.251,3.623,556.0,2021-07-01,2021,7,1
JSRE11,3T2022,29.369,-5.152,0.0,31.891,2.51,120.0,2022-07-01,2022,7,1
JSRE11,3T2023,24.779,-4.66,0.0,28.696,516.0,228.0,2023-07-01,2023,7,1
JSRE11,4T2017,25.901,-6.945,0.0,-122.0,22.494,10.474,2017-10-01,2017,10,1
JSRE11,4T2018,46.037,-6.685,0.0,12.233,38.379,2.111,2018-10-01,2018,10,1
JSRE11,4T2019,131.118,-13.979,0.0,108.145,27.828,9.125,2019-10-01,2019,10,1
JSRE11,4T2020,61.872,-4.117,0.0,63.46,1.087,1.442,2020-10-01,2020,10,1
JSRE11,4T2022,18.061,-4.356,0.0,21.631,687.0,99.0,2022-10-01,2022,10,1
JSRE11,4T2023,-32.588,-6.026,0.0,-28.392,1.442,388.0,2023-10-01,2023,10,1
KCRE11,1T2022,1.748,-273.0,0.0,0.0,550.0,1.471,2022-01-01,2022,1,1
KCRE11,1T2023,11.881,-1.219,0.0,0.0,13.296,-197.0,2023-01-01,2023,1,1
KCRE11,1T2024,10.086,-1.189,0.0,0.0,11.363,-88.0,2024-01-01,2024,1,1
KCRE11,2T2022,13.442,-641.0,0.0,0.0,12.601,1.482,2022-04-01,2022,4,1
KCRE11,2T2023,13.337,-1.172,0.0,0.0,15.168,-659.0,2023-04-01,2023,4,1
KCRE11,2T2024,11.419,-1.211,0.0,0.0,13.137,-507.0,2024-04-01,2024,4,1
KCRE11,3T2022,11.215,-1.259,0.0,0.0,12.779,-305.0,2022-07-01,2022,7,1
KCRE11,3T2023,8.393,-1.232,0.0,0.0,10.088,-464.0,2023-07-01,2023,7,1
KCRE11,4T2022,3.2,-1.228,0.0,0.0,4.877,-449.0,2022-10-01,2022,10,1
KCRE11,4T2023,8.714,-1.144,0.0,0.0,10.408,-550.0,2023-10-01,2023,10,1
KFOF11,1T2019,5.009,-349.0,0.0,0.0,5.018,341.0,2019-01-01,2019,1,1
KFOF11,1T2020,-107.498,-1.153,0.0,0.0,-106.406,61.0,2020-01-01,2020,1,1
KFOF11,1T2022,5.171,-892.0,0.0,0.0,5.977,86.0,2022-01-01,2022,1,1
KFOF11,1T2023,-9.938,-915.0,0.0,0.0,-9.115,93.0,2023-01-01,2023,1,1
KFOF11,1T2024,8.737,-1.189,0.0,0.0,9.144,782.0,2024-01-01,2024,1,1
KFOF11,2T2019,6.24,-381.0,0.0,0.0,6.573,48.0,2019-04-01,2019,4,1
KFOF11,2T2020,40.625,-996.0,0.0,0.0,41.477,143.0,2020-04-01,2020,4,1
KFOF11,2T2021,-9.145,-1.11,0.0,0.0,-8.072,37.0,2021-04-01,2021,4,1
KFOF11,2T2022,-297.0,-933.0,0.0,0.0,509.0,127.0,2022-04-01,2022,4,1
KFOF11,2T2023,61.448,-962.0,0.0,0.0,62.285,125.0,2023-04-01,2023,4,1
KFOF11,2T2024,-9.426,-1.471,0.0,0.0,-9.08,1.125,2024-04-01,2024,4,1
KFOF11,3T2019,5.445,-459.0,0.0,0.0,5.793,111.0,2019-07-01,2019,7,1
KFOF11,3T2021,-15.293,-1.094,0.0,0.0,-14.266,67.0,2021-07-01,2021,7,1
KFOF11,3T2022,43.16,-1.007,0.0,0.0,43.962,206.0,2022-07-01,2022,7,1
KFOF11,3T2023,15.794,-1.177,0.0,0.0,16.384,587.0,2023-07-01,2023,7,1
KFOF11,4T2019,73.181,-729.0,0.0,0.0,73.466,445.0,2019-10-01,2019,10,1
KFOF11,4T2021,9.665,-922.0,0.0,0.0,10.349,239.0,2021-10-01,2021,10,1
KFOF11,4T2022,-32.643,-997.0,0.0,0.0,-31.796,149.0,2022-10-01,2022,10,1
KFOF11,4T2023,8.552,-1.127,0.0,0.0,9.32,360.0,2023-10-01,2023,10,1
KINP11,1T2018,115.0,-299.0,0.0,0.0,0.0,413.0,2018-01-01,2018,1,1
KINP11,1T2019,465.0,-292.0,730.0,0.0,0.0,28.0,2019-01-01,2019,1,1
KINP11,1T2020,542.0,-317.0,815.0,0.0,0.0,43.0,2020-01-01,2020,1,1
KINP11,1T2021,1.407,-300.0,1.69,0.0,0.0,17.0,2021-01-01,2021,1,1
KINP11,1T2022,7.011,-261.0,7.209,0.0,0.0,63.0,2022-01-01,2022,1,1
KINP11,1T2023,3.473,-164.0,3.551,0.0,-0.0,87.0,2023-01-01,2023,1,1
KINP11,2T2018,-105.0,-353.0,0.0,0.0,0.0,247.0,2018-04-01,2018,4,1
KINP11,2T2019,450.0,-334.0,741.0,0.0,0.0,43.0,2019-04-01,2019,4,1
KINP11,2T2020,331.0,-309.0,602.0,0.0,0.0,37.0,2020-04-01,2020,4,1
KINP11,2T2021,2.146,-304.0,2.427,0.0,0.0,23.0,2021-04-01,2021,4,1
KINP11,2T2022,5.645,-257.0,5.826,0.0,0.0,75.0,2022-04-01,2022,4,1
KINP11,3T2018,-220.0,-319.0,0.0,0.0,0.0,98.0,2018-07-01,2018,7,1
KINP11,3T2019,805.0,-341.0,1.113,0.0,0.0,34.0,2019-07-01,2019,7,1
KINP11,3T2020,1.148,-317.0,1.452,0.0,0.0,12.0,2020-07-01,2020,7,1
KINP11,3T2021,1.904,-296.0,2.159,0.0,0.0,41.0,2021-07-01,2021,7,1
KINP11,3T2022,4.362,-241.0,4.492,0.0,0.0,111.0,2022-07-01,2022,7,1
KINP11,4T2018,-307.0,-344.0,0.0,0.0,0.0,38.0,2018-10-01,2018,10,1
KINP11,4T2019,997.0,-335.0,1.287,0.0,0.0,45.0,2019-10-01,2019,10,1
KINP11,4T2020,1.555,-325.0,1.859,0.0,0.0,22.0,2020-10-01,2020,10,1
KINP11,4T2021,2.766,-278.0,2.992,0.0,0.0,52.0,2021-10-01,2021,10,1
KINP11,4T2022,4.131,-209.0,4.253,0.0,0.0,87.0,2022-10-01,2022,10,1
KISU11,1T2021,-1.21,-266.0,0.0,0.0,-946.0,2.0,2021-01-01,2021,1,1
KISU11,1T2022,-5.46,-680.0,0.0,0.0,-5.492,713.0,2022-01-01,2022,1,1
KISU11,1T2024,12.567,-879.0,0.0,0.0,13.167,278.0,2024-01-01,2024,1,1
KISU11,2T2021,-6.003,-586.0,0.0,0.0,-6.182,765.0,2021-04-01,2021,4,1
KISU11,2T2023,55.127,-581.0,0.0,0.0,55.491,217.0,2023-04-01,2023,4,1
KISU11,2T2024,-10.495,-734.0,0.0,0.0,-9.907,145.0,2024-04-01,2024,4,1
KISU11,3T2021,-8.486,-998.0,0.0,0.0,-8.358,869.0,2021-07-01,2021,7,1
KISU11,3T2022,34.25,-903.0,0.0,0.0,34.52,633.0,2022-07-01,2022,7,1
KISU11,3T2023,6.554,-1.072,0.0,0.0,7.277,349.0,2023-07-01,2023,7,1
KISU11,4T2022,-18.78,-601.0,0.0,0.0,-18.47,291.0,2022-10-01,2022,10,1
KIVO11,1T2022,1.344,-162.0,0.0,0.0,1.286,220.0,2022-01-01,2022,1,1
KIVO11,1T2023,4.52,-567.0,0.0,0.0,4.688,400.0,2023-01-01,2023,1,1
KIVO11,1T2024,2.879,-572.0,0.0,0.0,2.73,720.0,2024-01-01,2024,1,1
KIVO11,2T2022,1.697,-144.0,0.0,0.0,1.776,65.0,2022-04-01,2022,4,1
KIVO11,2T2023,4.52,-567.0,0.0,0.0,4.688,400.0,2023-04-01,2023,4,1
KIVO11,2T2024,5.067,-1.021,0.0,0.0,4.481,1.607,2024-04-01,2024,4,1
KIVO11,3T2022,2.504,-612.0,0.0,0.0,1.745,1.372,2022-07-01,2022,7,1
KIVO11,3T2023,3.08,-547.0,0.0,0.0,3.462,165.0,2023-07-01,2023,7,1
KIVO11,4T2022,2.97,-624.0,0.0,0.0,2.844,750.0,2022-10-01,2022,10,1
KIVO11,4T2023,3.228,-404.0,0.0,0.0,3.48,151.0,2023-10-01,2023,10,1
KNCA11,1T2022,17.849,-1.233,0.0,0.0,18.462,619.0,2022-01-01,2022,1,1
KNCA11,1T2023,53.055,-4.654,0.0,0.0,54.156,3.554,2023-01-01,2023,1,1
KNCA11,1T2024,74.119,-7.164,0.0,0.0,79.979,1.304,2024-01-01,2024,1,1
KNCA11,2T2022,21.967,-1.925,0.0,0.0,22.627,1.264,2022-04-01,2022,4,1
KNCA11,2T2023,56.119,-4.202,0.0,0.0,58.989,1.332,2023-04-01,2023,4,1
KNCA11,2T2024,69.115,-7.305,0.0,0.0,75.262,1.157,2024-04-01,2024,4,1
KNCA11,3T2022,33.928,-2.429,0.0,0.0,33.353,3.003,2022-07-01,2022,7,1
KNCA11,3T2023,67.607,-6.301,0.0,0.0,71.079,2.829,2023-07-01,2023,7,1
KNCA11,4T2022,35.862,-2.892,0.0,0.0,38.656,99.0,2022-10-01,2022,10,1
KNCA11,4T2023,67.967,-7.084,0.0,0.0,73.44,1.611,2023-10-01,2023,10,1
KNCR11,1T2017,74.475,-6.324,0.0,0.0,80.177,622.0,2017-01-01,2017,1,1
KNCR11,1T2018,59.87,-7.999,0.0,0.0,66.806,1.063,2018-01-01,2018,1,1
KNCR11,1T2019,63.005,-8.662,0.0,0.0,63.103,8.564,2019-01-01,2019,1,1
KNCR11,1T2020,30.064,-10.758,0.0,0.0,40.531,292.0,2020-01-01,2020,1,1
KNCR11,1T2021,41.859,-9.443,0.0,0.0,50.062,1.24,2021-01-01,2021,1,1
KNCR11,1T2022,105.681,-10.641,0.0,0.0,123.27,-6.947,2022-01-01,2022,1,1
KNCR11,1T2023,201.3,-15.468,0.0,0.0,224.192,-7.424,2023-01-01,2023,1,1
KNCR11,1T2024,170.069,-15.642,0.0,0.0,191.871,-6.16,2024-01-01,2024,1,1
KNCR11,2T2017,52.411,-6.154,0.0,0.0,49.618,8.947,2017-04-01,2017,4,1
KNCR11,2T2018,27.78,-8.238,0.0,0.0,35.55,468.0,2018-04-01,2018,4,1
KNCR11,2T2019,75.317,-9.939,0.0,0.0,82.923,2.333,2019-04-01,2019,4,1
KNCR11,2T2020,-133.035,-9.709,0.0,0.0,-123.664,338.0,2020-04-01,2020,4,1
KNCR11,2T2021,65.095,-9.812,0.0,0.0,72.635,2.272,2021-04-01,2021,4,1
KNCR11,2T2022,122.517,-10.45,0.0,0.0,129.737,3.229,2022-04-01,2022,4,1
KNCR11,2T2023,196.667,-14.639,0.0,0.0,221.905,-10.599,2023-04-01,2023,4,1
KNCR11,2T2024,163.662,-16.4,0.0,0.0,187.916,-7.854,2024-04-01,2024,4,1
KNCR11,3T2017,83.57,-8.261,0.0,0.0,83.76,8.071,2017-07-01,2017,7,1
KNCR11,3T2018,51.638,-8.365,0.0,0.0,57.715,2.288,2018-07-01,2018,7,1
KNCR11,3T2019,71.1,-11.261,0.0,0.0,81.228,1.134,2019-07-01,2019,7,1
KNCR11,3T2020,-53.56,-9.951,0.0,0.0,-44.632,1.023,2020-07-01,2020,7,1
KNCR11,3T2022,178.815,-13.192,0.0,0.0,201.667,-9.66,2022-07-01,2022,7,1
KNCR11,3T2023,201.056,-15.752,0.0,0.0,223.249,-6.441,2023-07-01,2023,7,1
KNCR11,4T2017,45.453,-8.071,0.0,0.0,52.643,881.0,2017-10-01,2017,10,1
KNCR11,4T2018,71.593,-8.685,0.0,0.0,74.098,6.181,2018-10-01,2018,10,1
KNCR11,4T2019,52.535,-11.213,0.0,0.0,62.069,1.68,2019-10-01,2019,10,1
KNCR11,4T2020,54.578,-9.734,0.0,0.0,63.342,970.0,2020-10-01,2020,10,1
KNCR11,4T2022,193.243,-14.277,0.0,0.0,215.896,-8.377,2022-10-01,2022,10,1
KNCR11,4T2023,180.716,-15.48,0.0,0.0,203.729,-7.534,2023-10-01,2023,10,1
KNHF11,1T2023,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-01,2023,1,1
KNHF11,1T2024,50.308,-5.962,0.0,-81.0,52.13,4.221,2024-01-01,2024,1,1
KNHF11,2T2023,24.043,-1.83,0.0,0.0,23.716,2.157,2023-04-01,2023,4,1
KNHF11,2T2024,49.323,-5.496,0.0,12.195,40.797,1.826,2024-04-01,2024,4,1
KNHF11,3T2023,28.517,-3.357,0.0,0.0,31.309,565.0,2023-07-01,2023,7,1
KNHF11,4T2023,29.98,-4.155,0.0,0.0,32.986,1.149,2023-10-01,2023,10,1
KNHY11,1T2019,12.451,-1.704,0.0,0.0,12.663,1.492,2019-01-01,2019,1,1
KNHY11,1T2020,-23.136,-3.72,0.0,0.0,-20.235,818.0,2020-01-01,2020,1,1
