Nome,Área,Endereço,Núm. unidades,Vacância,Inadimplência,Share sobre receita,Ticker,Ano,Área (m²)
HGLG São Carlos,"79.642,19 m2","Rodovia Eng. Thales de Lorena Peixoto Júnio, Km 9.5, São Carlos, SP",1.0,0.0,0.0,0.032400000000000005,HGLG11,2024,79642.19
HGLG Itupeva G200,"89.976,04 m2","Estrada Joaquim Bueno Neto, 9835, Itupeva, SP",1.0,0.17,0.0,0.0319,HGLG11,2024,89976.04
HGLG Ribeirão Preto,"59.874,70 m2","Rodovia Anhanguera, km 317.5, Ribeirão Preto - SP",1.0,0.12,0.0,0.028999999999999998,HGLG11,2024,59874.7
CLE - Centro Logístico Embu,"66.520,00 m2","Rua José Semião Rodrigues Agostinho, nº 1.370, Água Espraiada, Embu das Artes",1.0,0.04,0.02,0.028999999999999998,HGLG11,2024,66520.0
HGLG Blumenau,"65.824,77 m2","Rua Iguaçu, 291/383, Blumenau, SC",1.0,0.0,0.0,0.0255,HGLG11,2024,65824.77
Condomínio SJC,"69.466,36 m2","Rua Ambrósio Molina, 1090/1100, São José dos Campos, SP",1.0,0.31,0.0,0.025,HGLG11,2024,69466.36
HGLG Itupeva G100,"58.828,00 m2","Estrada Joaquim Bueno Neto, 9835, Itupeva, SP",1.0,0.33,0.0,0.0203,HGLG11,2024,58828.0
HGLG Washington Luiz,"24.501,55 m2","Avenida SN 1, 280, Parque Duque, Duque de Caxias - RJ",1.0,0.11,0.0,0.0195,HGLG11,2024,24501.55
HGLG Betim,"62.587,38 m2","Avenida Parque B, 347, Betim, MG",1.0,0.15,0.0,0.0175,HGLG11,2024,62587.38
HGLG Itapevi,"34.286,00 m2","Rod. Pres. Castello Branco, altura do Km 34,5 - Ingahi, Cidade de Itapevi",1.0,0.0,0.0,0.0172,HGLG11,2024,34286.0
HGLG Extrema,"34.100,63 m2","Estrada Municipal José Geraldo Aparecido e Rua Josepha Gomes de Souza, Extrema, MG",1.0,0.0,0.0,0.015600000000000001,HGLG11,2024,34100.63
Master Labs,"14.337,00 m2","Av. Guido Caloi, 1.935, São Paulo, SP",1.0,0.23,0.0,0.0134,HGLG11,2024,14337.0
HGLG Campo Grande,"16.532,00 m2","Estrada do Pedregoso, 900, Freguesia de Campo Grande, RJ",1.0,0.0,0.0,0.0109,HGLG11,2024,16532.0
HGLG Monte Mor,"24.696,38 m2","Rua Tobias Bueno de Oliveira, 701, Monte Mor, SP",1.0,0.0,0.0,0.0103,HGLG11,2024,24696.38
HGLG CONE 06,"15.732,38 m2","Rodovia BR 101, 5225, Cabo de Santo Agostinho, PE",1.0,0.0,0.0,0.0075,HGLG11,2024,15732.38
HGLG Rio Claro,"11.491,64 m2","Avenida Brasil, 3.464, Rio Claro, SP",1.0,0.0,0.0,0.0044,HGLG11,2024,11491.64
Tech Town,"7.885,00 m2","Rodovia SP 101, Km 9,5, Hortolândia , SP",3.0,0.45,0.0,0.0037,HGLG11,2024,7885.0
Syslog,"27.946,44 m2","Parque Duque, Duque de Caxias - RJ, 25085-009",1.0,0.06,0.0,0.0,HGLG11,2024,27946.44
HGLG Cone MM2,"137.171,70 m2","Rodovia BR 101, 5225, Cabo de Santo Agostinho, PE",1.0,0.0,0.0,0.0,HGLG11,2024,137171.7
HGLG Vinhedo,"132.352,72 m2","Avenida das Indústrias, s/n, CPI 5000, Vinhedo, SP",1.0,0.0,0.0,0.0925,HGLG11,2023,132352.72
DCB - Distribuition Center Barueri,"90.484,02 m2","Avenida Piracema, nº 155, quadra 5, lotes 9 a 16 e 17 (parte), Tamboré, Barueri",1.0,0.0,0.0,0.08039999999999999,HGLG11,2023,90484.02
DCC - Distribuition Center Cajamar,"102.708,28 m2","Rodovia Anhanguera, km 31.775, Cidade de Cajamar",1.0,0.0,0.0,0.0587,HGLG11,2023,102708.28
DCR - Distribuition Center Rodoanel,"77.587,20 m2","Av. Hélio Ossamu Daikuara, nº 1.445, Jardim Vista Alegre, Embu das Artes",1.0,0.0,0.0,0.0516,HGLG11,2023,77587.2
HGLG Betim BTS - Meli,"95.730,00 m2","Rua da Harmonia – Parque Industrial de Betim, Betim - MG",1.0,0.0,0.0,0.039599999999999996,HGLG11,2023,95730.0
HGLG São Carlos,"79.642,19 m2","Rodovia Eng. Thales de Lorena Peixoto Júnio, Km 9.5, São Carlos, SP",1.0,0.0,0.0,0.0385,HGLG11,2023,79642.19
HGLG Betim,"62.587,38 m2","Avenida Parque B, 347, Betim, MG",1.0,0.61,0.0,0.0379,HGLG11,2023,62587.38
HGLG Louveira,"55.201,51 m2","Rua Atílio Biscuola, 1831, Louveira , SP",1.0,0.0,0.0,0.0369,HGLG11,2023,55201.51
Torino,"66.040,00 m2","Rodovia BR-381, s/n, km 483, Pista Norte, Jardim Piemonte, Betim, MG",1.0,0.04,0.0,0.035699999999999996,HGLG11,2023,66040.0
HGLG Ribeirão Preto,"59.874,70 m2","Rodovia Anhanguera, km 317.5, Ribeirão Preto - SP",1.0,0.03,0.0,0.0351,HGLG11,2023,59874.7
CLE - Centro Logístico Embu,"66.520,00 m2","Rua José Semião Rodrigues Agostinho, nº 1.370, Água Espraiada, Embu das Artes",1.0,0.11,0.01,0.0339,HGLG11,2023,66520.0
HGLG Blumenau,"65.824,77 m2","Rua Iguaçu, 291/383, Blumenau, SC",1.0,0.0,0.0,0.028900000000000002,HGLG11,2023,65824.77
Condomínio SJC,"69.466,36 m2","Rua Ambrósio Molina, 1090/1100, São José dos Campos, SP",1.0,0.33,0.0,0.0263,HGLG11,2023,69466.36
HGLG Itupeva G100,"58.828,00 m2","Estrada Joaquim Bueno Neto, 9835, Itupeva, SP",1.0,0.24,0.0,0.0241,HGLG11,2023,58828.0
HGLG Extrema,"34.100,63 m2","Estrada Municipal José Geraldo Aparecido e Rua Josepha Gomes de Souza, Extrema, MG",1.0,0.0,0.0,0.0217,HGLG11,2023,34100.63
HGLG Itupeva G200,"89.976,04 m2","Estrada Joaquim Bueno Neto, 9835, Itupeva, SP",1.0,0.17,0.0,0.0207,HGLG11,2023,89976.04
HGLG Itapevi,"34.286,00 m2","Rod. Pres. Castello Branco, altura do Km 34,5 - Ingahi, Cidade de Itapevi",1.0,0.0,0.0,0.0194,HGLG11,2023,34286.0
HGLG Washington Luiz,"48.042,00 m2","Avenida SN 1, 280, Parque Duque, Duque de Caxias - RJ",1.0,0.11,0.0,0.0176,HGLG11,2023,48042.0
Master Labs,"14.337,00 m2","Av. Guido Caloi, 1.935, São Paulo, SP",1.0,0.23,0.0,0.0143,HGLG11,2023,14337.0
HGLG Campo Grande,"16.532,00 m2","Estrada do Pedregoso, 900, Freguesia de Campo Grande, RJ",1.0,0.0,0.0,0.0128,HGLG11,2023,16532.0
HGLG Monte Mor,"24.696,38 m2","Rua Tobias Bueno de Oliveira, 701, Monte Mor, SP",1.0,0.0,0.0,0.011699999999999999,HGLG11,2023,24696.38
HGLG CONE 06,"15.732,38 m2","Rodovia BR 101, 5225, Cabo de Santo Agostinho, PE",1.0,0.0,0.0,0.0086,HGLG11,2023,15732.38
HGLG Rio Claro,"11.491,64 m2","Avenida Brasil, 3.464, Rio Claro, SP",1.0,0.0,0.0,0.0052,HGLG11,2023,11491.64
Tech Town,"7.885,00 m2","Rodovia SP 101, Km 9,5, Hortolândia , SP",3.0,0.45,0.0,0.0043,HGLG11,2023,7885.0
HGLG Cone MM2,"137.171,70 m2","Rodovia BR 101, 5225, Cabo de Santo Agostinho, PE",1.0,0.0,0.0,0.0,HGLG11,2023,137171.7
HGLG Vinhedo,"132.352,72 m2","Avenida das Indústrias, s/n, CPI 5000, Vinhedo, SP",1.0,0.0,0.0,0.1107,HGLG11,2022,132352.72
HGLG Louveira,"55.201,51 m2","Rua Atílio Biscuola, 1831, Louveira , SP",1.0,0.04,0.0,0.0464,HGLG11,2022,55201.51
HGLG Ribeirão Preto,"59.874,70 m2","Rodovia Anhanguera, 317.5, Ribeirão Preto - SP",1.0,0.0,0.0,0.0425,HGLG11,2022,59874.7
HGLG Betim BTS - Meli,"95.730,00 m2","Rua da Harmonia – Parque Industrial de Betim, Betim - MG",1.0,0.0,0.0,0.038599999999999995,HGLG11,2022,95730.0
HGLG Blumenau,"65.824,77 m2","Rua Iguaçu, 291/383, Blumenau, SC",1.0,0.0,0.0,0.0345,HGLG11,2022,65824.77
HGLG Betim,"62.587,38 m2","Avenida Parque B, 347, Betim, MG",1.0,0.0,0.0,0.0341,HGLG11,2022,62587.38
HGLG São Carlos,"79.642,19 m2","Rodovia Eng. Thales de Lorena Peixoto Júnio, Km 9.5, São Carlos, SP",1.0,0.0,0.0,0.0337,HGLG11,2022,79642.19
Condomínio SJC,"69.466,04 m2","Rua Ambrósio Molina, 1090/1100, São José dos Campos, SP",1.0,0.39,0.0,0.0302,HGLG11,2022,69466.04
HGLG Itupeva,"58.828,00 m2","Estrada Joaquim Bueno Neto, 9835, Itupeva, SP",1.0,0.24,0.0,0.028300000000000002,HGLG11,2022,58828.0
Torino,"66.040,00 m2","Rodovia BR-381, s/n, km 483, Pista Norte, Jardim Piemonte, Betim, MG",21.0,0.01,0.0,0.0277,HGLG11,2022,66040.0
HGLG Washington Luiz,"48.042,00 m2","Avenida SN 1, 280, Parque Duque, Duque de Caxias - RJ",1.0,0.27,0.0,0.0269,HGLG11,2022,48042.0
HGLG Extrema,"34.100,63 m2","Estrada Municipal José Geraldo Aparecido e Rua Josepha Gomes de Souza, Extrema, MG",3.0,0.0,0.0,0.026099999999999998,HGLG11,2022,34100.63
Master Labs,"14.337,00 m2","Av. Guido Caloi, 1.935, São Paulo, SP",1.0,0.23,0.0,0.0167,HGLG11,2022,14337.0
HGLG Cumbica,"18.275,95 m2","Rua Antônio Utrilla, 349, Guarulhos, SP",1.0,0.0,0.0,0.015700000000000002,HGLG11,2022,18275.95
HGLG Campo Grande,"16.532,00 m2","Estrada do Pedregoso, 900, Freguesia de Campo Grande, RJ",1.0,0.0,0.0,0.0155,HGLG11,2022,16532.0
HGLG Monte Mor,"24.696,38 m2","Rua Tobias Bueno de Oliveira, 701, Monte Mor, SP",1.0,0.0,0.0,0.0129,HGLG11,2022,24696.38
HGLG CONE 06,"15.732,38 m2","Rodovia BR 101, 5225, Cabo de Santo Agostinho, PE",1.0,0.0,0.0,0.0102,HGLG11,2022,15732.38
HGLG Rio Claro,"11.491,64 m2","Avenida Brasil, 3.464, Rio Claro, SP",1.0,0.0,0.0,0.0066,HGLG11,2022,11491.64
Tech Town,"7.885,00 m2","Rodovia SP 101, Km 9,5, Hortolândia , SP",3.0,0.48,0.0,0.0046,HGLG11,2022,7885.0
Volkswagen Vinhedo,"132.352,72 m2","Avenida das Indústrias, s/n, CPI 5000, Vinhedo, SP",1.0,0.0,0.0,0.142,HGLG11,2021,132352.72
Betim,"62.587,38 m2","Avenida Parque B, 347, Betim, MG",1.0,0.0,0.0,0.061200000000000004,HGLG11,2021,62587.38
HGLG Ribeirão Preto,"59.875,11 m2","Rodovia Anhanguera, 317.5, Ribeirão Preto - SP",1.0,0.0,0.0,0.0608,HGLG11,2021,59875.11
HGLG São Carlos,"79.642,00 m2","Rodovia Eng. Thales de Lorena Peixoto Júnio, Km 9.5, São Carlos, SP",1.0,0.0,0.0,0.059800000000000006,HGLG11,2021,79642.0
HGLG Louveira,"55.201,51 m2","Rua Atílio Biscuola, 1831, Louveira , SP",1.0,0.04,0.0,0.053899999999999997,HGLG11,2021,55201.51
Cremer Blumenau,"65.824,77 m2","Rua Iguaçu, 291/383, Blumenau, SC",1.0,0.0,0.0,0.044199999999999996,HGLG11,2021,65824.77
Condomínio SJC,"69.466,04 m2","Rua Ambrósio Molina, 1090/1100, São José dos Campos, SP",1.0,0.36,0.0,0.0437,HGLG11,2021,69466.04
Tetra Pak Monte Mor,"24.696,00 m2","Rua Tobias Bueno de Oliveira, 701, Monte Mor, SP",1.0,0.0,0.0,0.0437,HGLG11,2021,24696.0
Itupeva,"58.828,00 m2","Estrada Joaquim Bueno Neto, 9835, Itupeva, SP",1.0,0.15,0.0,0.0362,HGLG11,2021,58828.0
Lojas Americanas Uberlândia,"89.187,00 m2","BR-497, Km 1480, Uberlândia, MG",1.0,0.0,0.0,0.0362,HGLG11,2021,89187.0
HGLG Washington Luiz,"48.042,00 m2","Avenida SN 1, 280, Parque Duque, Duque de Caxias - RJ",1.0,0.27,0.0,0.0351,HGLG11,2021,48042.0
Extrema,"34.100,66 m2","Estrada Municipal José Geraldo Aparecido e Rua Josepha Gomes de Souza, Extrema, MG",3.0,0.0,0.0,0.0219,HGLG11,2021,34100.66
Master Offices,"14.377,00 m2","Av. Guido Caloi, 1.935, São Paulo, SP",1.0,0.21,0.0,0.0217,HGLG11,2021,14377.0
Gerdau Rio de Janeiro,"16.592,00 m2","Estrada do Pedregoso, 900, Freguesia de Campo Grande, RJ",1.0,0.0,0.0,0.0202,HGLG11,2021,16592.0
Centro Logístico Cumbica,"18.275,95 m2","Rua Antônio Utrilla, 349, Guarulhos, SP",1.0,0.0,0.0,0.0183,HGLG11,2021,18275.95
CONE G06,"15.732,38 m2","Rodovia BR 101, 5225, Cabo de Santo Agostinho, PE",1.0,0.09,0.0,0.015300000000000001,HGLG11,2021,15732.38
Brascabos Rio Claro,"11.491,64 m2","Avenida Brasil, 3.464, Rio Claro, SP",1.0,0.0,0.0,0.0084,HGLG11,2021,11491.64
Condomínio Tech Town,"7.885,08 m2","Rodovia SP 101, Km 9,5, Hortolândia , SP",3.0,0.52,0.0,0.0015,HGLG11,2021,7885.08
Betim,"62.587,00 m2","Avenida Parque B, 347, Betim - MG",1.0,1.0,0.0,0.4771,HGLG11,2020,62587.0
Volkswagen Vinhedo,"132.353,00 m2","Avenida das Indústrias, s/n, CPI 5000",1.0,0.0,0.0,0.1174,HGLG11,2020,132353.0
Lojas Americanas Uberlândia,"88.689,00 m2","BR-497, Km 1480, Uberlândia, MG",1.0,0.0,0.0,0.0653,HGLG11,2020,88689.0
Cremer Blumenau,"65.824,77 m2","Rua Iguaçu, 291/383 - Blumenau - SC",1.0,0.0,0.0,0.0322,HGLG11,2020,65824.77
Itupeva,"58.828,00 m2","Estrada Joaquim Bueno Neto, 9835, Itupeva - SP",12.0,0.08,0.0,0.0311,HGLG11,2020,58828.0
Condomínio SJC,"69.466,00 m2","Rua Ambrósio Molina, 1090/1100",11.0,0.24,0.0,0.0294,HGLG11,2020,69466.0
Tetra Pak Monte Mor,"24.696,00 m2","Rua Tobias Bueno de Oliveira, 701, Monte Mor, SP",1.0,0.0,0.0,0.023700000000000002,HGLG11,2020,24696.0
Master Offices,"14.234,00 m2","Av. Guido Caloi, 1.935 - São Paulo - SP",1.0,0.21,0.0,0.0184,HGLG11,2020,14234.0
Extrema,"34.101,00 m2","Estrada Municipal José Geraldo Aparecido e Rua Josepha Gomes de Souza, Extrema - MG",3.0,0.0,0.0,0.015,HGLG11,2020,34101.0
Gerdau Rio de Janeiro,"16.592,00 m2","Estrada do Pedregoso, 900, Freguesia de Campo Grande, RJ",1.0,0.0,0.0,0.013999999999999999,HGLG11,2020,16592.0
GR Louveira,"55.202,00 m2","Rua Atílio Biscuola, 1831, Louveira - SP",13.0,0.04,0.0,0.0101,HGLG11,2020,55202.0
Brascabos Rio Claro,"11.491,64 m2","Avenida Brasil, 3.464 - Rio Claro - SP",1.0,0.0,0.0,0.0066,HGLG11,2020,11491.64
Condomínio Tech Town,"7.905,00 m2","Rodovia SP 101, Km 9,5 - Hortolândia - SP",3.0,0.52,0.0,0.0033,HGLG11,2020,7905.0
Centro Empresarial Atibaia (Módulos 12 a 14 Ed. Safira),"7.747,00 m2","Av. Tégula, 888, Ponte Alta - Atibaia - SP",3.0,1.0,0.0,0.0001,HGLG11,2020,7747.0
Centro Logístico Cumbica,"18.276,00 m2","Rua Antônio Utrilla, 1062.",1.0,0.0,0.0,0.0,HGLG11,2020,18276.0
CONE G06,"21.550,00 m2","Rodovia BR 101, 5225, Cabo de Santo Agostinho - PE",11.0,0.27,0.0,0.0,HGLG11,2020,21550.0
Lojas Americanas Uberlândia,"88.689,00 m2","BR-497, Km 1480, Uberlândia, MG",1.0,0.0,0.0,0.1726,HGLG11,2019,88689.0
Condomínio SJC,"69.466,00 m2","Avenida das Indústrias, s/n, CPI 5000",11.0,0.0,0.03,0.132,HGLG11,2019,69466.0
Volkswagen Vinhedo,"132.353,00 m2","Rua Tobias Bueno de Oliveira, 701",1.0,0.0,0.0,0.1128,HGLG11,2019,132353.0
Ed. Albatroz – Gaia Ar,"20.153,80 m2","Rod. Dom Pedro I, Km 90 - Jarinu - SP",6.0,0.0,0.0,0.1043,HGLG11,2019,20153.8
Tetra Pak Monte Mor,"24.696,00 m2","Rua Tobias Bueno de Oliveira, 701, Monte Mor, SP",1.0,0.0,0.0,0.078,HGLG11,2019,24696.0
Gerdau Rio de Janeiro,"16.592,00 m2","Estrada do Pedregoso, 900, Freguesia de Campo Grande, RJ",1.0,0.0,0.0,0.0556,HGLG11,2019,16592.0
FedEx Guarulhos,"18.276,00 m2","Rua Antônio Utrilla, 1062.",1.0,0.0,0.0,0.0541,HGLG11,2019,18276.0
Master Offices,"14.234,00 m2","Av. Guido Caloi, 1.935 - São Paulo - SP",1.0,0.23,0.0,0.052000000000000005,HGLG11,2019,14234.0
Cremer Blumenau,"65.824,77 m2","Rua Iguaçu, 291/383 - Blumenau - SC",1.0,0.0,0.0,0.024300000000000002,HGLG11,2019,65824.77
Brascabos Rio Claro,"11.491,64 m2","Avenida Brasil, 3.464 - Rio Claro - SP",1.0,0.0,0.0,0.0168,HGLG11,2019,11491.64
Air Liquide,"1.999,00 m2","Rua Ronald Cladstone Negri, 557, Campinas, SP",1.0,0.0,0.0,0.0158,HGLG11,2019,1999.0
Edifício Os Lusíadas (Condomínio Empresarial Barão de Mauá),"6.232,19 m2","Rod. Dom Pedro I, Km 87 - Atibaia - SP",3.0,0.0,0.0,0.014499999999999999,HGLG11,2019,6232.19
Condomínio Tech Town,"7.905,00 m2","Rodovia SP 101, Km 9,5 - Hortolândia - SP",3.0,0.67,0.0,0.0115,HGLG11,2019,7905.0
Centro Empresarial Atibaia,"12.343,00 m2","Av. Tégula, 888, Ponte Alta - Atibaia - SP",6.0,0.82,0.0,0.0038,HGLG11,2019,12343.0
Lojas Americanas Uberlândia,"88.689,00 m2","BR-497, Km 1480, Uberlândia, MG",1.0,0.0,0.0,0.2314,HGLG11,2018,88689.0
Tetra Pak Monte Mor,"24.696,00 m2","Rua Tobias Bueno de Oliveira, 701, Monte Mor, SP",1.0,0.0,0.0,0.1041,HGLG11,2018,24696.0
Cremer Blumenau,"65.824,77 m2","Rua Iguaçu, 291/383 - Blumenau - SC",1.0,0.0,0.0,0.0929,HGLG11,2018,65824.77
Gerdau Rio de Janeiro,"16.592,00 m2","Estrada do Pedregoso, 900, Freguesia de Campo Grande, RJ",1.0,0.0,0.0,0.0741,HGLG11,2018,16592.0
Master Offices,"14.234,00 m2","Av. Guido Caloi, 1.935 - São Paulo - SP",1.0,0.23,0.0,0.0688,HGLG11,2018,14234.0
Centro Empresarial Atibaia,"12.343,00 m2","Av. Tégula, 888, Ponte Alta - Atibaia - SP",6.0,0.18,0.0,0.0329,HGLG11,2018,12343.0
Ed. Albatroz – Gaia Ar,"20.153,80 m2","Rod. Dom Pedro I, Km 90 - Jarinu - SP",6.0,0.0,0.0,0.0279,HGLG11,2018,20153.8
Condomínio Tech Town,"7.905,00 m2","Rodovia SP 101, Km 9,5 - Hortolândia - SP",3.0,0.67,0.0,0.025099999999999997,HGLG11,2018,7905.0
Brascabos Rio Claro,"11.491,64 m2","Avenida Brasil, 3.464 - Rio Claro - SP",1.0,0.0,0.0,0.0219,HGLG11,2018,11491.64
Air Liquide,"1.999,00 m2","Rua Ronald Cladstone Negri, 557, Campinas, SP",1.0,0.0,0.0,0.02,HGLG11,2018,1999.0
Edifício Os Lusíadas (Condomínio Empresarial Barão de Mauá),"6.232,19 m2","Rod. Dom Pedro I, Km 87 - Atibaia - SP",3.0,0.0,0.0,0.0192,HGLG11,2018,6232.19
Cremer Blumenau,"65.824,77 m2","Rua Iguaçu, 291 - Blumenau - SC",1.0,0.0,0.0,0.16219999999999998,HGLG11,2017,65824.77
Master Offices,"14.359,45 m2",Av. Guido Caloi 1.935 - São Paulo - SP,1.0,0.0,0.0,0.16190000000000002,HGLG11,2017,14359.45
Centro Empresarial Atibaia,"11.869,49 m2","Av. Tégula 888, Ponte Alta - Atibaia - SP",6.0,0.18,0.0,0.0572,HGLG11,2017,11869.49
Edifício Os Lusíadas (Condomínio Empresarial Barão de Mauá),"6.232,19 m2",Rod. Dom Pedro I Km 87 - Atibaia - SP,3.0,0.0,0.0,0.042,HGLG11,2017,6232.19
Condomínio Tech Town,"7.885,08 m2","Rodovia SP 101 Km 9,5 - Hortolândia - SP",3.0,0.67,0.0,0.039599999999999996,HGLG11,2017,7885.08
Brascabos Rio Claro,"11.491,64 m2","Avenida Brasil, 3.464 - Rio Claro - SP",1.0,0.0,0.0,0.0364,HGLG11,2017,11491.64
Ed. Albatroz – Gaia Ar,"20.153,80 m2","Rod. Dom Pedro I, Km 90 - Jarinu - SP",6.0,1.0,0.0,0.0003,HGLG11,2017,20153.8
Edifício Metropolitan,"10.215,55 m2","Rua Amauri, 255 - São Paulo - SP",20.0,0.0,0.0,0.8249,HGPO11,2024,10215.55
Edifício Platinum,"2.520,48 m2","Rua Jerônimo da Veiga, 384 - São Paulo - SP",11.0,0.17,0.03,0.1703,HGPO11,2024,2520.48
Edifício Metropolitan,"10.215,55 m2","Rua Amauri, 255 - São Paulo - SP",20.0,0.0,0.0,0.8337,HGPO11,2023,10215.55
Edifício Platinum,"2.520,48 m2","Rua Jerônimo da Veiga, 384 - São Paulo - SP",11.0,0.17,0.03,0.1582,HGPO11,2023,2520.48
Edifício Metropolitan,"10.215,55 m2","Rua Amauri, 255 - São Paulo - SP",20.0,0.0,0.0,0.7526999999999999,HGPO11,2022,10215.55
Edifício Platinum,"2.398,00 m2","Rua Jerônimo da Veiga, 384 - São Paulo - SP",11.0,0.0,0.0,0.2336,HGPO11,2022,2398.0
Edifício Metropolitan,"10.215,55 m2","Rua Amauri, 255 - São Paulo - SP",20.0,0.0,0.0,0.7555,HGPO11,2021,10215.55
Edifício Platinum,"2.398,00 m2","Rua Jerônimo da Veiga, 384 - São Paulo - SP",11.0,0.0,0.0,0.21539999999999998,HGPO11,2021,2398.0
Edifício Metropolitan,"12.126,55 m2","Rua Amauri, 255 - São Paulo - SP",20.0,0.0,0.0,0.7959999999999999,HGPO11,2020,12126.55
Edifício Platinum,"2.716,00 m2","Rua Jerônimo da Veiga, 384 - São Paulo - SP",11.0,0.0,0.0,0.2029,HGPO11,2020,2716.0
Edifício Metropolitan,"12.126,55 m2","Rua Amauri, 255 - São Paulo - SP",20.0,0.0,0.0,0.7939,HGPO11,2019,12126.55
Edifício Platinum,"2.716,00 m2","Rua Jerônimo da Veiga, 384 - São Paulo - SP",11.0,0.09,0.0,0.204,HGPO11,2019,2716.0
Edifício Sêneca,"26.963,38 m2","Avenida Braz Leme, 1.000 - São Paulo - SP",1.0,0.0,0.0,0.27699999999999997,HGRE11,2024,26963.38
Edifício Chucri Zaidan,"22.810,02 m2","Av Dr Chucri Zaidan, 2460 - São Paulo - SP",1.0,0.0,0.0,0.2168,HGRE11,2024,22810.02
Berrini One,"10.795,22 m2","Avenida Eng. Carlos Berrini, 105 - São Paulo - SP",15.0,0.0,0.0,0.11130000000000001,HGRE11,2024,10795.22
Edifício Paulista Star,"13.702,00 m2","Alameda Campinas, 1.070 - São Paulo - SP",20.0,0.0,0.0,0.1094,HGRE11,2024,13702.0
Edifício Jatobá - 50%,"16.036,81 m2","Avenida Marcos Penteado Ulhôa Rodrigues, 939 - Barueri - SP",31.0,0.53,0.0,0.035,HGRE11,2024,16036.81
GVT Curitiba,"9.163,74 m2","Rua Francisco Nunes, 1.395 - Curitiba - PR",1.0,0.0,0.0,0.0339,HGRE11,2024,9163.74
Centro Empresarial Guaíba,"10.559,04 m2","Av. Dolores Alcaraz Caldas, 90 - Porto Alegre - RS",28.0,0.55,0.0,0.024700000000000003,HGRE11,2024,10559.04
Edifício Roberto Sampaio Ferreira,"3.519,90 m2","Rua Flórida, 1.595 - São Paulo - SP",6.0,0.0,0.0,0.0222,HGRE11,2024,3519.9
Sercom Taboão,"16.488,26 m2","Rua José Lari e Rua Pedro Mari, Lotes 13 a 23 - Taboão da Serra - SP",1.0,0.0,0.04,0.0208,HGRE11,2024,16488.26
Centro Empresarial de São Paulo,"3.070,48 m2","Av. Maria Coelho Aguiar, 215 - São Paulo - SP",1.0,0.0,0.0,0.0137,HGRE11,2024,3070.48
Torre Martiniano,"20.059,75 m2","Rua Martiniano de Carvalho, 851 - São Paulo - SP",39.0,0.39,0.0,0.013300000000000001,HGRE11,2024,20059.75
Centro Empresarial Cidade Nova - Teleporto,"2.309,86 m2","Av. Presidente Vargas, 3.131 - Rio de Janeiro - RJ",6.0,0.2,0.0,0.0111,HGRE11,2024,2309.86
Transatlântico,"1.578,54 m2","Rua Verbo Divino, 1.488 - São Paulo - SP",3.0,0.67,0.0,0.0016,HGRE11,2024,1578.54
BB Antônio das Chagas,"4.822,41 m2","Rua Antônio das Chagas, 1.657 - São Paulo - SP",1.0,1.0,0.0,0.0,HGRE11,2024,4822.41
Edifício Brasilinterpart,"308,10 m2","Avenida das Nações Unidas, 11.633 - São Paulo - SP",1.0,1.0,0.0,0.0,HGRE11,2024,308.1
Contax Alegria,"19.049,00 m2","Rua Alegria, 86 - São Paulo - SP",1.0,1.0,0.0,0.0,HGRE11,2024,19049.0
Edifício Sêneca,"26.963,38 m2","Avenida Braz Leme, 1.000 - São Paulo - SP",1.0,0.0,0.0,0.17489999999999997,HGRE11,2023,26963.38
Edifício Chucri Zaidan,"22.810,02 m2","Av Dr Chucri Zaidan, 2460 - São Paulo - SP",1.0,0.0,0.0,0.1319,HGRE11,2023,22810.02
Berrini One,"10.795,22 m2","Avenida Eng. Carlos Berrini, 105 - São Paulo - SP",15.0,0.0,0.0,0.0637,HGRE11,2023,10795.22
Edifício Paulista Star,"13.702,03 m2","Alameda Campinas, 1.070 - São Paulo - SP",20.0,0.0,0.0,0.060599999999999994,HGRE11,2023,13702.03
Edifício Faria Lima,"4.757,40 m2","Avenida Brigadeiro Faria Lima, 1.355 - São Paulo - SP",10.0,0.0,0.0,0.0345,HGRE11,2023,4757.4
Edifício Jatobá - 50%,"16.036,81 m2","Avenida Marcos Penteado Ulhôa Rodrigues, 939 - Barueri - SP",31.0,0.47,0.0,0.026699999999999998,HGRE11,2023,16036.81
GVT Curitiba,"9.163,74 m2","Rua Francisco Nunes, 1.395 - Curitiba - PR",1.0,0.0,0.0,0.0206,HGRE11,2023,9163.74
Centro Empresarial Guaíba,"10.559,04 m2","Av. Dolores Alcaraz Caldas, 90 - Porto Alegre - RS",28.0,0.55,0.0,0.0172,HGRE11,2023,10559.04
Edifício Roberto Sampaio Ferreira,"3.519,90 m2","Rua Flórida, 1.595 - São Paulo - SP",6.0,0.0,0.0,0.0116,HGRE11,2023,3519.9
Centro Empresarial de São Paulo,"3.070,48 m2","Av. Maria Coelho Aguiar, 215 - São Paulo - SP",1.0,0.0,0.0,0.008100000000000001,HGRE11,2023,3070.48
Sercom Taboão,"16.488,26 m2","Rua José Lari e Rua Pedro Mari, Lotes 13 a 23 - Taboão da Serra - SP",1.0,0.0,0.04,0.0078000000000000005,HGRE11,2023,16488.26
Centro Empresarial Cidade Nova - Teleporto,"2.309,86 m2","Av. Presidente Vargas, 3.131 - Rio de Janeiro - RJ",6.0,0.2,0.0,0.0069,HGRE11,2023,2309.86
