Nome,Área,Endereço,Núm. unidades,Vacância,Inadimplência,Share sobre receita,Ticker,Ano,Área (m²)
Loja - Shopping Barra Salvador,"2.132,31 m2","Cidade de Salvador, Estado da Bahia, na Avenida Centenário, 2.992",1.0,0.0,0.0,0.0165,HSRE11,2024,2132.31
Loja - Shopping Goiânia,"2.400,00 m2","Cidade de Goiânia, Goiás, na Avenida T-10, 1.300",1.0,0.0,0.0,0.015700000000000002,HSRE11,2024,2400.0
Loja - Shopping Curitiba,"3.417,00 m2","Cidade de Curitiba, Paraná, na Rua Brigadeiro Franco, 2.300",1.0,0.0,0.0,0.015300000000000001,HSRE11,2024,3417.0
Loja - Vitória,"4.186,66 m2","Cidade de Vitória, Espírito Santo, na Avenida Jerônimo Monteiro, 1.000",1.0,0.0,0.0,0.015,HSRE11,2024,4186.66
Loja - Copacabana,"1.600,00 m2","Cidade do Rio de Janeiro, Rio de Janeiro, na Avenida Nossa Senhora de Copacabana, 749",1.0,0.0,0.0,0.0106,HSRE11,2024,1600.0
Garagem Copacabana,"1.564,55 m2","Alameda dos Tabajaras nº 50, na Cidade do Rio de Janeiro, Rio de Janeiro",1.0,0.0,0.0,0.003,HSRE11,2024,1564.55
Loja - Shopping Iguatemi RJ,"2.299,99 m2","Cidade do Rio de Janeiro, Rio de Janeiro, na Rua Barão de São Francisco, 236",1.0,0.46,0.0,0.0027,HSRE11,2024,2299.99
Loja - Centro E Call Center,"3.031,91 m2","Cidade de São Paulo, São Paulo, na Av. São João, 455 e Rua 24 de Maio, 70/90",1.0,1.0,0.0,0.0,HSRE11,2024,3031.91
Loja - Tijuca,"5.649,00 m2","Cidade do Rio de Janeiro, Rio de Janeiro, na Rua Conde do Bonfim, 366",1.0,0.0,0.0,0.067,HSRE11,2023,5649.0
Loja - Ouvidor,"5.978,00 m2","Cidade do Rio de Janeiro, Rio de Janeiro, na Rua do Ouvidor, 186",1.0,0.0,0.0,0.0634,HSRE11,2023,5978.0
Loja - Shopping Norte,"4.078,91 m2","Cidade do Rio de Janeiro, Rio de Janeiro, na Avenida Dom Helder Câmara, 5.474",1.0,0.0,0.0,0.0558,HSRE11,2023,4078.91
Loja - Recife,"6.320,00 m2","Cidade de Recife, Pernambuco, na Avenida Conde da Boa Vista, 484",1.0,0.0,0.0,0.053200000000000004,HSRE11,2023,6320.0
Loja - Shopping Niterói,"4.650,76 m2","Cidade de Niterói, Rio de Janeiro, na Rua Quinze de Novembro, 08",1.0,0.0,0.0,0.0524,HSRE11,2023,4650.76
Loja - Centro BH,"5.932,00 m2","Cidade de Belo Horizonte, Minas Gerais, Rua Goitacazes, 182",1.0,0.0,0.0,0.051100000000000007,HSRE11,2023,5932.0
Loja - Copacabana,"5.569,75 m2","Cidade do Rio de Janeiro, Rio de Janeiro, na Avenida Nossa Senhora de Copacabana, 749",1.0,0.0,0.0,0.0479,HSRE11,2023,5569.75
Loja - Shopping Maceió,"4.498,24 m2","Cidade de Maceió, Estado de Alagoas, na Avenida Comendador Gustavo Paiva, 2.990",1.0,0.0,0.0,0.0462,HSRE11,2023,4498.24
UNITOLEDO,"17.546,25 m2","Rua Antonio Afonso de Toledo, 512/ 465/ 595 - Jardim Sumare, Araçatuba- SP",1.0,0.0,0.0,0.045599999999999995,HSRE11,2023,17546.25
Loja - Nova Iguaçu,"4.457,25 m2","Cidade de Nova Iguaçu, Rio de Janeiro, na Avenida Nilo Peçanha, 176 e 186",1.0,0.0,0.0,0.0431,HSRE11,2023,4457.25
Loja - Shopping Pátio Belém,"3.364,47 m2","Cidade de Belém, Pará, na Travessa Padre Eutíquio, 1.078",1.0,0.0,0.0,0.039599999999999996,HSRE11,2023,3364.47
Loja - Centro Campinas,"4.569,80 m2","Cidade de Campinas, São Paulo, na Rua Treze de Maio nº 520",1.0,0.0,0.0,0.0375,HSRE11,2023,4569.8
Loja - Duque De Caxias,"2.989,00 m2","Cidade de Duque de Caxias, Rio de Janeiro, na Praça Pacificador, 39",1.0,0.0,0.0,0.037200000000000004,HSRE11,2023,2989.0
Loja - Centro São Luiz,"4.875,16 m2","Rua Oswaldo Cruz nºs 298 e 290; Rua Sete de Setembro nºs 615, 621, 627 e 631; Rua José Augusto Correa nº 295, e está situado na Cidade de São Luís do Maranhão, Maranhão",1.0,0.0,0.0,0.031,HSRE11,2023,4875.16
Loja - Shopping Iguatemi,"2.889,11 m2","Cidade de Fortaleza, Estado do Ceará, na Avenida Washington Soares, 85",1.0,0.0,0.0,0.0305,HSRE11,2023,2889.11
Loja - Shopping Center Piedade,"4.115,52 m2","Cidade de Salvador, Estado da Bahia, na Avenida Centenário, 2.992",1.0,0.0,0.0,0.0285,HSRE11,2023,4115.52
Loja - Shopping Minas,"3.204,50 m2","Cidade de Belo Horizonte, Minas Gerais, na Avenida Cristiano Machado, 4.000",1.0,0.0,0.0,0.0265,HSRE11,2023,3204.5
Loja - Shopping Pátio Brasil,"2.999,58 m2","Cidade de Brasília, Distrito Federal, no Setor Comercial Sul Q.6, Asa Sul",1.0,0.0,0.0,0.0262,HSRE11,2023,2999.58
Loja - Del Rey BH,"3.355,08 m2","Cidade de Belo Horizonte, Minas Gerais, Avenida Presidente Carlos Luz, 3.001",1.0,0.0,0.0,0.0239,HSRE11,2023,3355.08
Loja - Shopping Barra Salvador,"2.132,31 m2","Cidade de Salvador, Estado da Bahia, na Avenida Centenário, 2.992",1.0,0.0,0.0,0.021400000000000002,HSRE11,2023,2132.31
Loja - Shopping Goiânia,"2.400,00 m2","Cidade de Goiânia, Goiás, na Avenida T-10, 1.300",1.0,0.0,0.0,0.020099999999999996,HSRE11,2023,2400.0
Loja - Shopping Curitiba,"3.417,00 m2","Cidade de Curitiba, Paraná, na Rua Brigadeiro Franco, 2.300",1.0,0.0,0.0,0.019799999999999998,HSRE11,2023,3417.0
Loja - Shopping Abc,"2.113,25 m2","Cidade de Santo André, São Paulo, na Avenida Pereira Barreto nº 42",1.0,0.0,0.0,0.016,HSRE11,2023,2113.25
Loja - Vitória,"4.186,66 m2","Cidade de Vitória, Espírito Santo, na Avenida Jerônimo Monteiro, 1.000",1.0,0.0,0.0,0.015,HSRE11,2023,4186.66
Loja - Copacabana,"1.600,00 m2","Cidade do Rio de Janeiro, Rio de Janeiro, na Avenida Nossa Senhora de Copacabana, 749",1.0,0.0,0.0,0.0137,HSRE11,2023,1600.0
Loja - Shopping Iguatemi RJ,"2.299,99 m2","Cidade do Rio de Janeiro, Rio de Janeiro, na Rua Barão de São Francisco, 236",1.0,0.0,0.0,0.013500000000000002,HSRE11,2023,2299.99
Loja - Centro E Call Center,"3.031,91 m2","Cidade de São Paulo, São Paulo, na Av. São João, 455 e Rua 24 de Maio, 70/90",1.0,0.46,0.0,0.0085,HSRE11,2023,3031.91
Loja - Vitória,"4.186,66 m2","Cidade de Vitória, Espírito Santo, na Avenida Jerônimo Monteiro, 1.000",1.0,0.0,0.0,0.0043,HSRE11,2023,4186.66
Garagem Copacabana,"1.564,55 m2","Alameda dos Tabajaras nº 50, na Cidade do Rio de Janeiro, Rio de Janeiro",1.0,0.0,0.0,0.0038,HSRE11,2023,1564.55
Loja - Tijuca,"5.649,00 m2","Cidade do Rio de Janeiro, Rio de Janeiro, na Rua Conde do Bonfim, 366",1.0,0.0,0.0,0.0683,HSRE11,2022,5649.0
Loja - Ouvidor,"5.978,00 m2","Cidade do Rio de Janeiro, Rio de Janeiro, na Rua do Ouvidor, 186",1.0,0.0,0.0,0.0663,HSRE11,2022,5978.0
Loja - Copacabana,"5.569,75 m2","Cidade do Rio de Janeiro, Rio de Janeiro, na Avenida Nossa Senhora de Copacabana, 749",1.0,0.0,0.0,0.0634,HSRE11,2022,5569.75
Loja - Shopping Iguatemi RJ,"2.299,99 m2","Cidade do Rio de Janeiro, Rio de Janeiro, na Rua Barão de São Francisco, 236",1.0,0.0,0.0,0.057,HSRE11,2022,2299.99
Loja - Shopping Norte,"4.078,91 m2","Cidade do Rio de Janeiro, Rio de Janeiro, na Avenida Dom Helder Câmara, 5.474",1.0,0.0,0.0,0.056900000000000006,HSRE11,2022,4078.91
Loja - Recife,"6.320,00 m2","Cidade de Recife, Pernambuco, na Avenida Conde da Boa Vista, 484",1.0,0.0,0.0,0.0559,HSRE11,2022,6320.0
Loja - Shopping Niterói,"4.650,76 m2","Cidade de Niterói, Rio de Janeiro, na Rua Quinze de Novembro, 08",1.0,0.0,0.0,0.053399999999999996,HSRE11,2022,4650.76
Loja - Centro BH,"5.932,00 m2","Cidade de Belo Horizonte, Minas Gerais, Rua Goitacazes, 182",1.0,0.0,0.0,0.052000000000000005,HSRE11,2022,5932.0
Loja - Shopping Maceió,"4.498,24 m2","Cidade de Maceió, Estado de Alagoas, na Avenida Comendador Gustavo Paiva, 2.990",1.0,0.0,0.0,0.047,HSRE11,2022,4498.24
Loja - Nova Iguaçu,"4.457,25 m2","Cidade de Nova Iguaçu, Rio de Janeiro, na Avenida Nilo Peçanha, 176 e 186",1.0,0.0,0.0,0.043899999999999995,HSRE11,2022,4457.25
Loja - Shopping Center Piedade,"4.115,52 m2","Cidade de Salvador, Estado da Bahia, na Avenida Centenário, 2.992",1.0,0.0,0.0,0.042300000000000004,HSRE11,2022,4115.52
Loja - Shopping Pátio Belém,"3.364,47 m2","Cidade de Belém, Pará, na Travessa Padre Eutíquio, 1.078",1.0,0.0,0.0,0.0404,HSRE11,2022,3364.47
Loja - Duque De Caxias,"2.989,00 m2","Cidade de Duque de Caxias, Rio de Janeiro, na Praça Pacificador, 39",1.0,0.0,0.0,0.038,HSRE11,2022,2989.0
Loja - Centro São Luiz,"4.875,16 m2","Rua Oswaldo Cruz nºs 298 e 290; Rua Sete de Setembro nºs 615, 621, 627 e 631; Rua José Augusto Correa nº 295, e está situado na Cidade de São Luís do Maranhão, Maranhão",1.0,0.0,0.0,0.0323,HSRE11,2022,4875.16
Loja - Shopping Iguatemi,"2.889,11 m2","Cidade de Fortaleza, Estado do Ceará, na Avenida Washington Soares, 85",1.0,0.0,0.0,0.0311,HSRE11,2022,2889.11
Loja - Shopping Minas,"3.204,50 m2","Cidade de Belo Horizonte, Minas Gerais, na Avenida Cristiano Machado, 4.000",1.0,0.0,0.0,0.027000000000000003,HSRE11,2022,3204.5
Loja - Shopping Pátio Brasil,"2.999,58 m2","Cidade de Brasília, Distrito Federal, no Setor Comercial Sul Q.6, Asa Sul",1.0,0.0,0.0,0.026699999999999998,HSRE11,2022,2999.58
Loja - Del Rey BH,"3.355,08 m2","Cidade de Belo Horizonte, Minas Gerais, Avenida Presidente Carlos Luz, 3.001",1.0,0.0,0.0,0.024399999999999998,HSRE11,2022,3355.08
Loja - Shopping Barra Salvador,"2.132,31 m2","Cidade de Salvador, Estado da Bahia, na Avenida Centenário, 2.992",1.0,0.0,0.0,0.0218,HSRE11,2022,2132.31
Loja - Shopping Goiânia,"2.400,00 m2","Cidade de Goiânia, Goiás, na Avenida T-10, 1.300",1.0,0.0,0.0,0.020499999999999997,HSRE11,2022,2400.0
Loja - Shopping Curitiba,"3.417,00 m2","Cidade de Curitiba, Paraná, na Rua Brigadeiro Franco, 2.300",1.0,0.0,0.0,0.0202,HSRE11,2022,3417.0
Loja - Shopping Abc,"2.113,25 m2","Cidade de Santo André, São Paulo, na Avenida Pereira Barreto nº 42",1.0,0.0,0.0,0.0194,HSRE11,2022,2113.25
Loja - Centro Campinas,"4.569,80 m2","Cidade de Campinas, São Paulo, na Rua Treze de Maio nº 520",1.0,0.0,0.0,0.0163,HSRE11,2022,4569.8
Loja - Vitória,"4.186,66 m2","Cidade de Vitória, Espírito Santo, na Avenida Jerônimo Monteiro, 1.000",1.0,0.0,0.0,0.0134,HSRE11,2022,4186.66
Garagem Copacabana,"1.564,55 m2","Alameda dos Tabajaras nº 50, na Cidade do Rio de Janeiro, Rio de Janeiro",1.0,0.0,0.0,0.0039000000000000003,HSRE11,2022,1564.55
Loja - Centro E Call Center,"3.031,91 m2","Cidade de São Paulo, São Paulo, na Av. São João, 455 e Rua 24 de Maio, 70/90",1.0,0.0,0.0,0.0,HSRE11,2022,3031.91
Loja - Shopping Iguatemi RJ,"2.299,99 m2","Cidade do Rio de Janeiro, Rio de Janeiro, na Rua Barão de São Francisco, 236",1.0,0.0,0.0,0.0,HSRE11,2022,2299.99
Loja - Copacabana,"1.600,00 m2","Cidade do Rio de Janeiro, Rio de Janeiro, na Avenida Nossa Senhora de Copacabana, 749",1.0,0.0,0.0,0.0,HSRE11,2022,1600.0
Loja - Centro E Call Center,"3.031,91 m2","Cidade de São Paulo, São Paulo, na Av. São João, 455 e Rua 24 de Maio, 70/90",1.0,0.0,0.0,0.0,HSRE11,2022,3031.91
Loja - Shopping Niterói,"4.650,76 m2","Cidade de Niterói, Rio de Janeiro, na Rua Quinze de Novembro, 08",1.0,0.0,0.0,0.0,HSRE11,2021,4650.76
Loja - Centro E Call Center,"3.031,91 m2","Cidade de São Paulo, São Paulo, na Av. São João, 455 e Rua 24 de Maio, 70/90",1.0,0.0,0.0,0.0,HSRE11,2021,3031.91
Loja - Copacabana,"1.600,00 m2","Cidade do Rio de Janeiro, Rio de Janeiro, na Avenida Nossa Senhora de Copacabana, 749",1.0,0.0,0.0,0.0,HSRE11,2021,1600.0
Loja - Shopping Iguatemi RJ,"2.299,99 m2","Cidade do Rio de Janeiro, Rio de Janeiro, na Rua Barão de São Francisco, 236",1.0,0.0,0.0,0.0,HSRE11,2021,2299.99
Loja - Vitória,"4.186,66 m2","Cidade de Vitória, Espírito Santo, na Avenida Jerônimo Monteiro, 1.000",1.0,0.0,0.0,0.0,HSRE11,2021,4186.66
Loja - Vitória,"4.186,66 m2","Cidade de Vitória, Espírito Santo, na Avenida Jerônimo Monteiro, 1.000",1.0,0.0,0.0,0.0,HSRE11,2021,4186.66
Loja - Centro SP,"3.622,85 m2","Cidade de São Paulo, São Paulo, na Av. São João, 455 e Rua 24 de Maio, 70/90",1.0,0.0,0.0,0.0,HSRE11,2021,3622.85
Loja - Shopping Abc,"2.113,25 m2","Cidade de Santo André, São Paulo, na Avenida Pereira Barreto nº 42",1.0,0.0,0.0,0.0,HSRE11,2021,2113.25
Loja - Centro Campinas,"4.569,80 m2","Cidade de Campinas, São Paulo, na Rua Treze de Maio nº 520",1.0,0.0,0.0,0.0,HSRE11,2021,4569.8
Garagem Copacabana,"1.564,55 m2","Alameda dos Tabajaras nº 50, na Cidade do Rio de Janeiro, Rio de Janeiro",1.0,0.0,0.0,0.0,HSRE11,2021,1564.55
Loja - Copacabana,"5.569,75 m2","Cidade do Rio de Janeiro, Rio de Janeiro, na Avenida Nossa Senhora de Copacabana, 749",1.0,0.0,0.0,0.0,HSRE11,2021,5569.75
Loja - Ouvidor,"5.978,00 m2","Cidade do Rio de Janeiro, Rio de Janeiro, na Rua do Ouvidor, 186",1.0,0.0,0.0,0.0,HSRE11,2021,5978.0
Loja - Tijuca,"5.649,00 m2","Cidade do Rio de Janeiro, Rio de Janeiro, na Rua Conde do Bonfim, 366",1.0,0.0,0.0,0.0,HSRE11,2021,5649.0
Loja - Shopping Norte,"4.078,91 m2","Cidade do Rio de Janeiro, Rio de Janeiro, na Avenida Dom Helder Câmara, 5.474",1.0,0.0,0.0,0.0,HSRE11,2021,4078.91
Loja - Nova Iguaçu,"4.457,25 m2","Cidade de Nova Iguaçu, Rio de Janeiro, na Avenida Nilo Peçanha, 176 e 186",1.0,0.0,0.0,0.0,HSRE11,2021,4457.25
Loja - Shopping Maceió,"4.498,24 m2","Cidade de Maceió, Estado de Alagoas, na Avenida Comendador Gustavo Paiva, 2.990",1.0,0.0,0.0,0.0,HSRE11,2021,4498.24
Loja - Duque De Caxias,"2.989,00 m2","Cidade de Duque de Caxias, Rio de Janeiro, na Praça Pacificador, 39",1.0,0.0,0.0,0.0,HSRE11,2021,2989.0
Loja - Shopping Curitiba,"3.417,00 m2","Cidade de Curitiba, Paraná, na Rua Brigadeiro Franco, 2.300",1.0,0.0,0.0,0.0,HSRE11,2021,3417.0
Loja - Recife,"6.320,00 m2","Cidade de Recife, Pernambuco, na Avenida Conde da Boa Vista, 484",1.0,0.0,0.0,0.0,HSRE11,2021,6320.0
Loja - Shopping Pátio Belém,"3.364,47 m2","Cidade de Belém, Pará, na Travessa Padre Eutíquio, 1.078",1.0,0.0,0.0,0.0,HSRE11,2021,3364.47
Loja - Centro BH,"5.932,00 m2","Cidade de Belo Horizonte, Minas Gerais, Rua Goitacazes, 182",1.0,0.0,0.0,0.0,HSRE11,2021,5932.0
Loja - Shopping Minas,"3.204,50 m2","Cidade de Belo Horizonte, Minas Gerais, na Avenida Cristiano Machado, 4.000",1.0,0.0,0.0,0.0,HSRE11,2021,3204.5
Loja - Del Rey BH,"3.355,08 m2","Cidade de Belo Horizonte, Minas Gerais, Avenida Presidente Carlos Luz, 3.001",1.0,0.0,0.0,0.0,HSRE11,2021,3355.08
Loja - Centro São Luiz,"4.875,16 m2","Rua Oswaldo Cruz nºs 298 e 290; Rua Sete de Setembro nºs 615, 621, 627 e 631; Rua José Augusto Correa nº 295, e está situado na Cidade de São Luís do Maranhão, Maranhão",1.0,0.0,0.0,0.0,HSRE11,2021,4875.16
Loja - Shopping Goiânia,"2.400,00 m2","Cidade de Goiânia, Goiás, na Avenida T-10, 1.300",1.0,0.0,0.0,0.0,HSRE11,2021,2400.0
Loja - Shopping Pátio Brasil,"2.999,58 m2","Cidade de Brasília, Distrito Federal, no Setor Comercial Sul Q.6, Asa Sul",1.0,0.0,0.0,0.0,HSRE11,2021,2999.58
Loja - Shopping Iguatemi,"2.889,11 m2","Cidade de Fortaleza, Estado do Ceará, na Avenida Washington Soares, 85",1.0,0.0,0.0,0.0,HSRE11,2021,2889.11
Loja - Shopping Center Piedade,"4.115,52 m2","Cidade de Salvador, Estado da Bahia, na Avenida Centenário, 2.992",1.0,0.0,0.0,0.0,HSRE11,2021,4115.52
Loja - Shopping Barra Salvador,"2.132,31 m2","Cidade de Salvador, Estado da Bahia, na Avenida Centenário, 2.992",1.0,0.0,0.0,0.0,HSRE11,2021,2132.31
Ibis Congonhas,"20,00 m2","Rua Baronesa de Bela Vista, 801 - Vila Congonhas, São Paulo, SP, 04612-002",50.0,0.0,0.0,0.0864,HTMX11,2024,20.0
Gran Estanplaza,"88,52 m2","Rua Arizona 1517,São Paulo, SP, 04567-010",51.0,0.0,0.0,0.084,HTMX11,2024,88.52
Ibis São Paulo Morumbi,"1,01 m2","Rua Manuel Guedes, 320,Jardim Europa, Sao Paulo/SP, Brasil, 04536-070",56.0,0.0,0.0,0.0735,HTMX11,2024,1.01
Estanplaza International,"1,11 m2","Rua Fernandes Moreira 1293, São Paulo, SP, 04716-003",40.0,0.0,0.0,0.046,HTMX11,2024,1.11
Ibis Styles Faria Lima,"1,36 m2","Avenida Brigadeiro Faria Lima, 3989, Itaim Bibi, São Paulo/SP, Brasil, 00004-538",74.0,0.0,0.0,0.0373,HTMX11,2024,1.36
Staybridge Suites São Paulo,"22,62 m2","Rua Bandeira Paulista 555, São Paulo, SP, 04532-011",17.0,0.0,0.0,0.0336,HTMX11,2024,22.62
Estanplaza Funchal,"79,04 m2","R. Funchal 281,São Paulo, SP, 04551-060",22.0,0.0,0.0,0.0245,HTMX11,2024,79.04
Intercity Paulista,"63,27 m2","Rua Haddok Lobo 294,São Paulo, SP, 01414-000",21.0,0.0,0.0,0.022400000000000003,HTMX11,2024,63.27
Blue Tree Faria Lima,"35,43 m2","Av. Brigadeiro Faria Lima 3989, São Paulo, SP, 04538-133",7.0,0.0,0.0,0.0123,HTMX11,2024,35.43
Estanplaza Berrini,"57,85 m2","Av. Eng. Luís Carlos Berrini 853, São Paulo, SP, 04571-000",20.0,0.0,0.0,0.012,HTMX11,2024,57.85
Innside By Melia Iguatemi,"25,90 m2","Rua Iguatemi 150, São Paulo, SP, 01451-010",9.0,0.0,0.0,0.0111,HTMX11,2024,25.9
Ibis Budget Jardins,"26,30 m2","Av. Nove de Julho 3957, São Paulo, SP, 01407-000",10.0,0.0,0.0,0.008100000000000001,HTMX11,2024,26.3
Estanplaza Ibirapuera,"39,95 m2","Av. Jandira 501, São Paulo, SP, 04080-001",13.0,0.0,0.0,0.0077,HTMX11,2024,39.95
Intercity Nações Unidas,"42,21 m2","Rua Fernandes Moreira 1371,São Paulo, SP, 04716-003",8.0,0.0,0.0,0.0073,HTMX11,2024,42.21
Ibis São Paulo Paulista,"14,16 m2","Av. Paulista 2355, São Paulo, SP, 01311-300",5.0,0.0,0.0,0.0064,HTMX11,2024,14.16
Ibis Budget Paulista,"19,75 m2","Rua da Consolação 2303, São Paulo, SP, 01301-100",6.0,0.0,0.0,0.0053,HTMX11,2024,19.75
Park Inn by Radisson Berrini,"19,75 m2","Rua Quintana 963,São Paulo, SP, 04569-011",4.0,0.0,0.0,0.005,HTMX11,2024,19.75
Intercity Premium Ibirapuera,"26,60 m2","Av. Ibirapuera 2577, São Paulo, SP, 04029-200",4.0,0.0,0.0,0.0048,HTMX11,2024,26.6
Ibis Ibirapuera,"796,34 m2","Avenida Santo Amaro, 1411, Vila Nova Conceição, São Paulo/SP, Brasil, 04506-000",40.0,0.0,0.0,0.0040999999999999995,HTMX11,2024,796.34
Meliá Jardim Europa,"23,10 m2","Rua João Cachoeira 111, São Paulo, SP, 04535-01",2.0,0.0,0.0,0.0038,HTMX11,2024,23.1
Estanplaza Nações Unidas,"19,99 m2","Rua Guararapes 1889,São Paulo, SP, 04561-004",5.0,0.0,0.0,0.0025,HTMX11,2024,19.99
Staybridge Suites São Paulo,"22,62 m2","Rua Bandeira Paulista 555, São Paulo, SP, 04532-011",42.0,0.0,0.0,0.0487,HTMX11,2023,22.62
Ibis Congonhas,"20,00 m2","Rua Baronesa de Bela Vista, 801 - Vila Congonhas, São Paulo, SP, 04612-002",50.0,0.0,0.0,0.0446,HTMX11,2023,20.0
Ibis São Paulo Morumbi,"1,01 m2","Av. Roque Petroni Júnior, 800 - Torre I - Brooklin, São Paulo - SP, 04707-000",56.0,0.0,0.0,0.038599999999999995,HTMX11,2023,1.01
Gran Estanplaza,"88.518,00 m2","Rua Arizona 1517,São Paulo, SP, 04567-010",51.0,0.0,0.0,0.0373,HTMX11,2023,88518.0
Ibis Styles Faria Lima,"1,36 m2","Avenida Brigadeiro Faria Lima, 3989, Itaim Bibi, São Paulo/SP, Brasil, 00004-538",74.0,0.0,0.0,0.0335,HTMX11,2023,1.36
Estanplaza International,"1,11 m2","Rua Fernandes Moreira 1293, São Paulo, SP, 04716-003",40.0,0.0,0.0,0.0215,HTMX11,2023,1.11
Intercity Paulista,"63.270,00 m2","Rua Haddok Lobo 294,São Paulo, SP, 01414-000",21.0,0.0,0.0,0.015300000000000001,HTMX11,2023,63270.0
Estanplaza Funchal,"79.037,00 m2","R. Funchal 281,São Paulo, SP, 04551-060",25.0,0.0,0.0,0.013000000000000001,HTMX11,2023,79037.0
Blue Tree Faria Lima,"35.426,00 m2","Av. Brigadeiro Faria Lima 3989, São Paulo, SP, 04538-133",8.0,0.0,0.0,0.0077,HTMX11,2023,35426.0
Estanplaza Berrini,"57.852,00 m2","Av. Eng. Luís Carlos Berrini 853, São Paulo, SP, 04571-000",20.0,0.0,0.0,0.0067,HTMX11,2023,57852.0
Intercity Nações Unidas,"42.209,00 m2","Rua Fernandes Moreira 1371,São Paulo, SP, 04716-003",8.0,0.0,0.0,0.0058,HTMX11,2023,42209.0
Ibis Budget Jardins,"26.298,00 m2","Av. Nove de Julho 3957, São Paulo, SP, 01407-000",10.0,0.0,0.0,0.0052,HTMX11,2023,26298.0
Innside By Melia Iguatemi,"25.902,00 m2","Rua Iguatemi 150, São Paulo, SP, 01451-010",9.0,0.0,0.0,0.005,HTMX11,2023,25902.0
Estanplaza Ibirapuera,"39.950,00 m2","Av. Jandira 501, São Paulo, SP, 04080-001",13.0,0.0,0.0,0.0040999999999999995,HTMX11,2023,39950.0
Ibis São Paulo Paulista,"14.160,00 m2","Av. Paulista 2355, São Paulo, SP, 01311-300",5.0,0.0,0.0,0.0038,HTMX11,2023,14160.0
Ibis Budget Paulista,"19.747,00 m2","Rua da Consolação 2303, São Paulo, SP, 01301-100",6.0,0.0,0.0,0.0034000000000000002,HTMX11,2023,19747.0
Wyndham São Paulo Paulista,"94.656,00 m2","Alameda Campinas 540, São Paulo, SP, 01404-000",10.0,0.0,0.0,0.0028000000000000004,HTMX11,2023,94656.0
Meliá Jardim Europa,"23.096,00 m2","Rua João Cachoeira 111, São Paulo, SP, 04535-010",3.0,0.0,0.0,0.0027,HTMX11,2023,23096.0
Intercity Premium Ibirapuera,"26.600,00 m2","Av. Ibirapuera 2577, São Paulo, SP, 04029-200",4.0,0.0,0.0,0.0026,HTMX11,2023,26600.0
Wyndham Berrini,"26.127,00 m2","Rua Heinrich Hertz 14,São Paulo, SP, 04575-000",6.0,0.0,0.0,0.0025,HTMX11,2023,26127.0
Park Inn by Radisson Berrini,"19.747,00 m2","Rua Quintana 963,São Paulo, SP, 04569-011",6.0,0.0,0.0,0.0024,HTMX11,2023,19747.0
Estanplaza Nações Unidas,"19.991,00 m2","Rua Guararapes 1889,São Paulo, SP, 04561-004",5.0,0.0,0.0,0.0013,HTMX11,2023,19991.0
Staybridge Suites São Paulo,"22.616,97 m2","Rua Bandeira Paulista 555, 107, São Paulo, SP, 04532-011",61.0,0.0,0.0,0.221,HTMX11,2022,22616.97
Gran Estanplaza,"885,18 m2","Rua Arizona 1517, 107, São Paulo, SP, 04567-010",51.0,0.0,0.0,0.1362,HTMX11,2022,885.18
Ibis Congonhas,"0,00 m2","Rua Baronesa de Bela Vista, 801, Vila Congonhas, São Paulo, SP, 04612-002",50.0,0.0,0.0,0.106,HTMX11,2022,0.0
Ibis São Paulo Morumbi,"1.008,00 m2","Av Roque Petroni Jr. 801, 107, São Paulo, SP, 04707-055",56.0,0.0,0.0,0.09480000000000001,HTMX11,2022,1008.0
Ibis Styles Faria Lima,"1.360,86 m2","Rua Tavares Cabral 61, 107, São Paulo, SP, 54223-030",74.0,0.0,0.0,0.060700000000000004,HTMX11,2022,1360.86
Intercity Paulista,"632,70 m2","Rua Haddok Lobo 294, 107, São Paulo, SP, 01414-000",21.0,0.0,0.0,0.039900000000000005,HTMX11,2022,632.7
Estanplaza Funchal,"790,37 m2","R. Funchal 281, 107, São Paulo, SP, 04551-060",25.0,0.0,0.0,0.0384,HTMX11,2022,790.37
Estanplaza International,"1.112,74 m2","Rua Fernandes Moreira 1293, 107, São Paulo, SP, 04716-003",40.0,0.0,0.0,0.0336,HTMX11,2022,1112.74
Estanplaza Berrini,"578,52 m2","Av. Eng. Luís Carlos Berrini 853, 107, São Paulo, SP, 04571-000",20.0,0.0,0.0,0.0208,HTMX11,2022,578.52
Blue Tree Faria Lima,"354,26 m2","Av. Briga Faria Lima 3989, 107, São Paulo, SP, 04538-133",8.0,0.0,0.0,0.0199,HTMX11,2022,354.26
Innside By Melia Iguatemi,"259,02 m2","Rua Iguatemi 150, 107, São Paulo, SP, 01451-010",9.0,0.0,0.0,0.0184,HTMX11,2022,259.02
Intercity Nações Unidas,"422,09 m2","Rua Fernandes Moreira 1371, 107, São Paulo, SP, 04716-003",9.0,0.0,0.0,0.0176,HTMX11,2022,422.09
Ibis Budget Jardins,"262,98 m2","Av. Nove de Julho 3957, 107, São Paulo, SP, 01407-000",10.0,0.0,0.0,0.0152,HTMX11,2022,262.98
Estanplaza Ibirapuera,"399,50 m2","Av. Jandira 501, 107, São Paulo, SP, 04080-001",13.0,0.0,0.0,0.0141,HTMX11,2022,399.5
Ibis São Paulo Paulista,"141,60 m2","Av. Paulista 2355, 107, São Paulo, SP, 01311-300",5.0,0.0,0.0,0.011000000000000001,HTMX11,2022,141.6
