Ticker,Trimestre,Lucro líquido,Outras desp/receitas,Res. imóveis estoque,Res. imóveis renda,Resultado TVM,Resultado financeiro
EURO11,4T2019,-5.215,-541,0,-4.691,0,17
EURO11,4T2020,-7.307,-298,419,-7.437,0,9
EURO11,4T2021,12.714,-350,0,13.031,0,34
EURO11,4T2022,6.898,-234,0,7.082,0,50
EURO11,4T2023,6.890,-255,0,7.094,0,50
EVBI11,1T2021,2.045,-616,0,2.647,0,14
EVBI11,1T2022,2.339,-410,0,2.279,0,469
EVBI11,1T2023,4.576,-2.602,0,6.584,0,595
EVBI11,1T2024,6.096,-1.789,0,7.216,0,669
EVBI11,2T2021,5.212,-227,0,5.422,0,17
EVBI11,2T2023,4.398,-3.762,0,7.456,0,704
EVBI11,2T2024,10.997,-1.069,0,11.220,539,307
EVBI11,3T2022,4.373,-1.184,0,4.675,0,882
EVBI11,4T2021,2.024,-1.580,0,3.347,0,257
EVBI11,4T2022,3.195,-2.638,0,4.859,1,973
EVBI11,4T2023,3.804,-755,0,4.242,0,317
FAED11,1T2017,3.182,-141,0,3.278,0,45
FAED11,1T2018,2.829,-137,0,2.945,0,21
FAED11,1T2019,2.952,-162,0,3.092,0,21
FAED11,1T2020,3.056,-191,0,3.232,0,16
FAED11,1T2021,2.458,-194,0,2.644,0,8
FAED11,1T2022,2.585,-204,0,2.741,0,48
FAED11,1T2024,3.160,-209,0,3.254,0,115
FAED11,2T2017,5.750,-272,0,5.937,0,85
FAED11,2T2018,2.936,-135,0,3.050,0,21
FAED11,2T2019,3.002,-150,0,3.129,0,23
FAED11,2T2020,2.337,-155,0,2.480,0,12
FAED11,2T2021,2.189,-190,0,2.366,0,13
FAED11,2T2022,2.942,-199,0,3.082,0,58
FAED11,2T2023,2.965,-213,0,3.112,0,66
FAED11,2T2024,3.258,-208,0,3.406,0,60
FAED11,3T2017,2.768,-131,0,2.865,0,34
FAED11,3T2018,2.901,-121,0,3.001,0,21
FAED11,3T2019,2.996,-156,0,3.129,0,23
FAED11,3T2020,2.493,-181,0,2.668,0,6
FAED11,3T2021,2.200,-189,0,2.366,0,23
FAED11,3T2022,2.948,-199,0,3.082,0,64
FAED11,3T2023,2.898,-206,0,3.036,0,68
FAED11,4T2017,-3.483,-132,0,-3.375,0,25
FAED11,4T2018,34.233,-131,0,34.344,0,21
FAED11,4T2019,13.103,-160,0,13.244,0,19
FAED11,4T2020,8.066,-223,0,8.280,0,9
FAED11,4T2021,3.697,-188,0,3.851,0,34
FAED11,4T2022,3.923,-210,0,4.061,0,73
FAED11,4T2023,6.881,-270,0,7.090,0,61
FATN11,1T2020,338,-76,0,399,0,14
FATN11,1T2021,1.328,-151,0,1.479,0,1
FATN11,1T2022,1.699,-555,0,2.168,0,86
FATN11,1T2023,3.274,-320,0,3.524,0,70
FATN11,1T2024,6.941,-837,0,7.245,0,533
FATN11,2T2020,521,-174,0,686,0,9
FATN11,2T2021,1.294,-165,0,1.412,0,47
FATN11,2T2022,2.953,50,0,2.748,0,155
FATN11,2T2023,3.393,-379,0,3.699,0,73
FATN11,2T2024,7.624,-1.145,0,7.837,0,932
FATN11,3T2020,1.156,-122,0,1.276,0,2
FATN11,3T2021,1.583,-211,0,1.700,0,93
FATN11,3T2022,2.968,-252,0,3.013,0,207
FATN11,3T2023,3.947,-501,0,4.361,0,86
FATN11,4T2020,621,-162,0,781,0,2
FATN11,4T2021,2.648,-261,0,2.844,0,66
FATN11,4T2022,641,-375,0,826,0,190
FCFL11,1T2017,5.800,-273,0,5.993,0,80
FCFL11,1T2018,5.525,-366,0,5.849,0,42
FCFL11,1T2019,6.106,-392,0,6.448,0,50
FCFL11,1T2020,5.829,-336,0,6.151,0,14
FCFL11,1T2021,6.474,-901,0,7.366,0,8
FCFL11,1T2022,8.784,-571,0,9.284,0,71
FCFL11,1T2023,8.514,-406,0,8.831,0,89
FCFL11,1T2024,8.916,-385,0,9.218,0,84
FCFL11,2T2017,11.511,-629,0,11.995,0,144
FCFL11,2T2018,5.674,-332,0,5.963,0,42
FCFL11,2T2019,6.167,-334,0,6.450,0,51
FCFL11,2T2020,5.978,-449,0,6.413,0,13
FCFL11,2T2021,6.809,-893,0,7.685,0,17
FCFL11,2T2022,8.697,-813,0,9.436,0,74
FCFL11,2T2023,8.396,-517,0,8.822,0,91
FCFL11,2T2024,8.951,-390,0,9.252,0,89
FCFL11,3T2017,5.678,-352,0,5.964,0,65
FCFL11,3T2018,5.786,-340,0,6.079,0,47
FCFL11,3T2019,6.256,-312,0,6.511,0,57
FCFL11,3T2020,5.505,-349,0,5.832,0,23
FCFL11,3T2021,7.720,-681,0,8.373,0,28
FCFL11,3T2022,8.801,-566,0,9.282,0,85
FCFL11,3T2023,8.498,-512,0,8.914,0,95
FCFL11,4T2017,23.787,-395,0,24.136,0,47
FCFL11,4T2018,43.625,-314,0,43.895,0,45
FCFL11,4T2019,58.744,-298,0,59.000,0,41
FCFL11,4T2020,-9.940,-939,0,-9.015,0,15
FCFL11,4T2021,19.453,-773,0,20.178,0,47
FCFL11,4T2022,47.590,-574,0,48.081,0,83
FCFL11,4T2023,28.776,-514,0,29.203,0,86
FGAA11,1T2022,5.235,-865,0,0,4.674,1.427
FGAA11,1T2024,14.323,-1.201,0,0,15.304,221
FGAA11,2T2022,3.451,-616,0,0,3.614,453
FGAA11,2T2023,14.103,-1.249,0,0,14.862,490
FGAA11,2T2024,15.091,-1.115,0,0,16.085,120
FGAA11,3T2023,13.081,-1.419,0,0,13.829,672
FIGS11,1T2017,2.174,-295,0,2.469,0,0
FIGS11,1T2018,6.648,3.562,0,3.073,0,13
FIGS11,1T2019,7.443,4.045,0,3.383,0,15
FIGS11,1T2020,1.622,-438,0,1.958,0,103
FIGS11,1T2021,1.355,-302,0,1.615,0,42
FIGS11,1T2022,2.472,-263,0,2.506,0,229
FIGS11,1T2023,2.881,-233,0,2.785,214,115
FIGS11,1T2024,3.140,-276,0,3.215,165,36
FIGS11,2T2017,2.518,-340,0,2.859,0,0
FIGS11,2T2018,7.281,4.416,0,2.854,0,11
FIGS11,2T2019,9.475,-134,0,9.581,0,27
FIGS11,2T2020,-1.019,-330,0,-761,0,72
FIGS11,2T2021,1.364,-279,0,1.571,0,72
FIGS11,2T2022,3.252,-307,0,3.283,0,276
FIGS11,2T2023,3.156,-150,0,3.705,-488,90
FIGS11,2T2024,4.064,-263,0,3.829,470,28
FIGS11,3T2017,1.728,-395,0,2.123,0,0
FIGS11,3T2018,7.428,4.494,0,2.923,0,11
FIGS11,3T2019,1.466,-217,0,1.676,0,6
FIGS11,3T2020,1.820,-292,0,2.078,0,34
FIGS11,3T2021,2.650,-375,0,2.913,0,112
FIGS11,3T2022,3.593,-248,0,3.529,0,312
FIGS11,3T2023,4.702,-290,0,4.133,806,54
FIGS11,4T2017,2.883,-440,0,3.308,0,14
FIGS11,4T2018,7.636,4.373,0,3.251,13,0
FIGS11,4T2019,18.302,-387,0,18.668,0,21
FIGS11,4T2020,-8.003,-289,0,-7.754,0,40
FIGS11,4T2021,18.215,-254,0,18.301,0,168
FIGS11,4T2022,-62.524,-201,0,-62.634,123,188
FIGS11,4T2023,18.521,-329,0,18.447,365,38
FIIB11,1T2017,4.687,-282,0,4.847,0,123
FIIB11,1T2018,4.814,-250,0,5.015,0,50
FIIB11,1T2019,5.400,-339,0,5.679,0,60
FIIB11,1T2020,5.509,-469,0,5.964,0,13
FIIB11,1T2021,5.628,-421,0,6.048,0,0
FIIB11,1T2022,5.881,-406,0,6.220,0,67
FIIB11,1T2023,6.081,-727,0,6.773,0,35
FIIB11,1T2024,6.654,-433,0,6.998,0,89
FIIB11,2T2017,9.876,-659,0,10.315,0,221
FIIB11,2T2018,5.757,272,0,5.435,0,50
FIIB11,2T2019,5.724,-399,0,6.079,0,44
FIIB11,2T2020,5.703,-535,0,6.200,0,38
FIIB11,2T2021,6.445,-356,0,6.792,0,9
FIIB11,2T2022,6.876,-405,0,7.185,0,97
FIIB11,2T2023,7.350,-497,0,7.747,0,100
FIIB11,2T2024,7.445,-485,0,7.881,0,49
FIIB11,3T2017,10.109,-217,0,10.236,0,91
FIIB11,3T2018,5.452,-281,0,5.690,0,43
FIIB11,3T2019,5.506,-391,0,5.854,0,42
FIIB11,3T2020,6.304,-490,0,6.763,0,31
FIIB11,3T2021,7.235,-362,0,7.570,0,27
FIIB11,3T2022,6.990,-432,0,7.291,0,131
FIIB11,3T2023,7.766,-438,0,8.006,0,199
FIIB11,4T2017,26.905,-471,0,27.301,0,74
FIIB11,4T2018,5.452,-281,0,5.690,0,43
FIIB11,4T2019,27.530,-428,0,27.931,0,27
FIIB11,4T2020,16.641,-387,0,17.035,0,-8
FIIB11,4T2021,17.534,-508,0,18.010,0,32
FIIB11,4T2022,11.392,-389,0,11.732,0,50
FIIB11,4T2023,14.937,-404,0,15.282,0,59
FIVN11,1T2017,17.025,-172,0,17.197,0,0
FIVN11,1T2018,-46,-162,0,116,0,0
FIVN11,1T2019,26,-151,0,177,0,0
FIVN11,1T2020,6,-176,0,182,0,0
FIVN11,1T2021,-110,-152,0,41,0,0
FIVN11,1T2022,-97,-152,0,55,0,0
FIVN11,1T2023,-141,-209,0,68,0,0
FIVN11,1T2024,-58,-109,0,51,0,0
FIVN11,2T2017,-0,-172,0,172,0,0
FIVN11,2T2018,37,-140,0,177,0,0
FIVN11,2T2019,14,-166,0,180,0,0
FIVN11,2T2020,-19,-203,0,184,0,0
FIVN11,2T2021,-141,-183,0,41,0,0
FIVN11,2T2022,-148,-190,0,42,0,0
FIVN11,2T2023,-20,-71,0,51,0,0
FIVN11,2T2024,-132,-155,0,23,0,0
FIVN11,3T2017,35,-141,0,177,0,0
FIVN11,3T2018,20,-157,0,177,0,0
FIVN11,3T2019,31,-153,0,184,0,0
FIVN11,3T2020,23,-163,0,186,0,0
FIVN11,3T2021,-118,-149,0,31,0,0
FIVN11,3T2022,-104,-159,0,55,0,0
FIVN11,3T2023,-149,-252,0,103,0,0
FIVN11,4T2017,-46,-162,0,116,0,0
FIVN11,4T2018,7,-168,0,174,0,0
FIVN11,4T2019,14,-168,0,182,0,0
FIVN11,4T2020,-4.496,-264,0,-4.232,0,0
FIVN11,4T2021,1.201,1.636,0,-435,0,0
FIVN11,4T2022,6.987,-225,0,7.212,0,0
FIVN11,4T2023,0,0,0,0,0,0
FLCR11,1T2021,1.151,-220,0,0,1.308,62
FLCR11,1T2022,3.015,-437,0,0,3.381,71
FLCR11,1T2023,1.847,-241,0,0,1.877,212
FLCR11,1T2024,866,-206,0,0,939,133
FLCR11,2T2021,1.359,-174,0,0,1.477,55
FLCR11,2T2023,3.433,-256,0,0,3.513,176
FLCR11,2T2024,1.018,-208,0,0,1.108,118
FLCR11,3T2021,1.664,-217,0,0,1.794,86
FLCR11,3T2023,1.391,-242,0,0,1.378,254
FLCR11,4T2021,2.212,-130,0,0,2.294,48
FLCR11,4T2022,1.321,-187,0,0,1.315,193
FLCR11,4T2023,2.271,-288,0,0,2.279,281
FLMA11,1T2017,2.346,-392,0,2.607,0,131
FLMA11,1T2018,2.436,-292,0,2.664,0,64
FLMA11,1T2019,2.949,-353,0,3.245,0,57
FLMA11,1T2020,2.678,-586,0,3.223,0,41
FLMA11,1T2021,2.055,-517,0,2.554,0,17
FLMA11,1T2022,3.205,-265,0,3.339,0,131
FLMA11,1T2023,3.910,-291,0,4.148,0,53
FLMA11,1T2024,4.154,-268,0,4.347,0,75
FLMA11,2T2017,2.423,-379,0,2.698,0,105
FLMA11,2T2018,2.718,-340,0,2.991,0,67
FLMA11,2T2019,3.304,-480,0,3.724,0,59
FLMA11,2T2020,1.615,-658,0,2.247,0,26
FLMA11,2T2021,1.580,-646,0,2.188,0,38
FLMA11,2T2022,3.642,-325,0,3.838,0,130
FLMA11,2T2023,2.729,-303,0,2.953,0,78
FLMA11,2T2024,4.636,-323,0,4.877,0,82
FLMA11,3T2017,2.288,-331,0,2.526,0,93
FLMA11,3T2018,3.094,-348,0,3.374,0,68
FLMA11,3T2019,3.182,-560,0,3.676,0,66
FLMA11,3T2020,1.643,-421,0,2.053,0,10
FLMA11,3T2021,2.423,-312,0,2.652,0,84
FLMA11,3T2022,3.934,-286,0,4.105,0,116
FLMA11,3T2023,4.234,-278,0,4.418,0,94
FLMA11,4T2017,2.375,-378,0,2.681,0,72
FLMA11,4T2018,12.026,-371,0,12.332,0,65
FLMA11,4T2019,3.185,-775,0,3.909,0,52
FLMA11,4T2020,16.062,-448,0,16.493,0,17
FLMA11,4T2021,4.005,-581,0,4.488,0,98
FLMA11,4T2022,8.267,-324,0,8.466,0,125
FLMA11,4T2023,82.155,-312,0,82.380,0,87
FLRP11,1T2017,1.147,-119,0,1.245,0,22
FLRP11,1T2018,1.187,-230,0,1.400,0,16
FLRP11,1T2019,1.298,-244,0,1.521,0,21
FLRP11,1T2020,1.403,-149,0,1.543,0,9
FLRP11,1T2021,1.172,-153,0,1.315,0,10
FLRP11,1T2022,1.851,-207,0,2.006,0,52
FLRP11,1T2023,2.757,-220,0,2.911,0,66
FLRP11,1T2024,2.747,-240,0,2.952,0,36
FLRP11,2T2017,1.843,-265,0,2.065,0,43
FLRP11,2T2018,1.073,-157,0,1.201,0,28
FLRP11,2T2019,1.013,-263,0,1.273,0,4
FLRP11,2T2020,1.580,-151,0,1.722,0,10
FLRP11,2T2021,882,-179,0,1.050,0,11
FLRP11,2T2022,1.975,-197,0,2.112,0,61
FLRP11,2T2023,2.564,-266,0,2.767,0,63
FLRP11,2T2024,2.620,-246,0,2.826,0,40
FLRP11,3T2017,874,-115,0,943,0,46
FLRP11,3T2018,1.029,-152,0,1.139,0,42
FLRP11,3T2019,1.134,-153,0,1.277,0,11
FLRP11,3T2020,1.580,-153,0,1.732,0,2
FLRP11,3T2021,1.126,-189,0,1.297,0,18
FLRP11,3T2022,2.295,-205,0,2.434,0,66
FLRP11,3T2023,2.598,-231,0,2.775,0,54
FLRP11,4T2017,10.371,-171,0,10.518,0,24
FLRP11,4T2018,-1.421,-172,0,-1.282,0,33
FLRP11,4T2019,17.496,-220,0,17.700,0,16
FLRP11,4T2020,-2.814,-150,0,-2.670,0,6
FLRP11,4T2021,5.465,-195,0,5.631,0,28
FLRP11,4T2023,34.501,-223,0,34.684,0,41
FMOF11,1T2017,458,-667,0,1.095,0,30
FMOF11,1T2018,470,-683,0,1.137,0,17
FMOF11,1T2019,52,-635,0,670,0,16
FMOF11,1T2020,157,-667,0,816,0,9
FMOF11,1T2021,40,-606,0,643,0,3
FMOF11,1T2022,36,-57,0,74,0,18
FMOF11,1T2023,51,-52,0,78,0,24
FMOF11,1T2024,176,-49,0,201,0,25
FMOF11,2T2017,752,-1.455,0,2.149,0,57
FMOF11,2T2018,400,-731,0,1.116,0,15
FMOF11,2T2019,162,-637,0,782,0,16
FMOF11,2T2020,70,-649,0,712,0,7
FMOF11,2T2021,-93,-275,0,577,-401,6
FMOF11,2T2022,-8,-101,0,73,20,0
FMOF11,2T2023,59,-65,0,100,0,24
FMOF11,2T2024,155,-238,0,368,0,25
FMOF11,3T2017,331,-746,0,1.054,0,23
FMOF11,3T2018,414,-713,0,1.110,0,17
FMOF11,3T2019,204,-560,0,749,0,15
FMOF11,3T2020,219,-606,0,822,0,3
FMOF11,3T2021,-48,-41,0,-17,0,10
FMOF11,3T2022,63,-52,0,89,26,0
FMOF11,3T2023,196,-58,0,233,0,21
FMOF11,4T2017,160,-1.473,0,1.593,0,40
FMOF11,4T2018,1.590,-712,0,2.284,0,18
FMOF11,4T2019,-1.180,-498,0,-694,0,12
FMOF11,4T2020,808,-530,0,1.332,0,5
FMOF11,4T2021,-4.644,-55,0,-4.602,0,12
FMOF11,4T2022,-1.963,-53,0,-1.937,26,0
FMOF11,4T2023,-902,-238,0,-691,0,27
FPAB11,1T2017,4.198,-1.214,0,5.307,0,105
FPAB11,1T2018,4.901,-764,0,5.594,0,71
FPAB11,1T2019,4.235,-2.566,0,6.726,0,76
FPAB11,1T2020,4.775,-2.437,0,7.158,0,54
FPAB11,1T2021,2.678,-10.124,0,12.782,0,21
FPAB11,1T2022,3.759,-387,0,4.038,0,108
FPAB11,1T2023,4.628,-510,0,4.927,0,211
FPAB11,1T2024,1.711,-789,0,2.268,-8,241
FPAB11,2T2017,8.439,-2.421,0,10.659,0,201
FPAB11,2T2018,4.251,-879,0,5.061,0,69
FPAB11,2T2019,4.634,-2.629,0,7.181,0,82
FPAB11,2T2020,3.384,-4.073,0,7.420,0,37
FPAB11,2T2021,2.709,-7.918,0,10.600,0,27
FPAB11,2T2022,3.750,-348,0,3.968,0,130
FPAB11,2T2023,732,-617,0,744,0,605
FPAB11,2T2024,1.938,-1.011,0,2.683,-3,269
FPAB11,3T2017,4.497,-1.031,0,5.434,0,93
FPAB11,3T2018,10.031,-2.074,0,12.015,0,90
FPAB11,3T2019,6.293,-1.119,0,7.321,0,91
FPAB11,3T2020,5.079,-10.263,0,15.347,0,-5
FPAB11,3T2021,2.813,-253,0,3.015,0,51
FPAB11,3T2022,3.879,-359,0,4.074,0,164
FPAB11,3T2023,5.744,-927,0,6.337,0,334
FPAB11,4T2017,-5.476,-2.890,0,-2.750,0,164
FPAB11,4T2018,22.623,-1.373,0,23.900,0,95
FPAB11,4T2019,32.592,-3.305,0,35.824,0,73
FPAB11,4T2020,29.418,-8.589,0,37.982,0,25
FPAB11,4T2021,-26.058,-360,0,-25.773,0,74
FPAB11,4T2022,-22.861,-293,0,-22.737,0,168
FPAB11,4T2023,-23.171,-238,0,-23.248,0,314
FVPQ11,1T2017,7.030,-392,0,7.362,0,61
FVPQ11,1T2018,7.759,-366,0,8.025,0,100
FVPQ11,1T2019,9.585,-388,0,9.856,0,117
FVPQ11,1T2020,8.417,-361,0,8.686,0,92
FVPQ11,1T2021,4.973,-324,0,5.268,0,29
FVPQ11,1T2022,5.599,-383,0,5.808,0,174
FVPQ11,1T2023,6.807,-425,0,6.938,0,294
FVPQ11,1T2024,5.213,-418,0,5.453,0,178
FVPQ11,2T2017,7.581,-385,0,7.912,0,54
FVPQ11,2T2018,7.574,-367,0,7.831,0,110
FVPQ11,2T2019,9.240,-328,0,9.431,0,138
FVPQ11,2T2020,-1.851,-311,0,-1.599,0,58
FVPQ11,2T2021,520,-429,0,914,0,35
FVPQ11,2T2022,6.754,-437,0,7.002,0,189
FVPQ11,2T2023,11.351,-498,0,11.591,0,258
FVPQ11,2T2024,6.229,-459,0,6.530,0,158
FVPQ11,3T2017,8.164,-287,0,8.394,0,57
FVPQ11,3T2018,9.250,-350,0,9.485,0,116
FVPQ11,3T2019,8.671,-293,0,8.792,0,173
FVPQ11,3T2020,-983,-312,0,-691,0,20
FVPQ11,3T2021,4.292,-404,0,4.530,0,165
FVPQ11,3T2022,5.855,-441,0,6.087,0,208
FVPQ11,3T2023,8.291,76,0,7.913,0,302
FVPQ11,4T2017,20.200,-477,0,20.599,0,78
FVPQ11,4T2018,32.022,-341,0,32.249,0,114
FVPQ11,4T2019,87.804,-383,0,88.060,0,127
FVPQ11,4T2020,-45.973,-329,0,-45.674,0,29
FVPQ11,4T2021,11.988,-827,0,12.608,0,207
FVPQ11,4T2022,-10.123,-464,0,-9.898,0,239
FVPQ11,4T2023,6.833,-526,0,7.132,0,227
FZDA11,1T2023,-280,-382,0,-4,0,105
FZDA11,1T2024,454,400,0,-1,0,55
FZDA11,2T2022,-84,-208,0,0,0,124
FZDA11,2T2023,194.700,-30.732,0,225.339,0,93
FZDA11,2T2024,-78.041,14.049,0,-92.153,0,62
FZDA11,3T2022,-262,-388,0,0,0,126
FZDA11,3T2023,-20,35,0,-139,0,84
FZDA11,4T2022,-288,-399,0,0,0,112
GAME11,1T2022,8.615,-629,0,0,9.245,0
GAME11,1T2024,3.655,-590,0,0,4.482,-236
GAME11,2T2023,10.848,-615,0,0,11.056,407
GAME11,2T2024,-3.888,-679,0,0,-3.567,357
GAME11,3T2021,23,-44,0,0,67,0
GAME11,3T2023,-1.535,-636,0,0,-1.073,174
GAME11,4T2021,7.180,-571,0,0,7.751,0
GAME11,4T2023,7.869,-597,0,0,8.410,56
GARE11,1T2021,4.543,-15.257,0,18.238,1.459,102
GARE11,1T2022,51.159,29.966,0,19.910,1.266,18
GARE11,1T2023,10.380,-13.494,0,21.025,2.682,167
GARE11,1T2024,-2.725,-6.010,0,1,2.967,318
GARE11,2T2021,5.039,-15.628,0,19.445,1.211,11
GARE11,2T2022,9.326,-12.567,0,20.860,1.010,23
GARE11,2T2023,8.588,-13.551,0,21.262,838,40
GARE11,2T2024,73.768,-13.833,0,83.578,3.789,234
GARE11,3T2021,6.325,-14.723,0,19.184,1.856,8
GARE11,3T2022,14.618,-6.837,0,21.163,254,38
GARE11,3T2023,13.540,-7.813,0,21.451,-221,123
GARE11,4T2021,129.128,-28.242,0,155.958,1.389,23
GARE11,4T2023,65.384,-10.200,0,69.597,5.399,588
GCRA11,1T2022,2.465,-217,0,0,2.509,172
GCRA11,1T2023,6.896,-587,0,0,7.372,110
GCRA11,2T2022,3.339,-222,0,0,3.526,35
GCRA11,3T2022,5.621,-652,0,0,5.450,823
GCRA11,4T2022,6.396,-729,0,0,6.861,264
GCRI11,1T2021,2.957,-107,0,0,3.053,11
GCRI11,1T2022,2.297,-289,0,0,2.526,60
GCRI11,1T2023,4.856,-380,0,0,5.196,40
GCRI11,1T2024,3.525,-625,0,0,4.056,93
GCRI11,2T2021,2.085,-436,0,0,2.484,37
GCRI11,2T2022,3.628,-296,0,0,3.835,89
GCRI11,2T2023,5.484,-588,0,0,5.937,135
GCRI11,2T2024,-4.879,-252,0,0,-4.709,82
GCRI11,3T2021,3.026,-267,0,0,3.261,32
GCRI11,3T2022,2.555,-488,0,0,2.818,225
GCRI11,3T2023,814,-553,0,0,1.187,181
GCRI11,4T2021,2.622,-334,0,0,2.917,39
GCRI11,4T2022,1.482,-278,0,0,1.712,49
GCRI11,4T2023,5.880,-440,0,0,6.174,147
GGRC11,1T2018,27.427,-2.374,0,27.595,0,2.205
GGRC11,1T2019,10.061,-2.753,0,11.282,0,1.531
GGRC11,1T2020,15.091,-2.798,0,16.951,0,939
GGRC11,1T2021,15.538,-3.114,0,17.878,0,774
GGRC11,1T2022,9.755,-4.038,0,13.436,0,357
GGRC11,1T2023,32.831,-7.545,0,39.494,0,882
GGRC11,2T2018,41.178,-1.606,0,42.324,0,459
GGRC11,2T2019,22.925,-2.615,0,22.798,0,2.743
GGRC11,2T2020,52.841,-2.512,0,54.783,0,570
GGRC11,2T2021,72.675,-2.822,0,74.524,0,972
GGRC11,2T2022,50.133,-5.507,0,55.322,0,317
GGRC11,2T2023,-66.974,-5.295,0,-62.473,106,688
GGRC11,2T2024,42.019,1.703,0,36.545,2.741,1.030
GGRC11,3T2018,7.928,-1.494,0,9.243,0,179
GGRC11,3T2019,16.201,-2.871,0,17.126,0,1.945
GGRC11,3T2020,11.621,-2.989,0,14.372,0,239
GGRC11,3T2021,19.402,-3.075,0,21.522,0,956
GGRC11,3T2022,-50.814,-4.444,0,-46.888,0,517
GGRC11,3T2023,20.532,-5.896,0,25.507,-107,1.028
GGRC11,4T2018,440,-1.733,0,1.781,0,392
GGRC11,4T2019,19.289,-3.546,0,21.399,0,1.436
GGRC11,4T2021,20.650,-2.673,0,23.072,0,251
GGRC11,4T2022,20.481,-4.156,0,24.224,0,413
GGRC11,4T2023,20.191,-5.000,0,22.870,0,2.321
GLOG11,1T2021,171,-9,0,148,0,32
GLOG11,1T2022,2.393,-137,0,2.433,45,52
GLOG11,1T2023,1.600,-203,0,1.759,-5,49
GLOG11,1T2024,1.142,-210,0,1.289,43,20
GLOG11,2T2021,1.565,-58,0,1.601,-30,52
GLOG11,2T2022,4.181,-350,0,4.377,47,106
GLOG11,2T2023,3.206,-459,0,3.481,94,90
GLOG11,2T2024,1.965,-392,0,2.268,51,38
GLOG11,3T2022,1.709,-155,0,1.858,-46,53
GLOG11,3T2023,1.695,-249,0,1.892,21,32
GLOG11,4T2021,6.284,668,0,5.497,49,69
GLOG11,4T2022,5.890,-505,0,6.236,1,159
GLOG11,4T2023,4.838,-432,0,5.166,46,58
GRLV11,1T2017,2.458,-370,0,2.767,0,61
GRLV11,1T2018,2.369,-337,0,2.672,0,34
GRLV11,1T2019,5.418,-219,0,5.596,0,41
GRLV11,1T2020,2.115,-280,0,2.371,0,24
GRLV11,2T2017,2.407,-368,0,2.721,0,53
GRLV11,2T2018,2.454,-313,0,2.731,0,35
GRLV11,2T2019,-2.331,-304,0,-2.074,0,47
GRLV11,2T2020,2.523,-278,0,2.783,0,19
GRLV11,3T2017,2.370,-400,0,2.722,0,48
GRLV11,3T2018,2.465,-269,0,2.697,0,37
GRLV11,3T2019,2.070,-280,0,2.311,0,39
GRLV11,3T2020,2.416,-313,0,2.719,0,10
GRLV11,4T2017,9.931,-430,0,10.325,0,35
GRLV11,4T2018,-6.460,-227,0,-6.269,0,36
GRLV11,4T2019,26.394,-285,0,26.648,31,0
GRLV11,4T2020,17.667,-1.179,0,18.800,0,47
GSFI11,1T2019,4.985,-246,0,0,5.226,4
GSFI11,1T2020,-26,-1.128,0,0,1.100,1
GSFI11,1T2022,-8.594,-2.742,0,19.176,-28.732,3.704
GSFI11,1T2023,-4.806,-2.664,0,21.006,-23.401,254
GSFI11,1T2024,13.730,6.385,0,26.395,-19.300,252
GSFI11,2T2019,-4.484,-1.651,0,0,-2.844,12
GSFI11,2T2020,536,-215,0,0,750,1
GSFI11,2T2021,-23.464,-2.360,0,14.974,-36.082,4
GSFI11,2T2022,-6.353,-2.815,0,23.697,-28.353,1.118
GSFI11,2T2023,4.684,-2.692,0,23.729,-16.827,474
GSFI11,2T2024,9.855,-1.981,0,27.000,-15.421,257
GSFI11,3T2019,-747,-1.902,0,0,1.150,4
GSFI11,3T2020,-114,-650,0,0,536,0
GSFI11,3T2021,-2.340,-1.500,0,24.862,-27.418,1.717
GSFI11,3T2022,19.811,-2.956,0,25.148,-3.031,649
GSFI11,3T2023,9.491,-2.845,0,24.021,-11.999,314
GSFI11,4T2019,-480,-1.084,0,0,600,3
GSFI11,4T2022,50.463,-3.870,0,71.558,-17.562,337
GSFI11,4T2023,13.104,-2.886,0,30.638,-15.033,385
GTWR11,1T2019,11.458,-657,0,12.200,0,-86
GTWR11,1T2020,23.410,-1.676,0,24.988,0,97
GTWR11,1T2021,23.344,-1.668,0,25.011,0,0
GTWR11,1T2022,27.577,-1.265,0,28.659,0,183
GTWR11,1T2023,30.997,-1.229,0,31.864,0,362
GTWR11,1T2024,29.606,-1.380,0,30.604,0,382
GTWR11,2T2019,226.778,-154.414,0,380.888,0,304
GTWR11,2T2020,23.299,-1.672,0,24.907,0,64
GTWR11,2T2021,25.417,-1.593,0,26.967,0,43
GTWR11,2T2022,27.875,-1.169,0,28.809,0,235
GTWR11,2T2023,29.764,-1.225,0,30.602,0,387
GTWR11,2T2024,29.718,-1.381,0,30.711,0,388
GTWR11,3T2019,22.317,-2.254,0,24.324,0,247
GTWR11,3T2020,23.182,-1.746,0,24.900,0,28
GTWR11,3T2021,24.020,-1.942,0,25.888,0,74
GTWR11,3T2022,27.404,-1.370,0,28.485,0,289
GTWR11,3T2023,29.382,-1.524,0,30.487,0,419
GTWR11,4T2019,-37.367,-9.738,0,-27.753,0,125
GTWR11,4T2020,60.332,-1.667,0,61.960,0,39
GTWR11,4T2021,-4.760,-1.291,0,-3.583,0,114
GTWR11,4T2022,-12.271,-1.265,0,-11.318,0,312
GTWR11,4T2023,100.295,-1.314,0,101.216,0,392
HAAA11,1T2021,4.295,-227,0,4.514,0,9
HAAA11,1T2022,6.826,-7.024,0,12.983,740,128
HAAA11,1T2023,1.531,-6.243,0,7.736,-27,66
