Ticker,Trimestre,% despesas,% em caixa,Div. Yield,Inadimplência,Negócios/dia,P/VP,Patrimônio,Qnt. cotas,Qnt. cotistas,VP por cota,Vacância,Valor merc.,Volume diário
RBVA11,2T2022,"0,24%","2,38%","15,81%",0%,1.435,"0,88","1,20 B","11,6 M",43.890,"103,20",0%,"1,05 B","865,69 K"
RBVA11,2T2023,"0,17%","0,55%","12,84%",0%,1.354,"0,98","1,26 B","11,6 M",46.055,"108,41",7%,"1,24 B","789,59 K"
RBVA11,2T2024,"0,23%","5,49%","11,22%",0%,2.772,"1,01","1,35 B","12,5 M",60.213,"108,25",14%,"1,36 B","1,50 M"
RBVA11,3T2019,"0,12%","29,91%","5,47%",0%,257,"1,16","627,74 M","5,7 M",8.785,"109,72",0%,"729,47 M","761,81 K"
RBVA11,3T2020,"0,25%","0,52%","13,98%",0%,1.616,"1,04","1,24 B","10,7 M",34.603,"115,55",1%,"1,28 B","2,66 M"
RBVA11,3T2021,"0,24%","0,24%","14,95%",0%,820,"0,95","1,31 B","11,6 M",42.452,"113,35",1%,"1,25 B","961,11 K"
RBVA11,3T2023,"0,23%","0,56%","11,63%",0%,1.077,"1,05","1,25 B","11,6 M",46.914,"107,94",5%,"1,32 B","798,47 K"
RBVA11,4T2019,"0,46%","3,89%","7,14%",0%,250,"1,34","722,52 M","5,7 M",10.948,"126,29",0%,"966,90 M","744,25 K"
RBVA11,4T2020,"0,25%","3,94%","13,74%",0%,1.200,"1,03","1,22 B","10,7 M",36.684,"114,25",1%,"1,26 B","1,98 M"
RBVA11,4T2021,"0,27%","1,52%","15,04%",0%,1.285,"0,98","1,21 B","11,6 M",43.235,"104,83",1%,"1,19 B","1,01 M"
RBVA11,4T2023,"0,24%","5,25%","11,12%",0%,1.573,"1,03","1,37 B","12,5 M",50.295,"110,04",5%,"1,42 B","1,13 M"
RBVO11,1T2017,"1,84%","5,81%","2,49%",0%,14,"1,20","36,54 M","515,8 K",822,"70,83",0%,"43,90 M","46,87 K"
RBVO11,1T2018,"0,36%","5,46%","14,08%",0%,12,"1,04","30,80 M","515,8 K",778,"59,71",0%,"31,98 M","29,57 K"
RBVO11,1T2019,"0,38%","2,41%","16,54%",0%,67,"0,79","28,22 M","515,8 K",1.206,"54,72",0%,"22,18 M","58,67 K"
RBVO11,1T2020,"0,63%","6,85%","14,30%",0%,48,"0,71","15,56 M","515,8 K",1.582,"30,17",0%,"11,07 M","26,36 K"
RBVO11,1T2021,"0,71%","2,18%","9,58%",0%,60,"0,60","11,54 M","515,8 K",2.140,"22,38",0%,"6,94 M","9,78 K"
RBVO11,1T2022,"0,58%","4,97%","5,10%",0%,33,"0,54","11,98 M","515,8 K",2.445,"23,22",0%,"6,42 M","4,47 K"
RBVO11,1T2023,"0,85%","5,89%","3,78%",0%,33,"0,52","8,96 M","515,8 K",2.704,"17,37",0%,"4,64 M","1,95 K"
RBVO11,1T2024,"0,95%","42,51%","9,71%",0%,70,"1,28","6,35 M","515,8 K",3.189,"12,31",0%,"8,14 M","20,91 K"
RBVO11,2T2017,"0,40%","7,57%","5,57%",0%,14,"0,97","36,01 M","515,8 K",733,"69,81",0%,"35,10 M","28,21 K"
RBVO11,2T2018,"0,32%","8,08%","14,07%",0%,6,"1,02","30,27 M","515,8 K",752,"58,68",0%,"30,95 M","17,11 K"
RBVO11,2T2019,"0,34%","4,15%","15,66%",0%,28,"0,84","26,46 M","515,8 K",1.244,"51,29",0%,"22,13 M","26,41 K"
RBVO11,2T2020,"0,70%","8,29%","10,92%",0%,29,"0,76","15,25 M","515,8 K",1.677,"29,56",0%,"11,55 M","9,17 K"
RBVO11,2T2021,"0,84%","3,48%","8,74%",0%,45,"0,57","11,05 M","515,8 K",2.064,"21,42",0%,"6,25 M","10,84 K"
RBVO11,2T2023,"0,73%","5,85%","3,12%",0%,37,"0,47","9,25 M","515,8 K",2.629,"17,92",0%,"4,34 M","4,63 K"
RBVO11,2T2024,"-0,11%","23,65%","13,20%",0%,571,"2,17","4,65 M","515,8 K",5.752,"9,01",0%,"10,09 M","242,55 K"
RBVO11,3T2017,"0,29%","9,14%","8,09%",0%,8,"0,99","36,48 M","515,8 K",686,"70,72",0%,"36,11 M","28,22 K"
RBVO11,3T2018,"0,30%","14,77%","14,05%",0%,6,"0,99","30,65 M","515,8 K",766,"59,43",0%,"30,43 M","8,33 K"
RBVO11,3T2019,"0,43%","6,28%","14,42%",0%,32,"0,79","26,45 M","515,8 K",1.231,"51,28",0%,"20,94 M","25,88 K"
RBVO11,3T2020,"0,50%","3,77%","9,70%",0%,49,"0,71","15,61 M","515,8 K",1.975,"30,27",0%,"11,14 M","13,52 K"
RBVO11,3T2021,"0,51%","4,80%","5,07%",0%,31,"0,70","11,11 M","515,8 K",2.120,"21,54",0%,"7,80 M","3,67 K"
RBVO11,3T2022,"11,87%","5,81%","4,76%",0%,60,"0,68","8,85 M","515,8 K",2.850,"17,15",0%,"6,00 M","6,13 K"
RBVO11,3T2023,"0,17%","6,21%","2,80%",0%,29,"0,48","9,17 M","515,8 K",2.556,"17,79",0%,"4,36 M","2,72 K"
RBVO11,4T2017,"0,38%","5,10%","14,76%",0%,6,"1,07","30,42 M","515,8 K",688,"58,98",0%,"32,65 M","22,84 K"
RBVO11,4T2018,"0,43%","3,10%","14,88%",0%,38,"1,11","24,94 M","515,8 K",997,"48,35",0%,"27,79 M","51,55 K"
RBVO11,4T2019,"0,55%","6,21%","10,58%",0%,33,"1,06","15,60 M","515,8 K",1.295,"30,25",0%,"16,60 M","47,53 K"
RBVO11,4T2020,"0,74%","0,13%","9,15%",0%,69,"0,84","11,21 M","515,8 K",2.227,"21,73",0%,"9,44 M","22,52 K"
RBVO11,4T2021,"0,44%","6,41%","4,23%",0%,72,"0,55","11,98 M","515,8 K",2.334,"23,23",0%,"6,56 M","11,28 K"
RBVO11,4T2022,"0,87%","5,73%","4,34%",0%,41,"0,61","8,94 M","515,8 K",2.791,"17,33",0%,"5,45 M","4,11 K"
RCFA11,1T2019,"0,47%","3,80%","0,00%",0%,0,"0,00","19,36 M","11,7 M",1,"1,66",0%,"0,00","0,00"
RCFA11,1T2020,"0,88%","1,00%","0,00%",0%,165,"0,50","18,83 M","11,7 M",1.353,"1,61",0%,"9,34 M","32,52 K"
RCFA11,1T2021,"0,61%","0,68%","0,00%",0%,317,"0,36","18,32 M","11,7 M",2.863,"1,57",0%,"6,66 M","98,71 K"
RCFA11,1T2023,"0,33%","0,03%","0,00%",0%,31,"0,15","10,19 M","583,9 K",278,"17,46",0%,"1,51 M","1,50 K"
RCFA11,1T2024,"0,86%","0,01%","0,00%",0%,26,"0,06","11,58 M","583,9 K",278,"19,84",0%,"718,23 K","822,00"
RCFA11,2T2019,"0,66%","3,19%","0,00%",0%,0,"0,00","19,25 M","11,7 M",107,"1,65",0%,"0,00","0,00"
RCFA11,2T2021,"-0,13%","0,64%","0,00%",0%,671,"0,47","18,26 M","11,7 M",3.617,"1,56",0%,"8,65 M","489,89 K"
RCFA11,2T2023,"1,14%","0,02%","0,00%",0%,10,"0,15","10,08 M","583,9 K",278,"17,26",0%,"1,55 M","927,00"
RCFA11,2T2024,"0,57%","0,01%","0,00%",0%,20,"0,05","11,52 M","583,9 K",280,"19,73",0%,"601,44 K","746,00"
RCFA11,3T2019,"0,62%","2,70%","0,00%",0%,4,"1,46","19,14 M","11,7 M",345,"1,64",0%,"28,03 M","312,00"
RCFA11,3T2021,"0,00%","0,00%","0,00%",0%,200,"0,00","0,00","0,0",0,"0,00",0%,"0,00","52,16 K"
RCFA11,3T2022,"0,94%","0,03%","0,00%",0%,20,"0,17","12,80 M","583,9 K",278,"21,93",0%,"2,21 M","2,11 K"
RCFA11,3T2023,"0,91%","0,01%","0,00%",0%,27,"0,12","9,99 M","583,9 K",278,"17,10",0%,"1,21 M","3,20 K"
RCFA11,4T2019,"0,93%","2,07%","0,00%",0%,276,"1,76","19,03 M","11,7 M",1.353,"1,63",0%,"33,52 M","70,51 K"
RCFA11,4T2020,"0,63%","0,09%","0,00%",0%,360,"0,39","18,43 M","11,7 M",2.863,"1,58",0%,"7,13 M","100,44 K"
RCFA11,4T2021,"0,00%","0,00%","0,00%",0%,114,"0,00","0,00","0,0",0,"0,00",0%,"0,00","31,38 K"
RCFA11,4T2022,"1,44%","0,04%","0,00%",0%,47,"0,17","10,23 M","583,9 K",278,"17,51",0%,"1,75 M","2,87 K"
RCFA11,4T2023,"0,78%","0,01%","0,00%",0%,23,"0,06","11,68 M","583,9 K",278,"20,01",0%,"753,26 K","2,13 K"
RCFF11,1T2020,"0,35%","70,93%","0,00%",0%,0,"0,00","31,93 M","323,2 K",33,"98,79",0%,"0,00","0,00"
RCFF11,1T2021,"0,71%","18,19%","5,14%",0%,5,"1,07","32,06 M","323,2 K",69,"99,20",0%,"34,26 M","5,22 K"
RCFF11,1T2022,"0,36%","15,35%","2,99%",0%,0,"1,06","30,42 M","323,2 K",78,"94,13",0%,"32,16 M","75,00"
RCFF11,1T2023,"0,34%","12,90%","3,07%",0%,2,"1,10","29,00 M","323,2 K",86,"89,73",0%,"32,00 M","2,56 K"
RCFF11,1T2024,"0,70%","6,03%","1,44%",0%,0,"0,92","33,42 M","323,2 K",87,"103,41",0%,"30,70 M","930,00"
RCFF11,2T2020,"0,85%","49,84%","0,00%",0%,1,"0,96","32,80 M","323,2 K",34,"101,50",0%,"31,35 M","50,02 K"
RCFF11,2T2021,"0,09%","9,19%","5,39%",0%,4,"1,04","31,39 M","323,2 K",81,"97,14",0%,"32,64 M","10,16 K"
RCFF11,2T2023,"0,43%","10,12%","3,45%",0%,1,"0,94","30,30 M","323,2 K",90,"93,74",0%,"28,44 M","1,70 K"
RCFF11,2T2024,"0,56%","7,93%","1,38%",0%,0,"0,96","33,33 M","323,2 K",86,"103,14",0%,"32,00 M","131,00"
RCFF11,3T2020,"0,30%","29,22%","2,14%",0%,1,"1,00","32,35 M","323,2 K",46,"100,10",0%,"32,32 M","1,50 K"
RCFF11,3T2021,"0,44%","12,21%","5,27%",0%,0,"1,08","30,83 M","323,2 K",80,"95,38",0%,"33,21 M","1,12 K"
RCFF11,3T2023,"0,38%","16,35%","1,51%",0%,0,"0,88","30,61 M","323,2 K",83,"94,71",0%,"26,83 M","2,21 K"
RCFF11,4T2020,"0,48%","22,53%","2,12%",0%,11,"1,00","32,46 M","323,2 K",50,"100,44",0%,"32,54 M","58,33 K"
RCFF11,4T2021,"0,29%","17,72%","5,37%",0%,0,"1,05","30,98 M","323,2 K",78,"95,86",0%,"32,59 M","7,38 K"
RCFF11,4T2022,"0,82%","14,72%","2,86%",0%,2,"1,02","29,56 M","323,2 K",84,"91,47",0%,"30,09 M","21,88 K"
