Nome,CNPJ,Emissão,Série,Valor,Ticker,Ano
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,4,133,"13.587.532,69",HCHG11,2022
RB SEC COMPANHIA DE SECURITIZACAO,02.773.542/0001-22,1,296,"12.521.332,19",HCHG11,2022
FORTE SECURITIZADORA S.A.,12.130.744/0001-00,1,698,"12.493.480,74",HCHG11,2022
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,4,51,"11.992.122,79",HCHG11,2022
TRUE SECURITIZADORA S/A,12.130.744/0001-02,1,346,"8.831.343,92",HCHG11,2022
OURINVEST SECURITIZADORA S.A.,12.320.349/0001-90,1,39,"5.806.246,00",HCHG11,2022
HABITASEC SECURITIZADORA S/A,09.304.427/0001-58,1,184,"5.077.724,98",HCHG11,2022
TRUE SECURITIZADORA S/A,12.130.744/0001-02,1,337,"4.802.724,76",HCHG11,2022
BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,35.082.277/0001-95,1,10,"3.431.240,38",HCHG11,2022
FORTE SECURITIZADORA S.A.,12.130.744/0001-00,1,697,"23.300.000,00",HCHG11,2021
TRUE SECURITIZADORA S/A,12.130.744/0001-02,1,236,"14.804.868,69",HCHG11,2021
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001- 0,4,133,"12.841.598,48",HCHG11,2021
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001- 0,4,51,"12.506.284,41",HCHG11,2021
TRUE SECURITIZADORA S/A,12.130.744/0001-02,1,389,"11.210.770,44",HCHG11,2021
RB SEC COMPANHIA DE SECURITIZACAO,03.559.006/0001-91,1,296,"10.976.999,33",HCHG11,2021
TRUE SECURITIZADORA S/A,12.130.744/0001-02,1,346,"8.393.033,04",HCHG11,2021
OURINVEST SECURITIZADORA S.A.,12.320.349/0001-90,1,39,"7.846.219,95",HCHG11,2021
TRUE SECURITIZADORA S/A,12.130.744/0001-02,1,337,"5.209.252,00",HCHG11,2021
HABITASEC SECURITIZADORA S/A,09.304.427/0001-58,1,184,"4.940.400,59",HCHG11,2021
BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,35.082.277/0001-95,1,10,"3.104.248,34",HCHG11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,620,"228.691.460,70",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,491,"127.598.503,84",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,492,"114.082.132,77",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,621,"102.579.390,18",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,601,"62.523.863,92",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,585,"58.715.033,00",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,438,"51.237.540,05",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,449,"49.953.507,43",HCTR11,2024
OPEA SECURITIZADORA S/A,02.773.542/0001-22,1,243,"43.331.851,71",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,493,"42.955.232,67",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,584,"42.145.932,54",HCTR11,2024
BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,35.082.277/0001-95,1,19,"39.498.235,51",HCTR11,2024
BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,35.082.277/0001-95,8,1,"39.452.291,85",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,618,"38.497.319,07",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,441,"37.078.772,49",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,628,"36.102.960,65",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,341,"32.772.678,95",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,600,"32.452.878,24",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,626,"31.551.882,06",HCTR11,2024
BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,35.082.277/0001-95,1,20,"31.491.233,37",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,494,"31.068.384,28",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,422,"30.885.025,42",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,445,"30.363.600,04",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,575,"27.344.317,28",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,423,"26.938.082,20",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,447,"26.282.563,79",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,450,"26.184.111,85",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,607,"25.033.267,51",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,496,"25.019.124,15",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,495,"24.778.010,53",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,685,"22.114.993,49",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,301,"21.452.375,81",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,456,"19.051.964,09",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,452,"18.888.953,47",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,535,"17.819.947,29",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,451,"17.567.367,01",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,337,"17.225.730,71",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,619,"17.172.539,46",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,443,"16.147.943,50",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,586,"16.055.470,87",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,455,"15.547.657,02",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,503,"14.698.164,96",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,625,"14.618.665,86",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,599,"14.458.590,72",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,342,"14.409.875,81",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,627,"14.152.313,48",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,624,"13.757.908,41",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,345,"13.157.110,67",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,448,"12.148.076,68",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,347,"12.097.983,26",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,439,"10.453.790,62",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,454,"10.100.848,63",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,563,"9.904.584,37",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,649,"9.571.837,46",HCTR11,2024
BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,35.082.277/0001-95,1,1,"8.904.525,00",HCTR11,2024
ORE SECURITIZADORA S.A.,12.320.349/0001-90,1,28,"8.845.142,49",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,453,"8.520.693,76",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,571,"8.415.089,84",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,421,"7.976.321,33",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,606,"6.462.858,26",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,274,"6.010.485,85",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,303,"5.483.759,85",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,576,"5.201.793,94",HCTR11,2024
BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,35.082.277/0001-95,1,4,"5.126.232,27",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,425,"4.510.594,14",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,716,"4.211.747,85",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,590,"3.971.065,91",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,339,"3.932.843,39",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,609,"3.831.151,75",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,630,"3.827.803,65",HCTR11,2024
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,620,"227.083.522,44",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,491,"133.528.037,37",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,492,"127.848.351,78",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,621,"99.918.568,72",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,438,"59.837.131,85",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,585,"57.912.000,66",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,601,"52.520.308,11",HCTR11,2023
BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,35.082.277/0001-95,1,19,"50.620.565,59",HCTR11,2023
OPEA SECURITIZADORA S/A,02.773.542/0001-22,1,243,"47.331.381,82",HCTR11,2023
BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,35.082.277/0001-95,1,20,"46.750.499,33",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,441,"44.909.637,78",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,493,"44.136.257,62",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,584,"40.542.001,06",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,449,"39.702.887,38",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,618,"38.358.913,72",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,628,"35.714.036,14",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,341,"34.051.637,73",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,445,"34.027.304,55",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,422,"32.131.738,03",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,494,"31.627.868,38",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,447,"31.399.329,34",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,626,"31.305.788,61",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,496,"27.506.838,10",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,575,"27.490.103,35",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,423,"27.163.054,30",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,495,"26.925.090,98",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,607,"25.683.400,93",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,600,"25.661.055,90",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,685,"23.397.642,44",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,450,"21.775.064,26",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,301,"19.447.667,34",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,535,"19.008.358,72",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,443,"18.618.619,66",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,619,"18.024.140,33",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,337,"17.886.100,63",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,456,"17.278.730,13",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,586,"16.144.267,18",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,452,"15.707.662,42",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,342,"14.860.635,38",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,451,"14.410.301,59",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,624,"14.149.023,22",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,503,"14.067.377,10",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,627,"13.516.337,51",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,448,"13.136.757,26",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,455,"12.587.183,06",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,439,"12.437.487,00",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,625,"12.343.283,84",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,345,"12.112.612,88",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,599,"12.009.618,19",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,347,"11.290.230,39",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,649,"10.828.347,89",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,563,"9.904.584,37",HCTR11,2023
BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,35.082.277/0001-95,1,41,"9.576.400,51",HCTR11,2023
BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,35.082.277/0001-95,1,1,"9.446.918,66",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,571,"9.294.412,00",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,454,"9.160.640,42",HCTR11,2023
ORE SECURITIZADORA S.A.,12.320.349/0001-90,1,28,"8.828.643,36",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,421,"8.305.370,57",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,453,"7.310.606,97",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,606,"6.632.484,99",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,590,"6.182.975,33",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,274,"6.001.419,86",HCTR11,2023
BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,35.082.277/0001-95,1,4,"5.869.685,13",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,576,"5.218.475,28",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,303,"5.103.781,97",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,425,"4.661.184,51",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,699,"4.575.820,74",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,716,"4.449.229,24",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,339,"4.034.305,53",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,572,"3.986.140,74",HCTR11,2023
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,620,"214.869.636,12",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,492,"108.341.100,00",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,601,"100.695.061,43",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,621,"88.093.224,45",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,491,"79.823.256,10",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,438,"55.597.171,81",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,449,"51.672.182,58",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,585,"50.077.484,20",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,493,"46.321.359,04",HCTR11,2022
RB SEC COMPANHIA DE SECURITIZACAO,02.773.542/0001-22,1,243,"45.650.429,88",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,600,"45.391.173,85",HCTR11,2022
BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,35.082.277/0001-95,1,19,"44.254.318,80",HCTR11,2022
BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,35.082.277/0001-95,1,20,"39.350.732,22",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,441,"39.231.841,54",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,584,"36.499.165,35",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,341,"35.979.481,38",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,422,"35.214.178,69",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,445,"34.638.733,58",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,628,"33.468.865,76",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,575,"28.734.661,94",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,494,"28.332.687,82",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,618,"28.054.567,34",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,705,"28.037.056,60",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,626,"27.973.863,82",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,447,"27.537.936,37",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,607,"24.707.686,04",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,423,"24.497.882,40",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,450,"23.963.718,87",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,495,"23.811.145,57",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,496,"23.754.668,97",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,301,"20.845.517,91",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,535,"20.662.916,51",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,685,"20.372.829,68",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,599,"19.752.486,09",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,337,"18.888.943,54",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,443,"18.439.960,18",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,452,"17.472.591,05",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,451,"17.457.468,85",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,706,"16.499.495,98",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,395,"16.165.289,38",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,503,"15.738.611,48",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,456,"15.723.115,14",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,455,"15.710.669,73",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,342,"15.623.627,47",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,586,"15.151.459,24",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,649,"13.509.370,72",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,345,"13.036.704,01",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,448,"13.020.858,19",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,619,"12.858.674,73",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,347,"12.154.814,44",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,627,"11.766.300,00",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,624,"11.739.869,19",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,563,"11.276.446,53",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,625,"11.111.184,70",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,590,"10.469.398,18",HCTR11,2022
BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,35.082.277/0001-95,1,41,"9.974.164,31",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,454,"9.593.888,03",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,588,"9.543.228,65",HCTR11,2022
BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,35.082.277/0001-95,1,1,"8.936.872,18",HCTR11,2022
ORE SECURITIZADORA S.A.,12.320.349/0001-90,1,28,"8.641.155,69",HCTR11,2022
RB SEC COMPANHIA DE SECURITIZACAO,02.773.542/0001-22,1,381,"8.162.879,51",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,453,"7.980.304,41",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,439,"7.840.065,59",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,715,"7.498.827,53",HCTR11,2022
BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,35.082.277/0001-95,1,4,"7.016.593,24",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,421,"6.708.072,61",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,606,"6.434.535,63",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,274,"5.677.413,13",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,303,"5.534.822,04",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,576,"5.274.571,50",HCTR11,2022
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,492,"64.891.358,81",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,491,"50.723.379,46",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,575,"46.111.136,75",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,438,"38.287.761,33",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,341,"36.264.965,41",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,493,"35.097.156,22",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,577,"33.574.543,06",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,485,"33.244.112,58",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,445,"32.512.880,62",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,447,"28.397.697,73",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,449,"25.296.618,15",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,494,"24.434.715,83",HCTR11,2021
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,1,56,"22.115.344,04",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,395,"21.666.102,35",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,507,"20.817.355,10",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,450,"20.401.016,42",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,337,"19.345.546,21",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,471,"18.482.614,62",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,301,"18.287.975,87",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,289,"17.083.663,69",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,281,"16.950.698,07",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,441,"16.511.551,35",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,443,"16.307.500,15",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,342,"16.177.647,03",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,457,"15.079.088,85",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,451,"14.819.484,69",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,452,"14.774.955,51",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,486,"14.564.253,69",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,413,"14.038.389,24",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,472,"13.927.675,49",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,456,"13.784.042,41",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,455,"13.710.650,23",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,345,"13.051.265,04",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,368,"12.613.413,65",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,280,"11.297.176,31",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,289,"10.526.875,66",HCTR11,2021
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,362,"9.647.295,79",HCTR11,2021
