Ticker,Periodo,Aluguéis,Ativo total,CRIs,Caixa,Disponibilidades,FIIs,Imóveis,Outros,Outros val. pagar,Passivo total,Patrimônio líquido,Rend. a distribuir,Renda fixa,Taxa administração,Taxa performance,Total investido,Títulos privados,Títulos públicos,Valores a receber,Venda de imóveis
FLMA11,10/2023,1.422,225.476,0,39,3.105,0,220.933,0,2.010,4.322,221.154,2.264,3.066,48,0,220.933,0,0,1.438,0
FLMA11,11/2017,1.026,191.559,0,80,4.389,0,186.132,0,7.163,8.113,183.446,936,4.309,15,0,186.132,0,0,1.037,0
FLMA11,11/2018,1.279,192.500,0,0,4.074,0,187.145,0,6.987,8.297,184.203,1.289,4.074,21,0,187.145,0,0,1.282,0
FLMA11,11/2019,1.380,202.142,0,0,4.593,0,196.165,0,663,2.092,200.050,1.407,4.593,22,0,196.165,0,0,1.383,0
FLMA11,11/2020,1.592,202.269,0,0,4.302,0,196.372,0,628,1.512,200.758,874,4.301,10,0,196.372,0,0,1.596,0
FLMA11,11/2021,1.174,217.026,0,126,4.909,0,210.921,0,678,1.799,215.226,1.108,4.783,13,0,210.921,0,0,1.195,0
FLMA11,11/2022,1.464,220.247,0,21,4.184,0,214.571,0,1.067,3.078,217.169,1.962,4.163,49,0,214.571,0,0,1.492,0
FLMA11,11/2023,1.503,225.622,0,73,3.089,0,221.017,0,1.914,4.211,221.411,2.249,3.016,47,0,221.017,0,0,1.516,0
FLMA11,12/2017,837,191.497,0,0,4.459,0,186.154,0,7.039,8.128,183.369,1.072,4.459,17,0,186.154,0,0,884,0
FLMA11,12/2018,1.013,201.075,0,0,4.086,0,195.977,0,345,1.612,199.463,1.247,4.086,20,0,195.977,0,0,1.013,0
FLMA11,12/2019,1.158,202.146,0,0,4.805,0,196.183,0,813,2.225,199.921,1.391,4.805,22,0,196.183,0,0,1.158,0
FLMA11,12/2020,1.568,216.774,0,0,4.453,0,210.753,0,603,1.618,215.156,1.002,4.453,13,0,210.753,0,0,1.568,0
FLMA11,12/2021,1.060,218.705,0,59,5.466,0,212.177,0,763,2.396,216.309,1.584,5.407,49,0,212.177,0,0,1.061,0
FLMA11,12/2022,1.204,224.758,0,22,4.567,0,218.985,0,1.346,3.511,221.247,2.114,4.545,51,0,218.985,0,0,1.206,0
FLMA11,12/2023,1.218,303.254,0,102,3.133,0,298.900,0,1.789,4.152,299.102,2.305,3.032,57,0,298.900,0,0,1.220,0
FLMA11,2/2017,786,191.294,0,4.673,4.673,0,185.835,0,6.635,7.910,183.384,1.255,0,21,0,185.835,0,0,786,0
FLMA11,2/2018,928,191.412,0,0,4.295,0,186.188,0,7.050,7.950,183.462,886,4.295,14,0,186.188,0,0,928,0
FLMA11,2/2019,1.223,201.099,0,0,3.863,0,196.011,0,335,1.371,199.728,1.021,3.862,15,0,196.011,0,0,1.226,0
FLMA11,2/2020,1.194,201.973,0,0,4.559,0,196.217,0,743,1.906,200.068,1.146,4.559,16,0,196.217,0,0,1.198,0
FLMA11,2/2021,1.446,216.879,0,13,4.660,0,210.753,0,594,1.810,215.068,1.200,4.647,17,0,210.753,0,0,1.466,0
FLMA11,2/2022,1.106,218.671,0,195,5.332,0,212.232,0,781,2.283,216.388,1.458,5.137,44,0,212.232,0,0,1.107,0
FLMA11,2/2023,1.267,224.761,0,43,3.549,0,219.439,0,1.472,3.353,221.408,1.836,3.506,45,0,219.439,0,0,1.772,0
FLMA11,2/2024,1.273,303.493,0,4,3.013,0,299.170,0,2.046,4.093,299.401,2.005,3.010,42,0,299.170,0,0,1.310,0
FLMA11,3/2017,926,191.147,0,4.324,4.324,0,185.897,0,6.697,7.662,183.484,951,0,14,0,185.897,0,0,926,0
FLMA11,3/2018,1.078,191.668,0,0,4.384,0,186.206,0,7.084,8.060,183.608,960,4.384,15,0,186.206,0,0,1.078,0
FLMA11,3/2019,1.182,201.473,0,0,4.263,0,196.028,0,466,1.770,199.703,1.284,4.263,21,0,196.028,0,0,1.182,0
FLMA11,3/2020,1.019,201.937,0,0,4.676,0,196.234,0,699,2.023,199.914,1.305,4.676,19,0,196.234,0,0,1.027,0
FLMA11,3/2021,1.194,216.850,0,41,4.903,0,210.753,0,769,1.986,214.864,1.200,4.862,16,0,210.753,0,0,1.194,0
FLMA11,3/2022,1.292,219.294,0,34,5.757,0,212.232,0,1.100,2.707,216.587,1.541,5.723,66,0,212.232,0,0,1.304,0
FLMA11,3/2023,1.655,225.240,0,26,2.993,0,219.557,0,1.419,3.437,221.802,1.947,2.967,71,0,219.557,0,0,2.690,0
FLMA11,3/2024,1.516,303.965,0,143,3.225,0,299.186,0,1.994,4.256,299.708,2.217,3.083,45,0,299.186,0,0,1.553,0
FLMA11,4/2017,908,191.263,0,0,4.396,0,185.958,0,6.781,7.844,183.419,1.049,4.396,15,0,185.958,0,0,909,0
FLMA11,4/2018,1.004,191.835,0,0,4.602,0,186.223,0,7.125,8.308,183.527,1.164,4.602,19,0,186.223,0,0,1.010,0
FLMA11,4/2019,1.259,201.433,0,0,4.122,0,196.045,0,388,1.649,199.784,1.241,4.122,20,0,196.045,0,0,1.265,0
FLMA11,4/2020,989,201.510,0,0,4.254,0,196.251,0,862,1.751,199.760,878,4.254,11,0,196.251,0,0,1.004,0
FLMA11,4/2021,1.291,216.473,0,36,4.423,0,210.753,0,861,1.723,214.750,854,4.387,9,0,210.753,0,0,1.297,0
FLMA11,4/2022,1.312,219.413,0,14,5.143,0,212.942,0,987,2.752,216.661,1.717,5.129,48,0,212.942,0,0,1.328,0
FLMA11,4/2023,1.412,225.295,0,7,2.836,0,220.822,0,1.540,3.599,221.695,2.013,2.829,47,0,220.822,0,0,1.636,0
FLMA11,4/2024,1.520,304.204,0,2,3.461,0,299.186,0,1.903,4.421,299.782,2.448,3.460,70,0,299.186,0,0,1.556,0
FLMA11,5/2017,958,191.303,0,0,4.357,0,185.987,0,6.809,7.834,183.469,1.009,4.357,15,0,185.987,0,0,959,0
FLMA11,5/2018,1.057,191.817,0,0,4.517,0,186.240,0,7.141,8.223,183.594,1.065,4.517,17,0,186.240,0,0,1.060,0
FLMA11,5/2019,1.286,201.554,0,0,4.203,0,196.062,0,377,1.695,199.860,1.297,4.203,21,0,196.062,0,0,1.289,0
FLMA11,5/2020,1.241,201.317,0,0,3.804,0,196.268,0,567,1.012,200.304,440,3.803,5,0,196.268,0,0,1.245,0
FLMA11,5/2021,1.034,216.261,0,29,4.465,0,210.753,0,577,1.536,214.725,948,4.436,11,0,210.753,0,0,1.043,0
FLMA11,5/2022,1.252,219.335,0,20,4.564,0,213.456,0,838,2.565,216.770,1.677,4.544,50,0,213.456,0,0,1.315,0
FLMA11,5/2023,1.467,225.508,0,43,3.132,0,220.865,0,2.757,4.925,220.583,2.121,3.089,48,0,220.865,0,0,1.511,0
FLMA11,5/2024,1.501,304.180,0,57,3.357,0,299.284,0,1.778,4.260,299.919,2.434,3.299,48,0,299.284,0,0,1.539,0
FLMA11,6/2017,935,191.454,0,0,4.502,0,186.016,0,6.874,8.034,183.420,1.142,4.502,18,0,186.016,0,0,935,0
FLMA11,6/2018,1.029,191.907,0,0,4.621,0,186.257,0,7.181,8.361,183.546,1.161,4.621,19,0,186.257,0,0,1.029,0
FLMA11,6/2019,1.317,201.677,0,0,4.280,0,196.080,0,380,1.745,199.932,1.344,4.280,21,0,196.080,0,0,1.317,0
FLMA11,6/2020,1.447,201.807,0,0,4.067,0,196.286,0,560,1.299,200.508,731,4.067,8,0,196.286,0,0,1.454,0
FLMA11,6/2021,936,216.615,0,14,4.926,0,210.753,0,768,1.875,214.740,1.093,4.912,14,0,210.753,0,0,936,0
FLMA11,6/2022,1.341,219.501,0,23,3.754,0,214.378,0,890,2.696,216.805,1.754,3.731,51,0,214.378,0,0,1.369,0
FLMA11,6/2023,1.422,225.455,0,24,3.154,0,220.870,0,2.581,4.776,220.679,2.147,3.130,48,0,220.870,0,0,1.431,0
FLMA11,6/2024,1.573,304.266,0,5,3.307,0,299.349,0,1.765,4.243,300.023,2.431,3.301,47,0,299.349,0,0,1.611,0
FLMA11,7/2017,835,191.266,0,0,4.386,0,186.046,0,6.947,7.991,183.276,1.028,4.386,16,0,186.046,0,0,835,0
FLMA11,7/2018,975,191.928,0,0,4.673,0,186.274,0,7.288,8.419,183.509,1.114,4.673,18,0,186.274,0,0,981,0
FLMA11,7/2019,1.188,201.638,0,0,4.347,0,196.097,0,399,1.810,199.827,1.389,4.347,22,0,196.097,0,0,1.194,0
FLMA11,7/2020,1.483,202.127,0,0,4.335,0,196.303,0,670,1.566,200.561,886,4.335,11,0,196.303,0,0,1.490,0
FLMA11,7/2021,965,217.638,0,70,5.913,0,210.753,0,1.733,2.830,214.808,1.083,5.843,13,0,210.753,0,0,972,0
FLMA11,7/2022,1.388,219.631,0,69,3.817,0,214.405,0,921,2.841,216.790,1.868,3.748,53,0,214.405,0,0,1.409,0
FLMA11,7/2023,1.273,225.159,0,28,3.007,0,220.870,0,2.330,4.507,220.651,2.130,2.979,47,0,220.870,0,0,1.282,0
FLMA11,7/2024,1.290,304.279,0,22,3.574,0,299.376,0,1.777,4.533,299.746,2.703,3.551,53,0,299.376,0,0,1.330,0
FLMA11,8/2017,1.041,191.369,0,0,4.260,0,186.067,0,6.954,7.869,183.500,901,4.260,14,0,186.067,0,0,1.041,0
FLMA11,8/2018,1.123,192.051,0,0,4.634,0,186.291,0,7.141,8.217,183.834,1.059,4.634,17,0,186.291,0,0,1.126,0
FLMA11,8/2019,1.330,201.672,0,0,4.225,0,196.114,0,419,1.684,199.987,1.246,4.225,19,0,196.114,0,0,1.333,0
FLMA11,8/2020,1.657,202.133,0,0,4.153,0,196.320,0,626,1.373,200.760,739,4.152,8,0,196.320,0,0,1.660,0
FLMA11,8/2021,961,218.261,0,98,6.542,0,210.753,0,2.187,3.458,214.803,1.254,6.445,17,0,210.753,0,0,965,0
FLMA11,8/2022,1.422,219.811,0,58,3.939,0,214.431,0,942,2.839,216.972,1.847,3.881,49,0,214.431,0,0,1.441,0
FLMA11,8/2023,1.469,225.259,0,22,2.912,0,220.870,0,2.211,4.245,221.014,1.990,2.890,44,0,220.870,0,0,1.477,0
FLMA11,9/2017,880,191.416,0,0,4.447,0,186.089,0,7.008,8.098,183.318,1.073,4.447,18,0,186.089,0,0,880,0
FLMA11,9/2018,1.191,192.224,0,0,4.724,0,186.309,0,7.088,8.326,183.898,1.217,4.723,20,0,186.309,0,0,1.191,0
FLMA11,9/2019,1.350,201.803,0,0,4.322,0,196.131,0,421,1.787,200.016,1.345,4.322,21,0,196.131,0,0,1.350,0
FLMA11,9/2020,1.603,202.277,0,0,4.337,0,196.337,0,683,1.554,200.723,861,4.336,10,0,196.337,0,0,1.603,0
FLMA11,9/2021,1.005,219.167,0,52,7.290,0,210.871,0,3.042,4.295,214.871,1.238,7.238,16,0,210.871,0,0,1.006,0
FLMA11,9/2022,1.393,219.881,0,28,4.025,0,214.442,0,947,2.897,216.984,1.901,3.997,49,0,214.442,0,0,1.414,0
FLMA11,9/2023,1.393,225.388,0,216,3.051,0,220.933,0,2.000,4.354,221.034,2.305,2.835,49,0,220.933,0,0,1.404,0
FLRP11,1/2017,449,60.531,0,0,889,0,58.942,0,65,730,59.801,635,889,30,0,58.942,0,0,700,0
FLRP11,1/2018,531,73.706,0,0,1.392,0,71.539,0,195,803,72.903,576,1.391,32,0,71.539,0,0,776,0
FLRP11,1/2019,398,75.262,0,0,1.989,0,72.578,0,45,873,74.389,790,1.989,38,0,72.578,0,0,695,0
FLRP11,1/2020,572,97.065,0,0,1.386,0,93.801,0,701,1.577,95.488,839,1.386,37,0,93.801,0,0,1.878,0
FLRP11,1/2021,4.095,101.547,0,0,3.255,0,93.063,0,269,937,100.610,626,3.255,42,0,93.063,0,0,5.228,0
FLRP11,1/2023,953,120.186,0,2,3.093,0,116.140,0,118,1.020,119.167,848,3.091,53,0,116.140,0,0,953,0
FLRP11,1/2024,1.457,152.006,0,2,1.984,0,148.565,0,69,1.163,150.844,1.024,1.982,70,0,148.565,0,0,1.457,0
FLRP11,10/2017,340,63.694,0,0,2.280,0,60.932,0,34,367,63.327,301,290,32,0,60.932,0,0,483,0
FLRP11,10/2018,378,77.694,0,0,2.725,0,74.431,0,40,389,77.305,315,2.725,34,0,74.431,0,0,538,0
FLRP11,10/2019,399,80.620,0,0,1.622,0,77.195,0,478,996,79.625,481,1.621,37,0,77.195,0,0,1.803,0
FLRP11,10/2020,2.494,104.458,0,0,4.791,0,96.008,0,213,482,103.976,227,4.790,42,0,96.008,0,0,3.660,0
FLRP11,10/2023,1.092,120.034,0,2,2.168,0,116.768,0,53,1.099,118.935,983,2.166,63,0,116.768,0,0,1.097,0
FLRP11,11/2017,349,63.619,0,0,1.795,0,61.360,0,26,206,63.412,148,142,32,0,61.360,0,0,464,0
FLRP11,11/2018,275,77.905,0,0,2.329,0,75.087,0,240,706,77.199,431,2.329,35,0,75.087,0,0,489,0
FLRP11,11/2019,424,80.509,0,0,1.158,0,77.572,0,298,836,79.673,501,1.158,37,0,77.572,0,0,1.779,0
FLRP11,11/2020,3.134,105.205,0,0,3.693,0,97.193,0,210,541,104.664,289,3.693,42,0,97.193,0,0,4.319,0
FLRP11,11/2022,1.583,114.105,0,0,2.257,0,109.000,0,258,1.102,113.003,786,2.257,58,0,109.000,0,0,2.848,0
FLRP11,11/2023,1.282,120.146,0,2,1.861,0,117.000,0,58,1.105,119.041,986,1.859,61,0,117.000,0,0,1.285,0
FLRP11,12/2017,654,72.970,0,1,1.457,0,70.740,0,132,469,72.501,305,1.457,32,0,70.740,0,0,773,0
FLRP11,12/2018,582,82.298,0,0,1.984,0,79.512,0,163,734,81.564,536,1.984,35,0,79.512,0,0,802,0
FLRP11,12/2019,797,96.376,0,0,1.322,0,93.560,0,143,697,95.679,517,1.322,37,0,93.560,0,0,1.493,0
FLRP11,12/2020,3.684,100.987,0,0,3.399,0,92.717,0,204,696,100.292,450,3.399,42,0,92.717,0,0,4.871,0
FLRP11,12/2022,1.391,120.607,0,2,3.075,0,116.140,0,43,1.448,119.158,1.378,3.073,27,0,116.140,0,0,1.391,0
FLRP11,12/2023,1.612,151.926,0,2,1.749,0,148.565,0,60,1.111,150.815,988,1.747,63,0,148.565,0,0,1.612,0
FLRP11,2/2017,423,60.261,0,0,731,0,58.942,0,50,463,59.798,381,730,32,0,58.942,0,0,588,0
FLRP11,2/2018,435,73.288,0,0,1.115,0,71.550,0,66,465,72.823,365,1.115,34,0,71.550,0,0,623,0
FLRP11,2/2019,370,74.931,0,0,1.328,0,73.005,0,102,621,74.310,482,1.327,38,0,73.005,0,0,598,0
FLRP11,2/2020,488,96.657,0,0,976,0,93.950,0,566,1.219,95.438,610,976,44,0,93.950,0,0,1.731,0
FLRP11,2/2021,4.526,113.105,0,0,2.687,0,104.606,0,239,838,112.267,557,2.687,42,0,104.606,0,0,5.812,0
FLRP11,2/2022,894,113.604,0,0,2.621,0,109.000,0,265,1.457,112.147,1.138,2.621,54,0,109.000,0,0,1.983,0
FLRP11,2/2023,1.111,120.314,0,2,3.062,0,116.140,0,22,995,119.319,928,3.060,45,0,116.140,0,0,1.112,0
FLRP11,2/2024,1.264,151.984,0,2,2.015,0,148.705,0,48,1.138,150.846,1.026,2.013,63,0,148.705,0,0,1.264,0
FLRP11,3/2017,433,60.151,0,0,635,0,58.942,0,42,323,59.828,248,635,33,0,58.942,0,0,574,0
FLRP11,3/2018,436,73.348,0,0,792,0,71.899,0,68,507,72.841,407,792,32,0,71.899,0,0,656,0
FLRP11,3/2019,378,74.787,0,0,820,0,73.444,0,83,456,74.331,338,820,35,0,73.444,0,0,523,0
FLRP11,3/2020,338,96.812,0,0,1.288,0,94.081,0,468,1.505,95.307,1.000,1.288,37,0,94.081,0,0,1.442,0
FLRP11,3/2021,711,109.148,0,0,2.298,0,105.039,0,222,838,108.310,575,2.298,42,0,105.039,0,0,1.812,0
FLRP11,3/2023,1.109,120.369,0,2,3.039,0,116.221,0,11,998,119.371,930,3.037,57,0,116.221,0,0,1.109,0
FLRP11,3/2024,1.298,151.947,0,2,1.893,0,148.756,0,25,1.125,150.823,1.029,1.891,70,0,148.756,0,0,1.298,0
FLRP11,4/2017,443,60.173,0,0,625,0,58.942,0,40,325,59.847,250,625,35,0,58.942,0,0,606,0
FLRP11,4/2018,457,73.458,0,0,508,0,72.331,0,57,564,72.893,475,508,32,0,72.331,0,0,618,0
FLRP11,4/2019,316,74.653,0,0,250,0,73.893,0,60,387,74.266,291,250,35,0,73.893,0,0,510,0
FLRP11,4/2020,629,97.217,0,0,1.328,0,94.177,0,364,1.623,95.593,1.222,1.328,37,0,94.177,0,0,1.712,0
FLRP11,4/2023,1.049,120.375,0,2,2.983,0,116.343,0,28,1.039,119.337,966,2.981,45,0,116.343,0,0,1.050,0
FLRP11,4/2024,1.315,151.893,0,2,1.772,0,148.804,0,33,1.139,150.754,1.032,1.770,74,0,148.804,0,0,1.317,0
FLRP11,5/2017,376,60.081,0,0,627,0,58.942,0,42,293,59.788,218,626,33,0,58.942,0,0,513,0
FLRP11,5/2018,468,77.683,0,0,4.321,0,72.742,0,55,360,77.324,271,4.321,33,0,72.742,0,0,621,0
FLRP11,5/2019,261,74.710,0,0,69,0,74.184,0,63,330,74.380,232,68,35,0,74.184,0,0,458,0
FLRP11,5/2020,1.057,97.672,0,0,1.177,0,94.357,0,342,1.643,96.030,1.263,1.177,37,0,94.357,0,0,2.138,0
FLRP11,5/2023,1.116,120.375,0,2,2.631,0,116.612,0,30,1.054,119.321,968,2.629,56,0,116.612,0,0,1.132,0
FLRP11,5/2024,1.396,151.858,0,2,1.476,0,148.969,0,32,1.136,150.722,1.035,1.474,69,0,148.969,0,0,1.413,0
FLRP11,6/2017,359,63.929,0,0,3.823,0,59.602,0,3.891,4.196,59.733,273,1.866,33,0,59.602,0,0,504,0
FLRP11,6/2018,409,77.856,0,0,3.887,0,73.398,0,247,580,77.276,301,3.887,32,0,73.398,0,0,571,0
FLRP11,6/2019,326,74.983,0,0,151,0,74.301,0,78,543,74.440,430,150,35,0,74.301,0,0,531,0
FLRP11,6/2020,1.494,98.300,0,0,1.188,0,94.513,0,375,1.801,96.499,1.388,1.188,37,0,94.513,0,0,2.598,0
FLRP11,6/2023,1.069,120.358,0,2,2.572,0,116.700,0,35,1.356,119.002,1.262,2.570,59,0,116.700,0,0,1.086,0
FLRP11,6/2024,1.562,166.106,0,2,3.037,0,161.500,0,14.300,15.442,150.664,1.077,3.035,65,0,161.500,0,0,1.569,0
FLRP11,7/2017,387,63.768,0,0,3.259,0,59.950,0,41,371,63.397,298,1.293,33,0,59.950,0,0,559,0
FLRP11,7/2018,449,78.003,0,0,3.546,0,73.776,0,272,668,77.335,364,3.546,32,0,73.776,0,0,682,0
FLRP11,7/2019,345,74.982,0,0,112,0,74.301,0,71,508,74.474,402,111,35,0,74.301,0,0,569,0
FLRP11,7/2020,1.692,104.107,0,0,6.108,0,95.106,0,539,919,103.188,343,6.108,37,0,95.106,0,0,2.893,0
FLRP11,7/2021,884,109.242,0,0,1.631,0,105.557,0,234,685,108.557,410,1.631,41,0,105.557,0,0,2.053,0
FLRP11,7/2023,1.132,120.112,0,2,2.251,0,116.715,0,41,1.072,119.040,968,2.249,63,0,116.715,0,0,1.146,0
FLRP11,7/2024,1.463,166.088,0,2,2.619,0,161.992,0,43,1.178,164.910,1.061,2.617,74,0,161.992,0,0,1.477,0
FLRP11,8/2017,348,63.744,0,1,3.098,0,60.147,0,40,374,63.370,301,1.122,33,0,60.147,0,0,499,0
FLRP11,8/2018,345,77.769,0,0,3.219,0,74.027,0,141,523,77.245,356,3.219,26,0,74.027,0,0,523,0
FLRP11,8/2019,328,74.863,0,0,163,0,74.301,0,71,400,74.463,292,163,37,0,74.301,0,0,399,0
FLRP11,8/2020,2.080,104.271,0,0,5.304,0,95.686,0,490,687,103.585,155,5.304,42,0,95.686,0,0,3.282,0
FLRP11,8/2022,1.329,113.724,0,0,2.184,0,109.000,0,303,1.046,112.678,685,2.184,58,0,109.000,0,0,2.540,0
FLRP11,8/2023,985,120.071,0,2,2.358,0,116.718,0,42,1.090,118.981,977,2.356,71,0,116.718,0,0,996,0
FLRP11,9/2017,356,63.705,0,0,2.680,0,60.521,0,42,320,63.386,245,697,32,0,60.521,0,0,505,0
FLRP11,9/2018,366,77.677,0,0,2.927,0,74.212,0,56,403,77.274,312,2.926,35,0,74.212,0,0,538,0
FLRP11,9/2019,327,80.961,0,0,2.924,0,76.582,0,964,1.426,79.535,425,2.924,37,0,76.582,0,0,1.455,0
FLRP11,9/2020,2.494,104.458,0,0,4.791,0,96.008,0,213,482,103.976,227,4.790,42,0,96.008,0,0,3.660,0
FLRP11,9/2021,808,109.212,0,0,1.778,0,105.571,0,222,762,108.450,487,1.778,54,0,105.571,0,0,1.862,0
FLRP11,9/2023,1.063,120.044,0,2,2.256,0,116.718,0,47,1.089,118.956,980,2.254,62,0,116.718,0,0,1.071,0
FMOF11,1/2017,475,67.885,0,24,1.081,0,66.196,0,138,284,67.601,127,0,18,0,66.196,499,499,607,0
FMOF11,1/2018,379,67.282,0,11,1.022,0,65.726,0,214,365,66.916,132,466,19,0,65.726,545,545,534,0
FMOF11,1/2019,211,68.085,0,15,1.045,0,66.680,0,245,256,67.829,0,0,11,0,66.680,989,989,360,0
FMOF11,1/2020,269,66.694,0,24,898,0,65.358,0,187,201,66.493,0,0,13,0,65.358,814,814,438,0
FMOF11,1/2021,246,67.305,0,22,936,0,66.040,0,108,119,67.185,0,0,11,0,66.040,913,913,329,0
FMOF11,1/2022,227,62.434,0,32,859,0,61.342,0,4,16,62.419,0,0,12,0,61.342,827,827,233,0
FMOF11,1/2023,220,60.344,0,36,855,0,59.269,0,18,30,60.314,0,0,11,0,59.269,819,819,220,0
FMOF11,1/2024,204,59.540,0,36,917,0,58.390,0,79,97,59.443,0,0,18,0,58.390,881,881,232,0
FMOF11,10/2017,388,67.872,0,23,1.045,0,66.273,0,268,428,67.443,142,486,18,0,66.273,537,537,554,0
FMOF11,10/2018,344,67.324,0,22,1.105,0,65.726,0,176,322,67.002,127,0,19,0,65.726,792,792,494,0
FMOF11,10/2019,266,68.312,0,12,1.022,0,66.853,0,249,384,67.928,122,0,13,0,66.853,875,875,437,0
FMOF11,10/2020,403,66.979,0,99,985,0,65.358,0,243,260,66.720,0,0,17,0,65.358,886,886,636,0
FMOF11,10/2021,216,66.997,0,18,738,0,66.040,0,7,18,66.979,0,0,11,0,66.040,721,721,218,0
FMOF11,10/2022,210,62.424,0,26,868,0,61.342,0,46,57,62.367,0,0,11,0,61.342,841,841,214,0
FMOF11,10/2023,192,60.545,0,49,930,0,59.269,0,103,120,60.425,0,0,17,0,59.269,881,881,346,0
FMOF11,11/2017,498,67.850,0,24,901,0,66.286,0,270,390,67.459,102,337,18,0,66.286,539,539,662,0
FMOF11,11/2018,264,67.725,0,61,1.138,0,65.726,0,284,448,67.277,127,0,37,0,65.726,796,796,861,0
FMOF11,11/2019,267,68.251,0,19,960,0,66.853,0,232,378,67.873,132,0,13,0,66.853,878,878,438,0
FMOF11,11/2020,439,67.090,0,25,1.062,0,65.358,0,238,255,66.836,0,0,16,0,65.358,1.037,1.037,671,0
FMOF11,11/2021,223,66.993,0,41,722,0,66.040,0,11,22,66.971,0,0,11,0,66.040,681,681,231,0
FMOF11,11/2022,216,62.431,0,19,869,0,61.342,0,39,50,62.381,0,0,11,0,61.342,850,850,220,0
FMOF11,11/2023,210,60.571,0,23,939,0,59.269,0,97,114,60.456,0,0,17,0,59.269,917,917,363,0
FMOF11,12/2017,337,67.347,0,17,1.128,0,65.726,0,238,491,66.856,234,569,19,0,65.726,542,542,492,0
FMOF11,12/2018,178,68.558,0,28,1.550,0,66.680,0,244,779,67.779,523,0,11,0,66.680,1.342,1.342,327,0
FMOF11,12/2019,268,66.761,0,14,965,0,65.358,0,212,363,66.398,137,0,13,0,65.358,861,861,438,0
FMOF11,12/2020,267,67.774,0,28,1.236,0,66.040,0,327,670,67.104,330,0,12,0,66.040,1.208,1.208,497,0
FMOF11,12/2021,234,62.365,0,16,781,0,61.342,0,10,21,62.344,0,0,11,0,61.342,764,764,243,0
FMOF11,12/2022,220,60.437,0,11,946,0,59.269,0,25,194,60.243,158,0,11,0,59.269,935,935,222,0
FMOF11,12/2023,204,59.681,0,39,1.063,0,58.390,0,92,343,59.338,234,0,18,0,58.390,1.024,1.024,227,0
FMOF11,2/2017,472,67.851,0,16,1.049,0,66.196,0,133,258,67.593,107,0,18,0,66.196,506,506,605,0
FMOF11,2/2018,379,67.260,0,11,1.001,0,65.726,0,191,342,66.918,132,442,19,0,65.726,547,547,534,0
FMOF11,2/2019,189,68.078,0,16,1.054,0,66.680,0,238,250,67.828,0,0,11,0,66.680,993,993,344,0
FMOF11,2/2020,292,66.702,0,28,884,0,65.358,0,171,184,66.518,0,0,14,0,65.358,786,786,460,0
FMOF11,2/2021,241,67.276,0,19,912,0,66.040,0,96,108,67.168,0,0,11,0,66.040,893,893,324,0
FMOF11,2/2022,223,62.409,0,78,844,0,61.342,0,4,15,62.394,0,0,11,0,61.342,766,766,223,0
FMOF11,2/2023,220,60.324,0,23,824,0,59.269,0,8,19,60.305,0,0,11,0,59.269,801,801,231,0
FMOF11,2/2024,204,59.580,0,15,945,0,58.390,0,82,100,59.480,0,0,18,0,58.390,931,931,244,0
FMOF11,3/2017,471,67.923,0,18,1.100,0,66.196,0,134,276,67.647,122,0,19,0,66.196,511,511,627,0
FMOF11,3/2018,379,67.259,0,47,1.000,0,65.726,0,178,334,66.925,137,404,19,0,65.726,550,550,533,0
FMOF11,3/2019,189,68.094,0,63,1.056,0,66.680,0,251,262,67.831,0,0,11,0,66.680,878,878,357,0
FMOF11,3/2020,276,66.737,0,21,940,0,65.358,0,168,182,66.556,0,0,14,0,65.358,778,778,440,0
FMOF11,3/2021,193,67.239,0,35,921,0,66.040,0,84,95,67.144,0,0,11,0,66.040,886,886,278,0
FMOF11,3/2022,218,62.391,0,35,831,0,61.342,0,0,11,62.380,0,0,11,0,61.342,797,797,218,0
FMOF11,3/2023,221,60.310,0,33,811,0,59.269,0,5,16,60.294,0,0,11,0,59.269,778,778,231,0
FMOF11,3/2024,204,59.633,0,53,977,0,58.390,0,101,119,59.514,0,0,18,0,58.390,924,924,265,0
FMOF11,4/2017,467,67.949,0,36,1.133,0,66.196,0,135,311,67.638,132,582,43,0,66.196,514,514,620,0
FMOF11,4/2018,372,67.249,0,50,998,0,65.726,0,175,321,66.928,127,396,19,0,65.726,552,552,525,0
FMOF11,4/2019,251,68.136,0,35,1.052,0,66.680,0,239,252,67.884,0,0,12,0,66.680,881,881,403,0
FMOF11,4/2020,251,66.763,0,76,996,0,65.358,0,163,177,66.587,0,0,14,0,65.358,780,780,409,0
FMOF11,4/2021,261,67.272,0,23,888,0,66.040,0,84,97,67.175,0,0,13,0,66.040,864,864,345,0
FMOF11,4/2022,231,62.421,0,23,848,0,61.342,0,0,12,62.409,0,0,12,0,61.342,825,825,231,0
FMOF11,4/2023,240,60.309,0,19,791,0,59.269,0,5,16,60.294,0,0,11,0,59.269,773,773,249,0
FMOF11,4/2024,204,59.665,0,20,1.011,0,58.390,0,98,116,59.549,0,0,18,0,58.390,991,991,263,0
FMOF11,5/2017,496,67.910,0,30,1.076,0,66.196,0,169,309,67.601,122,528,17,0,66.196,519,519,638,0
FMOF11,5/2018,329,67.260,0,22,1.056,0,65.726,0,177,322,66.937,127,0,19,0,65.726,783,783,478,0
FMOF11,5/2019,231,68.201,0,7,1.139,0,66.680,0,273,286,67.915,0,0,13,0,66.680,885,885,382,0
