Ticker,Title,Endereço,Bairro,Cidade,Área Bruta Locável
DRIT11B,ED TORRE SUL,Rua James Joule,Itaim Bibi,São Paulo - SP,"865,58 m2"
DRIT11B,ED NAÇÕES UNIDAS,Avenida das Nações Unidas,Santo Amaro,São Paulo - SP,"947,36 m2"
EDFO11B,Edifício Ourinvest,Avenida Paulista,Bela Vista,São Paulo - SP,"1.178,22 m2"
EDGA11,Edificio Galeria,Rua da Quitanda,Centro,Rio de Janeiro - RJ,"24.844,44 m2"
EGYR11,EGYR Macaé,Macaé,,Macaé - RJ,"27.891,00 m2"
ELDO11B,Shopping Eldorado,Avenida Rebouças,Pinheiros,São Paulo - SP,"75.504,46 m2"
ERPA11,ERPA Itapeva,Avenida Europa,Jardim Paulista,Itapeva - SP,"157,42 m2"
ERPA11,Europa 105,Avenida Europa,Jardim Paulista,Itapeva - SP,"3.325,38 m2"
ESTQ11,Edifício Antares 301,Avenida F,,Goiânia - Goiás,"166,35 m2"
ESTQ11,BPWR - BL6 APTO301,Estrada Para Porto das Dunas,Sede,Aquiraz - CE,"121,00 m2"
EURO11,EURO Rua Sargento Aquino,Rua Sargento Aquino,,Rua Sargento Aquino - 136,"6.172,50 m2"
EURO11,EURO Av. Interlagos,Av. Interlagos,,Av. Interlagos - 4455,"6.305,75 m2"
EURO11,EURO Rua Comandante Vergueiro da Cruz,Rua Comandante Vergueiro da Cruz,,Rua Comandante Vergueiro da Cruz - 206,"6.172,50 m2"
EURO11,Torre de Elevadores - Interlagos - SP,Av. Interlagos,,Av. Interlagos - SP,"3.298,00 m2"
EURO11,Centro de Distribuição -Rio de Janeiro,Rua Sargento Aquino,,135/Rua Comandante Vergueiro da Cruz - RJ,"6.404,61 m2"
EURO11,Centro de Distribuição Anhanguera - CDA,Rodovia Anhanguera,,Rodovia Anhanguera - SP,"27.111,03 m2"
EURO11,EURO Cajamar,Rodovia Anhanguera,,Cajamar - SP,"61.543,50 m2"
EVBI11,EVBI Atibaia,Alameda Professor Lucas Nogueira Garcez,Itapetinga,Atibaia - SP,"3.630,00 m2"
EVBI11,GPA TITO,Rua Tito,Vila Romana,São Paulo - SP,N/A m2
EVBI11,GPA SANTANA,Rua Augusto Tolle,Santana,São Paulo - SP,"5.515,70 m2"
EVBI11,GPA COTIA,Avenida São Camilo,Granja Viana,Cotia - SP,"5.357,80 m2"
EVBI11,SODIMAC Ribeiro Preto,Avenida Fábio Barreto,Subsetor Oeste-2,Ribeirão Preto - SP,"14.666,56 m2"
EVBI11,Barra Medical Center,Avenida das Américas,Barra da Tijuca,Rio de Janeiro - RJ,"7.139,00 m2"
FAED11,Anhanguera Educacional - Taboão da Serra,Rua do Tesouro,Taboão da Serra,Taboão da Serra - SP,"17.922,80 m2"
FAED11,Anhanguera Educacional - Valinhos 2,Alameda Maria Tereza,Dois Córregos,Valinhos - SP,"7.700,00 m2"
FAED11,Anhanguera Educacional - Valinhos,Alameda Maria Tereza,Dois Córregos,Valinhos - SP,"12.441,45 m2"
FAED11,Anhanguera Educacional - Leme,Rua Waldemar Silenci,Cidade Jardim,Leme - SP,"7.184,93 m2"
FAMB11B,Ed Almirante Barroso,Avenida Almirante Barroso,,Avenida Almirante Barroso - 004,"59.429,46 m2"
FATN11,Edifício Columbus,AL. Campinas,,AL. Campinas - 457,"203,30 m2"
FATN11,Edifício Francisco Lopes,Rua Dr. Cardoso de Melo,,Rua Dr. Cardoso de Melo - 1855,"384,81 m2"
FATN11,Edifício Érika,Rua do Rócio,,Rua do Rócio - 351,"251,03 m2"
FATN11,Edíficio Atrium VII,Rua Pequetita,,Rua Pequetita - 215,"208,03 m2"
FATN11,Edifício Fortaleza,Av. Luiz Carlos Berrini,,Av. Luiz Carlos Berrini - 1461,"278,92 m2"
FATN11,Edifício Olympia Park,Rua Gomes de Carvalho,,Rua Gomes de Carvalho - 1329,"210,10 m2"
FATN11,Vagas de Garagem Ed. Av. Paulista cj. 91 ao 96,Av. Paulista,,Av. Paulista - 2022,"384,81 m2"
FATN11,Edifício Lafayette,Rua Tabapuã,,Rua Tabapuã - 500,"152,08 m2"
FATN11,Edifício Nações Unidas III,Av. das Nações Unidas,,Av. das Nações Unidas - 11857,"535,51 m2"
FATN11,Edifício Iracema,Rua Doutor Renato Paes de Barros,,Rua Doutor Renato Paes de Barros - 717,"200,78 m2"
FATN11,Edifício Paulista,Av. Paulista,,Av. Paulista - 2022,"334,81 m2"
FATN11,Edifício Business Center,Rua Gomes de Carvalho,,Rua Gomes de Carvalho - 1306,"470,00 m2"
FATN11,Edifício Aeroporto I,Rua Funchal,,Rua Funchal - 573,"167,00 m2"
FATN11,Edifício Manhattan,Rua Tabapuã,,Rua Tabapuã - 627,"149,86 m2"
FATN11,Edifício Banco Mercantil do Brasil,Avenida Paulista,,Avenida Paulista - 925,"215,71 m2"
FATN11,Edifício Thera,Avenida Engenheiro Luís Carlos Berrini,,Avenida Engenheiro Luís Carlos Berrini - 105,"184,00 m2"
FATN11,Edifício Maximum,Avenida Doutor Cardoso de Melo,,Avenida Doutor Cardoso de Melo - 1608,"493,68 m2"
FATN11,Edifício Arandu,Rua Arizona,,Rua Arizona - 1366,"253,50 m2"
FATN11,Edifício Conselheiro Paranaguá,Avenida Brigadeiro Faria Lima,,Avenida Brigadeiro Faria Lima - 1234,"392,72 m2"
FATN11,Edifício Setin Tower,Rua Fidêncio Ramos,,Rua Fidêncio Ramos - 100,"287,98 m2"
FATN11,Edifício Uchoa Borges,Rua Sansão Alves dos Santos,,Rua Sansão Alves dos Santos - 76,"288,07 m2"
FATN11,Edifício Network,Avenida Doutor Cardoso de Melo,,Avenida Doutor Cardoso de Melo - 1340,"412,60 m2"
FATN11,Edifício Harvard,Rua Iaiá,,Rua Iaiá - 150,"241,54 m2"
FATN11,Edifício Montreal,Rua Funchal,,Rua Funchal - 129,"214,10 m2"
FATN11,Edifício Aeroporto II,Rua Funchal,,Rua Funchal - 513,"171,81 m2"
FATN11,Edifício GC Square Corporate,Rua Gomes de Carvalho,,Rua Gomes de Carvalho - 1108,"213,00 m2"
FATN11,Edifício Atrium II,Rua Helena,Itaim Bibi,São Paulo - SP,"411,07 m2"
FATN11,Edifício Plaza I,Rua James Joule,Itaim Bibi,São Paulo - SP,"306,35 m2"
FATN11,Vagas de Garagem Ed. Plaza I,Rua James Joule,Itaim Bibi,São Paulo - SP,"88,83 m2"
FATN11,Edifício Brasif,Rua Luigi Galvani,Itaim Bibi,São Paulo - SP,"319,10 m2"
FATN11,Edifício Bueno Business Tower,Avenida Doutor Cardoso de Melo,Itaim Bibi,São Paulo - SP,"606,65 m2"
FATN11,Edifício Mykonos,Rua Gomes de Carvalho,Itaim Bibi,São Paulo - SP,"572,07 m2"
FATN11,Edifício Atrium I,Rua do Rocio,Itaim Bibi,São Paulo - SP,"260,20 m2"
FATN11,Edifício The Taj Office Tower,Rua Casa do Ator,Itaim Bibi,São Paulo - SP,"340,41 m2"
FATN11,Edifício Atrium VIII,Rua Fidêncio Ramos,Itaim Bibi,São Paulo - SP,"582,92 m2"
FATN11,Edifício Spazio Centrale,Alameda Itu,Jardim Paulista,São Paulo - SP,"276,60 m2"
FATN11,Edifício Atrium IV,Rua Helena,Itaim Bibi,São Paulo - SP,"198,14 m2"
FATN11,Edifício Millenium,Avenida Brigadeiro Faria Lima,Itaim Bibi,São Paulo - SP,"181,17 m2"
FATN11,Edifício Atrium Jardins,Rua Cristiano Viana,Jardim Paulista,São Paulo - SP,"989,13 m2"
FATN11,Edifício Beira Rio,Rua Beira Rio,Itaim Bibi,São Paulo - SP,"286,13 m2"
FATN11,Edifício Santa Filippa,Avenida Paulista,Jardim Planalto,Paulínia - SP,"187,12 m2"
FATN11,Edifício The Taj,Rua Casa do Ator,Itaim Bibi,São Paulo - SP,"101,77 m2"
FATN11,Edifício Ronaldo Sampaio,Praça João Duran Alonso,Itaim Bibi,São Paulo - SP,"380,79 m2"
FATN11,Edifício Wilson Mendes Caldeira,Avenida das Nações Unidas,,São Paulo - SP,"559,89 m2"
FATN11,Edifício Trade Tower Service e Business,Rua Helena,Itaim Bibi,São Paulo - SP,"532,88 m2"
FATN11,Ed. Veranda Berrini Gran Estan - Veranda Loft Office Service,Rua Ribeiro do Vale,Itaim Bibi,São Paulo - SP,"184,19 m2"
FATN11,Edifício Florida,Rua Flórida,Itaim Bibi,São Paulo - SP,"350,06 m2"
FATN11,Edifício Monumento,Avenida Brigadeiro Faria Lima,Pinheiros,São Paulo - SP,"312,88 m2"
FATN11,Edifício Gold Center,Rua Arizona,Itaim Bibi,São Paulo - SP,"161,55 m2"
FATN11,Edifício Naur Martins,Rua Professor Artur Ramos,Pinheiros,São Paulo - SP,"199,06 m2"
FCAS11,Edificio Castelo,Avenida Nilo Peçanha,Centro,Rio de Janeiro - RJ,"15.598,23 m2"
FCFL11,Insper Instituto de Ensino e Pesquisa,Rua Quatá,Vila Olímpia,São Paulo - SP,"30.967,97 m2"
FIGS11,"Parque Shopping Maia - 36,50%",Rua Bartolomeu de Gusmão,Centro,Guarulhos - SP,"33.458,00 m2"
FIGS11,"Shopping Bonsucesso - 36,50%",Praça Juscelino Kubitschek de Oliveira,Bela Vista,Guarulhos - SP,"27.904,98 m2"
FIIB11,FIIB R. D. Francisca,R. D. Francisca,,R. D. Francisca - Dist. Indl,"277.714,50 m2"
FIIB11,FIIB Joinville,Rua Silva Jardim,Glória,Joinville - SC,"2.100,00 m2"
FIIB11,FIIB Joinville,R. Sd 40187,Glória,Joinville - SC,"2.516,30 m2"
FIIB11,FIIB Joinville,Rua Alemanha,Glória,Joinville - SC,"10.635,13 m2"
FIIB11,FIIB Joinville,Rua Silva Jardim,Glória,Joinville - SC,"33.650,00 m2"
FIIB11,FIIB Joinville,Rua Des. Nelson Nunes Guimarães,Glória,Joinville - SC,"14.587,09 m2"
FIIB11,FIIB Joinville,Rua Otto Berner,Glória,Joinville - SC,"36.575,00 m2"
FIIB11,Terreno,Rua Alemanha,Glória,Joinville - SC,"10.635,13 m2"
FIIB11,Condominio Perini Business Park,Rua Dona Francisca,,Joinville - SC,"102.909,43 m2"
FIIP11B,Barry,RUA “A”,,RUA “A” - BA,"9.917,95 m2"
FIIP11B,Telha Norte,Avenida General David Sarnoff,Contagem,Contagem - MG,"7.328,00 m2"
FIIP11B,Ambev,Rua David Pinto da Rocha,Iná,São José dos Pinhais - PR,"10.376,55 m2"
FIIP11B,Astuti,Rua Ronat Walter Sodré,Ibiporã,Ibiporã - PR,"22.534,00 m2"
FIIP11B,Pernambucanas,Avenida Nilo Peçanha,Centro,Nova Iguaçu - RJ,"3.076,06 m2"
FIIP11B,Danfoss,Rua Pedro Furlan,Umuarama,Osasco - SP,"11.108,00 m2"
FIIP11B,C&A,Rua Melo Freire,,São Paulo - SP,"4.103,94 m2"
FINF11,FINF Rodovia PR 445,Rodovia PR 445,,Rodovia PR 445 - PR.,"396.258,23 m2"
FISC11,"Emp. Com. SC 401 Square Corporate T. Lagoa, Campeche, Jurerê",Rodovia SC 401,,Rodovia SC 401 - SC,"14.758,52 m2"
FISC11,W Tower,Rua Alfredo Chaves,,Rua Alfredo Chaves - RS,"3.224,97 m2"
FISC11,FISC Florianópolis,Rodovia SC 401,Vargem de Fora,Florianópolis - SC,"789,24 m2"
FISC11,Conjunto 217B Lagoa Torre B,Rodovia SC 401,Vargem de Fora,Florianópolis - SC,"61,78 m2"
FIVN11,Shopping Taboão Plaza Outlet,Avenida Vida Nova,Taboão da Serra,Taboão da Serra - SP,"66.498,00 m2"
FLFL11,ED FARIA LIMA 4.440,Avenida Brigadeiro Faria Lima,,São Paulo - SP,"6.924,93 m2"
FLMA11,ED. CONTINENTAL SQUARE FARIA LIMA,RUA DAS OLIMPIADAS,,RUA DAS OLIMPIADAS - SP,"405,22 m2"
FLMA11,Edifício Lafayette,Rua Tabapuã,Itaim Bibi,São Paulo - SP,"151,20 m2"
FLNR11,ED ILSE,Rua Humberto I,Vila Mariana,São Paulo - SP,"398,02 m2"
FLNR11,ED ARTHUR,Rua Humberto I,Vila Mariana,São Paulo - SP,"3.185,36 m2"
FLNR11,SHOPPING VILAMARIANA,Rua Pelotas,Vila Mariana,São Paulo - SP,N/A m2
FLRP11,"Floripa Shopping - 35,37255%",Rua Virgílio Várzea,Saco Grande,Florianópolis - SC,"47.959,96 m2"
FMOF11,FMOF Roque Gonzales,Rua Julio Schwengber,,Roque Gonzales - RS,"3.490,00 m2"
FMOF11,Edificio Memorial Office Building,Rua Júlio Gonzales,,Rua Júlio Gonzales - SP,"13.104,00 m2"
FPAB11,FPAB Avenida Francisco Matarazzo,Avenida Francisco Matarazzo,,Avenida Francisco Matarazzo - 1.500,"9.431,31 m2"
FPAB11,Centro Empresarial Agua Branca - Torre Los Angeles,Avenida Francisco Matarazzo,Barra Funda,São Paulo - SP,"17.905,45 m2"
FPAB11,Centro Empresarial Agua Branca - Torre New York,Avenida Francisco Matarazzo,Barra Funda,São Paulo - SP,"17.905,45 m2"
FPNG11,Edifício Lafayette,Rua Tabapuã,,Rua Tabapuã - 500,"151,20 m2"
FPNG11,Predio,Rua Amazonas,,Rua Amazonas - MG,"4.910,80 m2"
FPNG11,Ed.Berlioz,Rua Levindo Lopes,,Rua Levindo Lopes - MG,"5.147,31 m2"
FPNG11,Ed.Prime Savassi,Rua Antonio de Albuquerque,,Rua Antonio de Albuquerque - MG,"215,64 m2"
FPNG11,Ed.Severo Antunes,Rua Gonçalves da Guia,,Rua Gonçalves da Guia - MG,"410,70 m2"
FPNG11,Ed.Century Tower,Rua Maria Luiza Santiago,,Rua Maria Luiza Santiago - MG,"198,35 m2"
FPNG11,Ed.Renaissance,Rua Paraiba,,Rua Paraiba - MG,"533,70 m2"
FPNG11,Shopping Diamond Mall,R. Gonçalves Dias,Monte Carmelo,Monte Carmelo - MG,"4.788,93 m2"
FTCE11B,FTCE11B Praia Rasa,Praia Rasa,,Praia Rasa - RJ,"15.039,00 m2"
FTCE11B,FTCE11B Rodovia Darly Santos - Vila Velha - ES,Rodovia Darly Santos - Vila Velha - ES,,Rodovia Darly Santos - Vila Velha - ES - Vila Velha,"477.000,00 m2"
FTCE11B,FTCE11B Alberto de Campos,Alberto de Campos,,Alberto de Campos - 100,"160,00 m2"
FTCE11B,FTCE11B Rua Visconde de Pirajá,Rua Visconde de Pirajá,,Rua Visconde de Pirajá - 484 e 486,"360,00 m2"
FTCE11B,FTCE11B 420,Sorocaba,,420 - 422 e 436,"949,80 m2"
FTCE11B,FTCE11B Av. Vereador Hermínio Moreira - Itaboraí,Av. Vereador Hermínio Moreira - Itaboraí,,Av. Vereador Hermínio Moreira - Itaboraí - RJ,"20.000,00 m2"
FTCE11B,FTCE11B Rua Barão da Torre,Rua Barão da Torre,,Rua Barão da Torre - nº 662,"287,50 m2"
FTCE11B,Cardeal Leme,Rua Teófilo Otoni,,Rua Teófilo Otoni - RJ,"6.194,40 m2"
FTCE11B,Citta Office,Avenida das Americas Nº700,,barra da tijuca - RJ,"1.898,73 m2"
FTCE11B,Touch,Rua Jardim Botânico,,Rua Jardim Botânico - RJ,"278,36 m2"
FTCE11B,Toscanini,Rua Arturo Toscanini,,Rua Arturo Toscanini - MG,"162,05 m2"
FTCE11B,Largo de Santa Rita,Largo de Santa Rita,,Centro - RJ,"292,00 m2"
FTCE11B,Primeiro de Março,Rua Primeiro de Março nº19,,centro - RJ,"798,80 m2"
FTCE11B,Carioca,Rua da Carioca,,centro - RJ,"3.777,16 m2"
FTCE11B,Sete de Setembro,Rua Sete de Setembro nº155,,centro - RJ,"283,00 m2"
FTCE11B,Travessa do Ouvidor,Travessa do Ouvidor nº9,,centro - RJ,"749,88 m2"
FTCE11B,Rio Branco 45,Avenida Rio Branco nº45,,centro - RJ,"520,84 m2"
FTCE11B,Itumbiara,Avenida Santos Dumont,,Avenida Santos Dumont - GO,"4.145,00 m2"
FTCE11B,Rainha Guilhermina,Rainha Guilhermina,,75 - Leblon,"1.109,96 m2"
FTCE11B,"Uruguaiana, 76",Rua Uruguaiana nº 76,,centro - RJ,"282,11 m2"
FTCE11B,Miraggio,R. Euríco Manoel do Carmo,,R. Euríco Manoel do Carmo - RJ,"315,74 m2"
FTCE11B,Edificio Center Shopping,Rua Guarda Mor Custódio,,Rua Guarda Mor Custódio - MG,"8.312,00 m2"
FTCE11B,"Uruguaiana, 78",Rua Uruguaiana nº 78,,centro - RJ,"645,79 m2"
FTCE11B,CESBOM,Fazenda cachoeirinha,,Bom Despacho - MG,"17.539,69 m2"
FTCE11B,Touch,Rua Jardim Botânico,,Jardim Botânico - RJ,"86,91 m2"
FTCE11B,Esquina 98,Rua Miguel Couto,,Rua Miguel Couto - 98,"3.583,39 m2"
FTCE11B,São Pedro da Aldeia,Rodovia Amaral Peixoto,,S/n - Balneario São Pedro - RJ,"3.581,88 m2"
FTCE11B,Hotel & Bureal,Setor Hoteleiro Norte,,Setor Hoteleiro Norte - DF,"98,85 m2"
FTCE11B,Marechal Camara,Avenida Marechal Camara nº160,,centro - RJ,"840,00 m2"
FTCE11B,Golden Corporate,Rua Buenos Aires nº48,,centro - RJ,"2.887,00 m2"
FTCE11B,Ícono Parque,R. Machado de Assis,,R. Machado de Assis - RJ,"379,47 m2"
FTCE11B,Barão de Mesquita,Barão de Mesquita nº164,,Barão de Mesquita nº164 - RJ,"2.420,00 m2"
FTCE11B,"Conde de Bonfim,149",Rua Conde de Bonfim nº149,,centro - RJ,"638,64 m2"
FTCE11B,Presidente Antonio Carlos,Av. Presidente Antonio Carlos,,centro - RJ,"600,00 m2"
FTCE11B,Dom Gerado 46,Rua Dom Gerardo nº46,,centro - RJ,"4.750,65 m2"
FTCE11B,Citta America,Avenida das Americas Nº700,,barra da tijuca - RJ,"27.969,29 m2"
FTCE11B,FTCE11B Rio de Janeiro,Avenida Epitácio Pessoa,Lagoa,Rio de Janeiro - RJ,"952,33 m2"
FTCE11B,Teofilo Otoni 24,Rua Teófilo Otoni,Centro,Rio de Janeiro - RJ,"133,00 m2"
FTCE11B,Av Mem de Sá,Avenida Mem de Sá,Lapa,Rio de Janeiro - RJ,"800,00 m2"
FTCE11B,Dom Gerado 42,Rua Dom Gerardo,Centro,Rio de Janeiro - RJ,"5.414,03 m2"
FTCE11B,FTCE11B Rio de Janeiro,Rua Fernandes Guimarães,Botafogo,Rio de Janeiro - RJ,"1.635,64 m2"
FTCE11B,FTCE11B Rio de Janeiro,Rua do Russel,Glória,Rio de Janeiro - RJ,"9.066,00 m2"
FTCE11B,FTCE11B Guimarães,Avenida Padre João Fernandes Machado,Fermentões,Guimarães - 79 e 81,"656,24 m2"
FTCE11B,FTCE11B Rio de Janeiro,Avenida Lineu de Paula Machado,Lagoa,Rio de Janeiro - RJ,"249,84 m2"
FTCE11B,FTCE11B Rio de Janeiro,Rua José Higino,Tijuca,Rio de Janeiro - RJ,"9.430,00 m2"
FTCE11B,Innovitá,Rua do Matoso,Praça da Bandeira,Rio de Janeiro - RJ,"75,16 m2"
FTCE11B,Seasons,Rua Barra da Estiva,Jacarepaguá,Rio de Janeiro - RJ,"58,67 m2"
FTCE11B,Innovitá,Rua do Matoso,Tijuca,Rio de Janeiro - RJ,"132,74 m2"
FTCE11B,Instituto Dominus,Avenida José Bento Ribeiro Dantas,Praia Rasa,Armação dos Búzios - RJ,"2.125,82 m2"
FTCE11B,Iluminato,Rua Ministro Raul Fernandes,Botafogo,Rio de Janeiro - RJ,"130,09 m2"
FTCE11B,Vision,Bloco “F”,,Bloco “F” - DF,"62,71 m2"
FTCE11B,Costa Mare,Rodovia Darly Santos,Jockey de Itaparica,Vila Velha - ES,"3.870,85 m2"
FTCE11B,Hotel Aretê,Alameda Andorinhas - Lot. Praia Baia Formosa,Baía Formosa,Armação dos Búzios - RJ,"3.078,05 m2"
FTCE11B,The Gallery,Rua Abiail do Amaral Carneiro,Enseada do Suá,Vitória - ES,"156,18 m2"
FTCE11B,Arete - Alto Ybira,Avenida José Bento Ribeiro Dantas,Marina,Armação dos Búzios - RJ,"909,28 m2"
FTCE11B,Colégio Eleva,Quadra SGAS 613,Asa Sul,Brasília - DF,"8.914,09 m2"
FTCE11B,Aretê - Ybirá Fase I (Lotes),Avenida José Bento Ribeiro Dantas,Praia Rasa,Armação dos Búzios - RJ,"96.320,16 m2"
FTCE11B,Aretê - Peninsula Norte,Avenida José Bento Ribeiro Dantas,Marina,Armação dos Búzios - RJ,"1.580,20 m2"
FTCE11B,FTCE11B Rio de Janeiro,Rua Barão da Torre,Ipanema,Rio de Janeiro - RJ,"287,50 m2"
FTCE11B,FTCE11B Rio de Janeiro,Avenida das Américas,Barra da Tijuca,Rio de Janeiro - RJ,"122.350,00 m2"
FTCE11B,FTCE11B Rio de Janeiro,Avenida Epitácio Pessoa,Lagoa,Rio de Janeiro - RJ,"952,33 m2"
FTCE11B,FTCE11B Rio de Janeiro,Rua Prudente de Morais,Ipanema,Rio de Janeiro - RJ,"5.266,00 m2"
FTCE11B,FTCE11B Rio de Janeiro,Rua Tonelero,Copacabana,Rio de Janeiro - RJ,"441,78 m2"
FTCE11B,Blanc 260,Rua Assunção,Botafogo,Rio de Janeiro - RJ,"5.109,10 m2"
FTCE11B,Senhor dos Passos 107,Rua Senhor dos Passos,Centro,Rio de Janeiro - RJ,"382,00 m2"
FVBI11,Edificio Faria Lima 4440,Avenida Brigadeiro Faria Lima,Itaim Bibi,São Paulo - SP,"22.111,73 m2"
FVPQ11,Via Parque Shopping,Av. Ayrton Senna,,Av. Ayrton Senna - RJ,"56.510,00 m2"
GALG11,Canoas/ RS,Rua David Canabarro,Mato Grande,Canoas - RS,"7.040,00 m2"
GALG11,São José dos Campos,Avenida Dom José Antônio do Couto,Quiririm,Taubaté - SP,"1.024,88 m2"
GALG11,Cachoerinha,Avenida Frederico Augusto Ritter,,Cachoeirinha - RS,"2.002.898,00 m2"
GALG11,GALG Vitoria,VITORIA SANT,,Vitoria - PV,"35.690,00 m2"
GARE11,Canoas/ RS,Rua David Canabarro,Mato Grande,Canoas - RS,"7.040,00 m2"
GARE11,São José dos Campos,Avenida Dom José Antônio do Couto,Quiririm,Taubaté - SP,"1.024,88 m2"
GARE11,Cachoerinha,Avenida Frederico Augusto Ritter,,Cachoeirinha - RS,"2.002.898,00 m2"
GARE11,GARE Vitoria,VITORIA SANT,,Vitoria - PV,"35.690,00 m2"
GESE11B,Casa Daros,Rua General Severiano,Botafogo,Rio de Janeiro - RJ,"12.635,43 m2"
GGRC11,GGRC Rua Antonio Felamingo,Rua Antonio Felamingo,,Rua Antonio Felamingo - SP,"12.375,00 m2"
GGRC11,MOINHO IGUAÇU AGROINDUSTRIAL,Rodovia Federal BR 467,,Rodovia Federal BR 467 - PR,"5.680,00 m2"
GGRC11,AMBEV PELOTAS,Guabirova,,Guabirova - RS,"41.300,00 m2"
GGRC11,CEPALGO EMBALAGENS FLEXÍVEIS LTDA,Rodovia BR 153,,Rodovia BR 153 - GO,"27.957,98 m2"
GGRC11,AMBEV,"Acesso pelo KM 117,5 Rodovia BR 101",,"Acesso pelo KM 117,5 Rodovia BR 101 - SC","8.532,00 m2"
GGRC11,TODIMO,Rodovia Palmiro Paes de Barros,,Rodovia Palmiro Paes de Barros - MT,"52.187,33 m2"
GGRC11,SUZANO,Av. Maria Luiza Pompeo de Camargo,,Av. Maria Luiza Pompeo de Camargo - SP,"64.990,00 m2"
GGRC11,COVOLAN,Rua dos Portugueses,,,"38.372,00 m2"
GGRC11,VALINHOS-EAGLEBURGMANN,Rua Antonio Felamingo,,Rua Antonio Felamingo - SP,"12.375,00 m2"
GGRC11,COPOBRÁS II,Rua Maria Rufino dos Santos Medeiros,,Rua Maria Rufino dos Santos Medeiros - PB,"22.360,06 m2"
GGRC11,IGARASSU,Loteamento Polo Empresarial VTO Igarassu 1 - Igarassu - PE,,Loteamento Polo Empresarial VTO Igarassu 1 - Igarassu - PE - PE,"33.582,25 m2"
GGRC11,AMBEV GRU,Avenida Amâncio Gaiolli,,Avenida Amâncio Gaiolli - SP,"67.790,81 m2"
GGRC11,CAMARGO EMBALAGENS,Rua Álvaro Camerin,,Rua Álvaro Camerin - SP,"39.885,72 m2"
GGRC11,AETHRA,LOTE C123,,,"130.860,57 m2"
GGRC11,UBERLÂNDIA - LASA,Avenida CTR Empresarial,,Avenida CTR Empresarial - MG,"204.537,00 m2"
GLOG11,Parque Logístico Pernambuco,Rodovia PE 60,Ipojuca,Ipojuca - PE,"70.222,00 m2"
GRLV11,GR Louveira,Rua Atílio Biscuola,Louveira,Louveira - SP,"55.202,00 m2"
GSFI11,Outlet Premium Grande SP,Estrada de São Bento,Campo Limpo,Itaquaquecetuba - SP,"16.601,00 m2"
GSFI11,Outlet Premium São Paulo,Rodovia dos Bandeirantes,,Itupeva - SP,"24.882,00 m2"
GSFI11,Shopping Bonsucesso,Estrada Presidente Juscelino K. de Oliveira,Água Chata,Guarulhos - SP,"27.852,00 m2"
GSFI11,Outlet Premium Salvador,Estrada Côco,Malicia,Camaçari - BA,"15.913,00 m2"
GSFI11,Outlet Premium Brasília,Avenida Alexânia,Iporá,Iporá - GO,"17.360,00 m2"
GSFI11,Outlet Premium Rio de Janeiro,Rodovia Washington Luíz,Chácaras Rio-Petrópolis,Duque de Caxias - RJ,"20.906,00 m2"
GSFI11,Parque Shopping Sulacap,Avenida Marechal Fontenele,Jardim Sulacap,Rio de Janeiro - RJ,"29.022,00 m2"
GSFI11,Unimart Shopping Campinas,Avenida Império Sol Nascente,Vila Proost de Souza,Campinas - SP,"15.878,00 m2"
GSFI11,Parque Shopping Barueri,Rua General Divisão Pedro R. da Silva,Fazenda Militar,Barueri - SP,"36.300,00 m2"
GTLG11,GTLG Av. Piracema,Av. Piracema,,Av. Piracema - Barueri,"12.204,48 m2"
GTLG11,DCC - Distribution Center Cajamar,Rodovia Anhanguera,,Rodovia Anhanguera - Cajamar,"102.708,00 m2"
GTLG11,DCB - Distribution Center Barueri,Av. Piracema,,Av. Piracema - SP,"90.484,00 m2"
GTLG11,DCR - Distribution Center Rodoanel,Avenida Hélio Ossamu Daikuara,,Embu das Artes - SP,"77.587,00 m2"
GTLG11,CLE - Centro Logistico Embu,Rua José Semião Rodrigues Agostinho,,Embu das Artes - SP,"66.521,00 m2"
GTWR11,Edificio de Escritório - Torre II (Central),Setor de Autarquias Norte - Quadra 5 - Lote B - Brasilia / DF,,Setor de Autarquias Norte - Quadra 5 - Lote B - Brasilia / DF - DF,"31.348,95 m2"
GTWR11,Edificio de Escritório - Torre I (Sul),Setor de Autarquias Norte - Quadra 5 - Lote B - Brasilia / DF,,Setor de Autarquias Norte - Quadra 5 - Lote B - Brasilia / DF - DF,"28.902,77 m2"
GTWR11,Edificio de Escritório - Torre III (Norte),Setor de Autarquias Norte - Quadra 5 - Lote B - Brasilia / DF,,Setor de Autarquias Norte - Quadra 5 - Lote B - Brasilia / DF - DF,"28.902,57 m2"
GURB11,Rio 2 Shopping,Rua Bruno Giorgi,Jacarepaguá,Rio de Janeiro - RJ,"2.745,00 m2"
GURB11,Península Open Mall,Avenida dos Flamboyants,Barra da Tijuca,Rio de Janeiro - RJ,"2.699,00 m2"
GWIR11,"Shopping Praça da Moça - 23,06%",Rua Manoel da Nóbrega,Centro,Diadema - SP,"29.784,27 m2"
GZIT11,Internacional Shopping,Rodovia Presidente Dutra,,Rodovia Presidente Dutra - SP,"77.080,00 m2"
GZIT11,Shopping Light,R. Cel. Xavier de Toledo,,R. Cel. Xavier de Toledo - SP,"36.518,00 m2"
GZIT11,Shopping Prado Boulervard,Av. Washington Luiz,,Av. Washington Luiz - SP,"20.010,00 m2"
