Ticker,Title,Endereço,Bairro,Cidade,Área Bruta Locável
IBBP11,EDIF.F TO 17,Avenida Tegúla,Ponte Alta,Atibaia - SP,"2.759,71 m2"
IDFI11,IDFI Tías,Apartamento Las Peñitas,Las Playas,Tías - CN,N/A m2
IDUA11,Hesa 150,Avenida Presidente Juscelino Kubitschek,Vila Olímpia,São Paulo - SP,N/A m2
IDUA11,Hesa 183,CONDOMÍNIO EDIFÍCIO RESIDENCE QUANTUM HBR CORPORATE & MALL,Condominio Terranza Residence,Aguascalientes - Ags,N/A m2
JASC11,JASC Avenida Godofredo Maciel,Avenida Godofredo Maciel,,Avenida Godofredo Maciel - nº 2.560,"4.558,20 m2"
JASC11,JASC Avenida Sargento Hermínio,Avenida Sargento Hermínio,,Avenida Sargento Hermínio - Ceara,"7.218,09 m2"
JASC11,JASC Fortaleza,Avenida Deputado Oswaldo Studart,Fátima,Fortaleza - CE,"429,00 m2"
JASC11,Caxangá,Avenida Caxangá,Iputinga,Recife - PE,"7.750,67 m2"
JASC11,Loja de Rua - Bezerra de Menezes nº 1409,Avenida Bezerra de Menezes,Parquelândia,Fortaleza - CE,"292,45 m2"
JASC11,Lago Jacarey,Avenida Pedro Lazar,Cambeba,Fortaleza - CE,"2.593,66 m2"
JASC11,Eusébio,Rodovia CE-040,Eusébio,Eusébio - CE,"7.803,73 m2"
JASC11,Francisco Sá,Avenida Francisco Sá,Jacarecanga,Fortaleza - CE,"5.201,61 m2"
JASC11,Loja de Rua - Santos Dumont nº 3030,Avenida Santos Dumont,Aldeota,Fortaleza - CE,"290,96 m2"
JASC11,Maraponga 2,Avenida Cônego de Castro,Vila Peri,Fortaleza - CE,"2.100,65 m2"
JASC11,Sargento Herminio,Avenida Sargento Hermínio Sampaio,São Gerardo,Fortaleza - CE,"11.175,05 m2"
JASC11,Sargento Herminio 2,Avenida Cearenses,Presidente Kennedy,Fortaleza - CE,"4.522,79 m2"
JASC11,Sao Joao,Avenida Santos Dumont,Aldeota,Fortaleza - CE,"4.496,05 m2"
JASC11,Washington Soares,Avenida Washington Soares,Sapiranga-Coité,Fortaleza - CE,"250,00 m2"
JASC11,Maraponga,Avenida Godofredo Maciel,Parangaba,Fortaleza - CE,"6.039,32 m2"
JASC11,Loja de Rua - Bernardo Manuel nº 207,Avenida Bernardo Manuel,Serrinha,Fortaleza - CE,"235,50 m2"
JASC11,Paulista,Avenida Antônio Cabral de Souza,Maranguape I,Paulista - PE,"9.456,61 m2"
JASC11,Loja de Rua - Treze de Maio,Avenida Deputado Oswaldo Studart,Fátima,Fortaleza - CE,"315,00 m2"
JASC11,Lagoa,Avenida Bernardo Manuel,Mondubim,Fortaleza - CE,"14.150,00 m2"
JFLL11,Vhouse Faria Lima,Avenida Eusébio Matoso,Pinheiros,São Paulo - SP,"7.214,00 m2"
JFLL11,VO699,Avenida Doutor Cardoso de Melo,Vila Olímpia,São Paulo - SP,"7.274,00 m2"
JRDM11,Shopping Jardim Sul - 40%,Rua Itacaiúna,Vila Andrade,São Paulo - SP,"28.747,39 m2"
JSRE11,Torre Ebony,Av. Das Nações Unidas,,Av. Das Nações Unidas - SP,"11.346,42 m2"
JSRE11,Ed. Praia de Botafogo,Praia de Botafogo,,Praia de Botafogo - RJ,"717,00 m2"
JSRE11,Torre Marble,Av. Das Nações Unidas,,Av. Das Nações Unidas - SP,"11.351,26 m2"
JSRE11,Ed. Nações Unidas Torre III,Rua Eugênio de Medeiros,,Rua Eugênio de Medeiros - SP,"15.867,00 m2"
JSRE11,Ed. Paulista,Av. Paulista,,Av. Paulista - SP,"26.206,20 m2"
JSRE11,Ed. Tower Bridge Corporate,Av. Jornalista Roberto Marinho,,Av. Jornalista Roberto Marinho - SP,"56.447,68 m2"
KNHF11,"Edifício Condomínio São Luiz, Torre I, II e III",Avenida Presidente Juscelino Kubitschek,Itaim Bibi,São Paulo - SP,"13.187,02 m2"
KNHF11,Edifício HL Faria Lima,Avenida Horácio Lafer,Itaim Bibi,São Paulo - SP,"3.162,92 m2"
KNRE11,IVA - SANTOS,R. Dr. Egídio Martins - Ponta da Praia,,R. Dr. Egídio Martins - Ponta da Praia - SP,"2.101,50 m2"
KNRI11,"Edifício Condomínio São Luiz, Torre IV",Avenida Presidente Juscelino Kubitschek,,Avenida Presidente Juscelino Kubitschek - SP,"11.354,46 m2"
KNRI11,CD Mogi das Cruzes,Rodovia Mogi-Dutra (SP-088),,Rodovia Mogi-Dutra (SP-088) - SP,"69.113,25 m2"
KNRI11,Edifício Madison,Rua Gomes de Carvalho,,Rua Gomes de Carvalho - SP,"8.329,32 m2"
KNRI11,Edifício Bela Paulista,Avenida Paulista,,Avenida Paulista - SP,"6.520,56 m2"
KNRI11,Botafogo Trade Center,Rua Voluntários da Pátria,,Rua Voluntários da Pátria - RJ,"8.083,00 m2"
KNRI11,CD Itaqua,Rua do Níquel,,Rua do Níquel - SP,"30.698,00 m2"
KNRI11,CD Cabreúva,Rod. Dom Gabriel Paulino Bueno Couto,,Rod. Dom Gabriel Paulino Bueno Couto - Cabreúva,"178.730,34 m2"
KNRI11,Global Jundiaí,Avenida Caminho de Goiás,,Avenida Caminho de Goiás - SP,"41.468,12 m2"
KNRI11,CD Pouso Alegre,Rodovia Fernão Dias,,Rodovia Fernão Dias - MG,"87.750,00 m2"
KNRI11,CD Santa Cruz,Estrada da Lama Preta,,Estrada da Lama Preta - RJ,"64.860,17 m2"
KNRI11,Jundiaí Industrial Park,Rodovia Vice Prefeito Hermenegildo Tonolli,,Rodovia Vice Prefeito Hermenegildo Tonolli - SP,"75.975,60 m2"
KNRI11,Edifício Lagoa Corporate,Rua Humaitá,,Rua Humaitá - RJ,"11.686,77 m2"
KNRI11,Pib Sumaré,Avenida Parque Industrial,,Avenida Parque Industrial - SP,"13.835,56 m2"
KNRI11,Edifício Diogo Moreira,Rua Diogo Moreira,,Rua Diogo Moreira - SP,"12.104,57 m2"
KNRI11,Edifício Athenas,Rua Dr. Fernandes Coelho,,Rua Dr. Fernandes Coelho - SP,"6.280,10 m2"
KNRI11,Edifício Joaquim Floriano,Rua Joaquim Floriano,,Rua Joaquim Floriano - SP,"3.898,63 m2"
KNRI11,Edifício Rochaverá - Torres Ebony e Marble,Av. Nações Unidas,,Av. Nações Unidas - SP,"56.790,89 m2"
KNRI11,Boulevard Corporate Tower,Avenida dos Andradas,,Avenida dos Andradas - MG,"20.426,18 m2"
KNRI11,Buenos Aires Corporate,Rua Buenos Aires,,Rua Buenos Aires - RJ,"6.886,88 m2"
KORE11,Corporate Plaza,Rua Alexandre Dumas,Santo Amaro,São Paulo - SP,"10.489,07 m2"
KORE11,Centro Empresarial Botafogo,Praia de Botafogo,Botafogo,Rio de Janeiro - RJ,"23.439,78 m2"
KORE11,Morumbi Office Tower,Avenida Roque Petroni Júnior,Jardim das Acácias,São Paulo - SP,"18.478,99 m2"
KORE11,Alameda Santos,Alameda Santos,Jardim Paulista,São Paulo - SP,"6.467,71 m2"
LASC11,Consorcio Parque Shopping Belem,Rodovia Augusto Montenegro,Mangueirão,Belém - PA,"17.246,79 m2"
LASC11,Boulevard Shopping Campos,Rua Doutor Sílvio Bastos Tavares,Parque Leopoldina,Campos dos Goytacazes - RJ,"1.242,00 m2"
LATR11B,TREND HIGIENÓPOLIS-UNID-2204,Rua Santa Isabel,Consolação,São Paulo - SP,"81,00 m2"
LFTT11,950669,Rua Ribeiroles,Campo Belo,São Paulo - SP,"90,00 m2"
LFTT11,730475,Rua dos Democratas,Saúde,São Paulo - SP,"139,73 m2"
LFTT11,728939,Alameda dos Guaiós,Saúde,São Paulo - SP,"61,12 m2"
LFTT11,2916286,Rua General Góes Monteiro,São Francisco,Bento Gonçalves - RS,"94,00 m2"
LFTT11,530543,Rua dos Caetés,Centro,Belo Horizonte - MG,"118,98 m2"
LFTT11,319201,Rua Pascal,Campo Belo,São Paulo - SP,"172,00 m2"
LFTT11,924319,Rua Doutor Jesuíno Maciel,Campo Belo,São Paulo - SP,"70,00 m2"
LFTT11,923692,Rua João Álvares Soares,Campo Belo,São Paulo - SP,"216,61 m2"
LFTT11,695580,Rua Agostinho Rodrigues Filho,Saúde,São Paulo - SP,"153,00 m2"
LFTT11,2085026,Rua Professor Gastão Bahiana,Ipanema,Rio de Janeiro - RJ,"119,00 m2"
LFTT11,2235568,Rua Dias da Rocha,Copacabana,Rio de Janeiro - RJ,"98,00 m2"
LFTT11,198449,Rua Sergipe,Três Pontas,Três Pontas - MG,"280,00 m2"
LFTT11,2239794,Rua Inhangá,Copacabana,Rio de Janeiro - RJ,"105,00 m2"
LFTT11,733652,Rua Quinze de Setembro,Saúde,São Paulo - SP,"75,00 m2"
LFTT11,2109179,Rua Miguel Lemos,Copacabana,Rio de Janeiro - RJ,"140,00 m2"
LFTT11,969537,Avenida Imperatriz Leopoldina,Vila Leopoldina,São Paulo - SP,"100,92 m2"
LFTT11,167571,Rua Peixoto Gomide,Jardim Paulista,São Paulo - SP,"131,00 m2"
LFTT11,155524,Alameda Lorena,Jardim Paulista,São Paulo - SP,"135,00 m2"
LFTT11,269123,Rua Monte Aprazível,Moema,São Paulo - SP,"35,00 m2"
LFTT11,310969,Rua Joel Carlos Borges,Itaim Bibi,São Paulo - SP,"48,00 m2"
LFTT11,138581,Avenida Nove de Julho,Jardim Paulista,São Paulo - SP,"70,00 m2"
LFTT11,290253,Alameda dos Jurupis,Moema,São Paulo - SP,"112,00 m2"
LFTT11,1589178,Rua Barata Ribeiro,Copacabana,Rio de Janeiro - RJ,"119,00 m2"
LFTT11,278203,Avenida Juriti,Moema,São Paulo - SP,"126,00 m2"
LFTT11,278659,Avenida Sabiá,Vila Embratel,São Luís - MA,"28,00 m2"
LFTT11,146005,Alameda Franca,Jardim Paulista,São Paulo - SP,"112,00 m2"
LFTT11,576329,Rua Clélia,Lapa,São Paulo - SP,"47,00 m2"
LFTT11,6197028,Rua Guilherme Barbosa de Melo,Itaim Bibi,São Paulo - SP,"93,00 m2"
LFTT11,6206272,Rua Luís Dias,Liberdade,Salvador - BA,"92,00 m2"
LFTT11,6197019,Avenida Epitácio Pessoa,Lagoa,Rio de Janeiro - RJ,"72,00 m2"
LFTT11,3171767,Rua Coelho Neto,Castelo do Piauí,Castelo do Piauí - PI,"85,00 m2"
LFTT11,159424,Rua Capitão Pinto Ferreira,Jardim Paulista,São Paulo - SP,"110,00 m2"
LFTT11,3124380,Rua Macedo Sobrinho,Humaitá,Rio de Janeiro - RJ,"97,00 m2"
LFTT11,225899,Rua Pedroso Alvarenga,Itaim Bibi,São Paulo - SP,"107,00 m2"
LFTT11,225593,Rua Pedroso Alvarenga,Itaim Bibi,São Paulo - SP,"90,00 m2"
LFTT11,272488,Rua Inhambu,Moema,São Paulo - SP,"114,00 m2"
LFTT11,2178655,Rua Barata Ribeiro,Copacabana,Rio de Janeiro - RJ,"104,00 m2"
LFTT11,6196957,Rua Guarará,Jardim Paulista,São Paulo - SP,"71,00 m2"
LFTT11,305821,Avenida Padre Antônio José dos Santos,Itaim Bibi,São Paulo - SP,"65,00 m2"
LFTT11,301757,Avenida Padre Antônio José dos Santos,Itaim Bibi,São Paulo - SP,"52,00 m2"
LFTT11,311778,Rua Jean Peltier,Itaim Bibi,São Paulo - SP,"62,00 m2"
LFTT11,1607014,Rua Barata Ribeiro,Copacabana,Rio de Janeiro - RJ,"94,00 m2"
LFTT11,223231,Rua Itacema,Itaim Bibi,São Paulo - SP,"99,00 m2"
LFTT11,6197036,Rua Marquês de São Vicente,Centro,São Vicente - SP,"124,00 m2"
LFTT11,269122,Rua Monte Aprazível,Moema,São Paulo - SP,"35,00 m2"
LFTT11,225953,Rua Itacema,Itaim Bibi,São Paulo - SP,"190,00 m2"
LFTT11,1456648,Rua Alvorada,Itaim Bibi,São Paulo - SP,"104,00 m2"
LFTT11,294608,Alameda dos Aicás,Moema,São Paulo - SP,"82,00 m2"
LFTT11,2948326,Rua Major Rubens Vaz,Gávea,Rio de Janeiro - RJ,"82,00 m2"
LFTT11,2905784,Rua Jardim Botânico,Jardim Botânico,Rio de Janeiro - RJ,"95,00 m2"
LFTT11,267920,Rua Jacques Félix,Moema,São Paulo - SP,"47,00 m2"
LFTT11,2127122,Rua Voluntários da Pátria,Botafogo,Rio de Janeiro - RJ,"101,00 m2"
LFTT11,140193,Alameda Sarutaiá,Jardim Paulista,São Paulo - SP,"126,00 m2"
LFTT11,1652347,Rua Viúva Lacerda,Humaitá,Rio de Janeiro - RJ,"93,00 m2"
LFTT11,551314,Rua Albuquerque Lins,Farol,Maceió - AL,"40,00 m2"
LFTT11,1687560,Rua Joaquim Máximo Soares,Cabral,Nilópolis - RJ,"101,00 m2"
LFTT11,1650045,Rua Ministro Armando de Alencar,Lagoa,Rio de Janeiro - RJ,"79,00 m2"
LFTT11,134837,Alameda Jaú,Jardim Paulista,São Paulo - SP,"159,00 m2"
LFTT11,1532019,Avenida Nossa Senhora de Copacabana,Copacabana,Rio de Janeiro - RJ,"140,00 m2"
LFTT11,210328,Rua Artur de Azevedo,Jardim Paulista,São Paulo - SP,"105,00 m2"
LFTT11,2073247,Rua Alcebíades Barata,Ribeira,Salvador - BA,"106,00 m2"
LFTT11,158897,Alameda Lorena,Jardim Paulista,São Paulo - SP,"97,00 m2"
LFTT11,223349,Rua Itacema,Itaim Bibi,São Paulo - SP,"155,00 m2"
LFTT11,223245,Rua Itacema,Itaim Bibi,São Paulo - SP,"99,00 m2"
LFTT11,225922,Rua Pedroso Alvarenga,Itaim Bibi,São Paulo - SP,"107,00 m2"
LFTT11,230492,Rua Tabapuã,Itaim Bibi,São Paulo - SP,"96,00 m2"
LFTT11,232684,Rua Tabapuã,Itaim Bibi,São Paulo - SP,"122,00 m2"
LFTT11,232696,Rua Tabapuã,Itaim Bibi,São Paulo - SP,"125,00 m2"
LFTT11,1602227,Rua Barata Ribeiro,Copacabana,Rio de Janeiro - RJ,"105,00 m2"
LFTT11,2366855,Avenida Epitácio Pessoa,Lagoa,Rio de Janeiro - RJ,"71,00 m2"
LFTT11,242620,Rua Maria Figueiredo,Vila Mariana,São Paulo - SP,"161,00 m2"
LFTT11,2874735,Avenida Fagundes Filho,Saúde,São Paulo - SP,"66,00 m2"
LFTT11,303469,Rua do Progresso,Guararapes,Jaboatão dos Guararapes - PE,"62,00 m2"
LFTT11,3402446,Rua Henrique Oswald,Copacabana,Rio de Janeiro - RJ,"100,00 m2"
LFTT11,337443,Rua Alvorada,Itaim Bibi,São Paulo - SP,"86,00 m2"
LFTT11,527941,Rua Cajaíba,Perdizes,São Paulo - SP,"42,00 m2"
LFTT11,3404405,Rua Doutor Laureno F Alves de Melo,Castanhal,Castanhal - PA,"31,00 m2"
LFTT11,3709299,Rua Baronesa de Poconé,Lagoa,Rio de Janeiro - RJ,"95,00 m2"
LFTT11,522233,Rua Cotoxó,Perdizes,São Paulo - SP,"94,00 m2"
LFTT11,141621,Rua Bela Cintra,Jardim Paulista,São Paulo - SP,"134,00 m2"
LFTT11,592985,Rua João Anes,Lapa,São Paulo - SP,"93,00 m2"
LFTT11,3179915,Rua Domingos Ferreira,Copacabana,Rio de Janeiro - RJ,"44,00 m2"
LFTT11,3181148,Rua do Catete,Glória,Rio de Janeiro - RJ,"71,00 m2"
LFTT11,3180702,Alameda dos Tupiniquins,Moema,São Paulo - SP,"150,00 m2"
LFTT11,664793,Rua Doutor Dolzani,Vila Mariana,São Paulo - SP,"39,00 m2"
LFTT11,684391,Rua Antônio Joaquim Borges,Lagoão,Lagoão - RS,"112,00 m2"
LFTT11,896551,Rua Luminárias,Pinheiros,São Paulo - SP,"170,00 m2"
LFTT11,942848,Rua Maratona,Campo Belo,São Paulo - SP,"73,00 m2"
LFTT11,918476,Avenida Portugal,Bogotá,Santiago - RM,"51,00 m2"
LFTT11,1567950,Rua Botafogo,Morada da Praia,Bertioga - SP,"34,00 m2"
LFTT11,2077779,Rua Pinheiro Machado,Laranjeiras,Rio de Janeiro - RJ,"110,00 m2"
LFTT11,198964,Rua Minas Gerais,Vila Casa Nova,Sorocaba - SP,"67,00 m2"
LFTT11,1586416,Rua Maestro Francisco Braga,Copacabana,Rio de Janeiro - RJ,"65,00 m2"
LFTT11,2256594,Rua General Tasso Fragoso,Lagoa,Rio de Janeiro - RJ,"155,00 m2"
LFTT11,279995,Rua Inhambu,Moema,São Paulo - SP,"52,00 m2"
LFTT11,903050,Rua João Moura,Pinheiros,São Paulo - SP,"72,00 m2"
LFTT11,303630,Avenida Portugal,Itaim Bibi,São Paulo - SP,"98,00 m2"
LFTT11,155576,Avenida Nove de Julho,Jardim Paulista,São Paulo - SP,"68,00 m2"
LFTT11,223298,Rua Itacema,Itaim Bibi,São Paulo - SP,"145,00 m2"
LFTT11,225897,Rua Pedroso Alvarenga,Itaim Bibi,São Paulo - SP,"106,00 m2"
LFTT11,1565792,Rua Barata Ribeiro,Copacabana,Rio de Janeiro - RJ,"126,00 m2"
LFTT11,260326,Rua França Pinto,Vila Mariana,São Paulo - SP,"145,00 m2"
LFTT11,210309,Rua Lisboa,Cabuçu,Guarulhos - SP,"103,00 m2"
LFTT11,2918833,Rua Professor Abelardo Lobo,Lagoa,Rio de Janeiro - RJ,"146,00 m2"
LFTT11,970770,Avenida Raimundo Pereira de Magalhães,Lapa,São Paulo - SP,"134,00 m2"
LFTT11,226620,Rua Maestro Elias Lobo,Jardim Paulista,São Paulo - SP,"31,00 m2"
LFTT11,269125,Rua Monte Aprazível,Moema,São Paulo - SP,"30,00 m2"
LFTT11,136934,Rua Pamplona,Jardim Paulista,São Paulo - SP,"90,00 m2"
LFTT11,310971,Rua Joel Carlos Borges,Itaim Bibi,São Paulo - SP,"48,00 m2"
LFTT11,2257639,Rua Marquês de Olinda,Ipiranga,São Paulo - SP,"87,00 m2"
LFTT11,2176943,Rua Assunção,Divinópolis,Divinópolis - MG,"118,00 m2"
LFTT11,495825,Rua Almirante Marques de Leão,Dias d'Ávila,Dias d'Ávila - BA,"38,00 m2"
LFTT11,146775,Rua Doutor Paulo Meloni,Alves Dias,São Bernardo do Campo - SP,"126,00 m2"
LFTT11,2937208,Rua Timóteo da Costa,Outeiro,Araruama - RJ,"173,00 m2"
LFTT11,480667,Rua Major Diogo,Bela Vista,São Paulo - SP,"64,00 m2"
LFTT11,5851493,Rua Caramuru,,Rua Caramuru - 116,"35,00 m2"
LFTT11,316481,Rua Morais de Barros,Campo Belo,São Paulo - SP,"98,00 m2"
LFTT11,574416,Rua Minerva,Perdizes,São Paulo - SP,"76,00 m2"
LFTT11,278084,Avenida Sabiá,Moema,São Paulo - SP,"101,00 m2"
LFTT11,2916271,Rua General Góes Monteiro,Francisco Morato,Francisco Morato - SP,"94,00 m2"
LFTT11,2992718,Rua Ipiranga,Laranjeiras,Rio de Janeiro - RJ,"86,00 m2"
LFTT11,300454,Rua Hungria,Pinheiros,São Paulo - SP,"134,00 m2"
LFTT11,160926,Rua Caconde,Jardim Paulista,São Paulo - SP,"128,00 m2"
LFTT11,272526,Rua Inhambu,Moema,São Paulo - SP,"72,00 m2"
LFTT11,2188315,Rua Hans Staden,Botafogo,Rio de Janeiro - RJ,"68,00 m2"
LFTT11,1539456,Rua Fonte da Saudade,Lagoa,Rio de Janeiro - RJ,"134,00 m2"
LFTT11,2213457,Rua Paulo Soares,Campo Velho,Quixadá - CE,"123,00 m2"
LFTT11,3716196,,,,N/A m2
LGCP11,LOG GAIOLLI,Avenida Amâncio Gaiolli,Água Chata,Guarulhos - SP,"6.531,65 m2"
LGCP11,LOG GOIANIA,Rod BR 153,,Rod BR 153 - GO,"23.464,40 m2"
LGCP11,LOG VIANA,BR-262,Vila Bethânia,Viana - ES,"21.345,40 m2"
LGCP11,LOG I CONTAGEM,Rua Antônio Augusto,Contagem,Contagem - MG,"17.525,20 m2"
LGCP11,LGCP New Delhi,Jan Path,Upsc,New Delhi - DL,N/A m2
LGCP11,LOG Gaiolli,AV. BRASIL,,AV. BRASIL - SP,"15.860,68 m2"
LKDV11,SKY Galleria - Oitavo Andar,Rodovia Dom Pedro I,Campinas,Campinas - SP,"959,20 m2"
LLAO11,R S V Paula,Rua São Vicente de Paula,,367 - Santa Cecília - SP,"260,86 m2"
LLAO11,R Pascal,Rua Pascal,,57 - Brooklin - SP,"165,27 m2"
LLAO11,Maestro Cardim,Rua Maestro Cardim,,Rua Maestro Cardim - 14º andar,"130,00 m2"
LLAO11,"Marq Olinda, 258",Rua Marques de Olinda,,apto 33 - 3º andar,"166,17 m2"
LLAO11,"Con.A.Mello, 116",Rua Cônego Amaral Mello,,116 - apto 13,"540,28 m2"
LLAO11,R A Bezerra,Rua Agostinho Bezerra,,50 - Alto de Pinheiros - SP,"846,66 m2"
LLAO11,R. Pinheiro Guimaraes,Rua Pinheiro Guimarães,,Rua Pinheiro Guimarães - Apt 12,"115,19 m2"
LLAO11,AV.REBOUÇAS,Av Rebouças,,Av Rebouças - SP,"148,66 m2"
LLAO11,R Caraibas,Rua Caraibas. 383,,Rua Caraibas. 383 - 7 andar,"369,85 m2"
LLAO11,Rua Castro Alves,Rua Castro Alves,Aclimação,São Paulo - SP,"275,36 m2"
LLAO11,R. Capitao Pinto Ferreira,Rua Capitão Pinto Ferreira,Jardim Paulista,São Paulo - SP,"136,80 m2"
LLAO11,Al. Guaramomis,Alameda dos Guaramomis,Indianópolis,São Paulo - SP,"249,37 m2"
LLAO11,R. Borebi,Rua Borebi,,Rua Borebi - 130,"160,80 m2"
LLAO11,Lorena MT36369,Alameda Lorena,Alameda,Portland - OR,"261,98 m2"
LOFT11B,250617,Rua Tomás Carvalhal,Vila Mariana,São Paulo - SP,"270,00 m2"
LOFT11B,138676,Rua José Mário Preto,Lisboa,Lisboa - 21,"198,75 m2"
LOFT11B,221618,Rua Capitão Prudente,Pinheiros,São Paulo - SP,"129,32 m2"
LOFT11B,251880,Rua Jaques Félix,São Benedito,Guaratinguetá - SP,"156,00 m2"
LOFT11B,156619,Rua Batataes,Jardim Paulista,São Paulo - SP,"161,00 m2"
LOFT11B,154243,Rua Peixoto Gomide,Jardim Paulista,São Paulo - SP,"110,00 m2"
LOFT11B,153275,Rua José Maria Lisboa,Jardim Paulista,São Paulo - SP,"207,00 m2"
LOFT11B,244099,Rua Maria Figueiredo,Vila Mariana,São Paulo - SP,"153,00 m2"
LOFT11B,138681,Rua José Maria Lisboa,Jardim Paulista,São Paulo - SP,"207,00 m2"
LOFT11B,222465,Rua Bandeira do Sul,Nossa Senhora do Ó,Paulista - PE,"116,00 m2"
LRDI11,Edificio Leblon,Rua Almirante Guilhem,Leblon,Rio de Janeiro - RJ,"3.693,42 m2"
LRED11,LRED Puebla,Calle Rúa de Esmeralda,Fraccionamiento La Joya,Puebla - Pue,"12.829,51 m2"
LSOI11,LSOI Manaus,Via de Acesso para o Cetur,Tarumã,Manaus - AM,"6.112,00 m2"
LSOI11,LSOI Garuva,Estr. Palmeira - Três Barras,,Garuva - SC,"17.705,46 m2"
LUGG11,Luggo Ecoville,Rua Casemiro Augusto Rodacki,,Rua Casemiro Augusto Rodacki - PR,"4.569,49 m2"
LUGG11,Luggo Lindoia,Rua Capitão João Zaleski,,Rua Capitão João Zaleski - PR,"5.896,00 m2"
LUGG11,Luggo Cipreste,Rua das Espatodias 610,,Rua das Espatodias 610 - MG,"5.349,06 m2"
LUGG11,Luggo Cenarium,Rua Santa Maria Rosselo,,Rua Santa Maria Rosselo - SP,"6.062,70 m2"
LUGG11,Luggo Inter Residence,Rua Tenente Brito Melo,Barro Preto,Belo Horizonte - MG,"3.722,74 m2"
LVBI11,LVBI Santo André,Rua Rio Pequeno,Paranapiacaba,Santo André - SP,"16.150,00 m2"
LVBI11,Galpao A e B - Itapevi,Aveinida Portugal,,Itapevi - SP,"34.922,00 m2"
LVBI11,EXTREMA  -  VBI LOGISTICO,"Km 947.5 Rodovia Fernao Dias,",,Extrema - MG,"122.459,00 m2"
LVBI11,Galpao Betim,Avenida Juiz Marco Túlio Isaac,Nova Baden,Betim - MG,"33.501,84 m2"
LVBI11,Galpao Maua,Avenida Papa João XXIII,Mauá,Mauá - SP,"29.718,00 m2"
LVBI11,Galpao Jandira,Estrada dos Alpes,Aldeia da Serra,Barueri - SP,"188.560,71 m2"
LVBI11,Galpao Araucaria,Rua Pedro de Alcântara Meira,Fazenda Velha,Araucária - PR,"42.697,00 m2"
LVBI11,Galpao Pirituba,Avenida Mutinga,Jaguara,São Paulo - SP,"12.340,00 m2"
MAXR11,Imóvel de Taguatinga,Csa 1 Lote 02/17,,Csa 1 Lote 02/17 - 902,"8.798,60 m2"
MAXR11,Imóvel de Vitória,Avenida Princesa Isabel,Centro,Vitória - ES,"8.097,61 m2"
MAXR11,Imóvel de Brasília,Quadra 13,,Quadra 13 - 215,"3.618,19 m2"
MAXR11,Imóvel de João Pessoa,Parque Sólon de Lucena,Centro,João Pessoa - PB,"13.474,60 m2"
MAXR11,Imóvel de Nilópolis,Avenida Duque de Caxias,Praça 14 de Janeiro,Manaus - AM,"3.394,32 m2"
MAXR11,Imóvel de Maceió,Avenida da Paz,Centro,Maceió - AL,"6.873,00 m2"
MAXR11,Imóvel de Belém,Avenida Presidente Vargas,Campina,Belém - PA,"8.780,88 m2"
MAXR11,Imóvel de Manaus,Avenida Eduardo Ribeiro,Centro,Manaus - AM,"8.355,15 m2"
MCHF11,Boulevard Shopping Campos,Rua Doutor Matos,Parque Alberto Torres,Campos dos Goytacazes - RJ,"1.242,00 m2"
MCHF11,Consorcio Parque Shopping Belem,Rodovia Augusto Montenegro,Mangueirão,Belém - PA,"17.246,79 m2"
MCHF11,Shopping Vila Velha,Rodovia do Sol,Praia de Itaparica,Vila Velha - ES,N/A m2
MFII11,MFII Campinas,Rua Luiz Gemin,Vila Palmeiras I,Campinas - SP,"177.056,50 m2"
MFII11,Way Parque das Nações Apto. 173,Avenida Estados Unidos,Parque das Nações,Santo André - SP,"58,87 m2"
MFII11,Way Parque das Nações Apto. 14,Avenida Estados Unidos,Parque das Nações,Santo André - SP,"58,87 m2"
MFII11,MFII São Paulo,Rua Joaquim Galvão,Vila Sônia,São Paulo - SP,"1.226,80 m2"
MFII11,MFII São Paulo,Avenida Corifeu de Azevedo Marques,Butantã,São Paulo - SP,"890,00 m2"
MGHT11,Hotel Viila Madalena,Rua Aspicuelta,Pinheiros,São Paulo - SP,"3.467,70 m2"
MGLG11,Magna (Vinhedo - SP),Rodovia Miguel Melhado Campos 79 - Vinhedo/SP,,Rodovia Miguel Melhado Campos 79 - Vinhedo/SP - SP,"10.439,00 m2"
MGLG11,Cerrati (Vinhedo - SP),Rodovia Miguel Melhado Campos 79 - Vinhado/SP,,Rodovia Miguel Melhado Campos 79 - Vinhado/SP - SP,"13.851,00 m2"
MGRI11,EDIFICIO METROPOLITAN,Avenida Professor Magalhães Neto,,Salvador - BA,"7.090,00 m2"
MINT11,Escola BH,Rua dos Aimorés,Funcionários,Belo Horizonte - MG,"10.636,98 m2"
MINT11,ESCOLA PARQUE,Rua Pedra de Itaúna,Barra da Tijuca,Rio de Janeiro - RJ,"8.982,81 m2"
MINT11,Colegio POP,Praça Padre Aleixo Monteiro Mafra,São Miguel Paulista,São Paulo - SP,"4.225,76 m2"
MINT11,Imovel Vila Mascote - Escola,Rua Gustavo da Silveira,Vila Santa Catarina,São Paulo - SP,"1.000,00 m2"
MMVE11,MMVE São Sebastião,Avenida Francisco Loup,Maresias,São Sebastião - SP,"14.083,00 m2"
MOFF11,RB 115,Avenida Rio Branco,,Centro - RJ,"11.515,50 m2"
MOFF11,ICOMAP,Avenida Marchal Floriano,,Centro - RJ,"8.863,00 m2"
MOFF11,Ouvidor 107,Rua do Ouvidor,,Centro - RJ,"6.284,00 m2"
